,channel,clocks_per_click,control,denominator,name,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,tpb,channel_chunk
1001,0.0,,,,,,47.0,,,,,0,note_off,,80.0,47.0,80.0,143280,149.25,480,0.0_37.0
1002,0.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,143280,149.25,480,0.0_37.0
1003,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,143280,149.25,480,0.0_37.0
1004,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,143280,149.25,480,0.0_37.0
1005,0.0,,,,,,64.0,,,,,720,note_off,,80.0,64.0,80.0,144000,150.0,480,0.0_37.0
1006,0.0,,,,,,59.0,,,,,0,note_off,,80.0,59.0,80.0,144000,150.0,480,0.0_37.0
1007,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,144000,150.0,480,0.0_37.0
1008,1.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,2640,2.75,480,1.0_0.0
1009,1.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,2640,2.75,480,1.0_0.0
1010,1.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,2640,2.75,480,1.0_0.0
1011,1.0,,,,,,,,640.0,,,120,pitchwheel,,,,,2760,2.875,480,1.0_0.0
1012,1.0,,,,,,,,640.0,,,0,pitchwheel,,,,,2760,2.875,480,1.0_0.0
1013,1.0,,,,,,,,640.0,,,0,pitchwheel,,,,,2760,2.875,480,1.0_0.0
1014,1.0,,,,,,,,1408.0,,,60,pitchwheel,,,,,2820,2.9375,480,1.0_0.0
1015,1.0,,,,,,,,1408.0,,,0,pitchwheel,,,,,2820,2.9375,480,1.0_0.0
1016,1.0,,,,,,,,1408.0,,,0,pitchwheel,,,,,2820,2.9375,480,1.0_0.0
1017,1.0,,,,,,64.0,,,,,60,note_off,,80.0,64.0,80.0,2880,3.0,480,1.0_0.0
1018,1.0,,,,,,,,0.0,,,0,pitchwheel,,,,,2880,3.0,480,1.0_0.0
1019,1.0,,,,,,59.0,,,,,0,note_off,,80.0,59.0,80.0,2880,3.0,480,1.0_0.0
1020,1.0,,,,,,,,0.0,,,0,pitchwheel,,,,,2880,3.0,480,1.0_0.0
1021,1.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,2880,3.0,480,1.0_0.0
1022,1.0,,,,,,,,0.0,,,0,pitchwheel,,,,,2880,3.0,480,1.0_0.0
1023,0.0,,,,,,67.0,,,,,0,note_on,,86.0,67.0,86.0,144000,150.0,480,0.0_37.0
1024,0.0,,,,,,62.0,,,,,0,note_on,,86.0,62.0,86.0,144000,150.0,480,0.0_37.0
1025,0.0,,,,,,55.0,,,,,0,note_on,,86.0,55.0,86.0,144000,150.0,480,0.0_37.0
1026,0.0,,,,,,67.0,,,,,240,note_off,,80.0,67.0,80.0,144240,150.25,480,0.0_37.0
1027,0.0,,,,,,62.0,,,,,0,note_off,,80.0,62.0,80.0,144240,150.25,480,0.0_37.0
1028,0.0,,,,,,55.0,,,,,0,note_off,,80.0,55.0,80.0,144240,150.25,480,0.0_37.0
1029,0.0,,,,,,64.0,,,,,120,note_on,,95.0,64.0,95.0,144360,150.375,480,0.0_37.0
1030,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,144360,150.375,480,0.0_37.0
1031,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,144360,150.375,480,0.0_37.0
1032,0.0,,,,,,64.0,,,,,240,note_off,,80.0,64.0,80.0,144600,150.625,480,0.0_37.0
1033,0.0,,,,,,59.0,,,,,0,note_off,,80.0,59.0,80.0,144600,150.625,480,0.0_37.0
1034,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,144600,150.625,480,0.0_37.0
1035,0.0,,,,,,62.0,,,,,120,note_on,,95.0,62.0,95.0,144720,150.75,480,0.0_37.0
1036,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,144720,150.75,480,0.0_37.0
1037,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,144720,150.75,480,0.0_37.0
1038,0.0,,,,,,62.0,,,,,240,note_off,,80.0,62.0,80.0,144960,151.0,480,0.0_37.0
1039,0.0,,,,,,57.0,,,,,0,note_off,,80.0,57.0,80.0,144960,151.0,480,0.0_37.0
1040,0.0,,,,,,50.0,,,,,0,note_off,,80.0,50.0,80.0,144960,151.0,480,0.0_37.0
1041,0.0,,,,,,60.0,,,,,0,note_on,,95.0,60.0,95.0,144960,151.0,480,0.0_37.0
1042,0.0,,,,,,55.0,,,,,0,note_on,,95.0,55.0,95.0,144960,151.0,480,0.0_37.0
1043,0.0,,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,144960,151.0,480,0.0_37.0
1044,0.0,,,,,,60.0,,,,,360,note_off,,80.0,60.0,80.0,145320,151.375,480,0.0_37.0
1045,0.0,,,,,,55.0,,,,,0,note_off,,80.0,55.0,80.0,145320,151.375,480,0.0_37.0
1046,0.0,,,,,,48.0,,,,,0,note_off,,80.0,48.0,80.0,145320,151.375,480,0.0_37.0
1047,0.0,,,,,,62.0,,,,,0,note_on,,95.0,62.0,95.0,145320,151.375,480,0.0_37.0
1048,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,145320,151.375,480,0.0_37.0
1049,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,145320,151.375,480,0.0_37.0
1050,0.0,,,,,,62.0,,,,,360,note_off,,80.0,62.0,80.0,145680,151.75,480,0.0_37.0
1051,0.0,,,,,,57.0,,,,,0,note_off,,80.0,57.0,80.0,145680,151.75,480,0.0_37.0
1052,0.0,,,,,,50.0,,,,,0,note_off,,80.0,50.0,80.0,145680,151.75,480,0.0_37.0
1053,0.0,,,,,,60.0,,,,,0,note_on,,95.0,60.0,95.0,145680,151.75,480,0.0_37.0
1054,0.0,,,,,,55.0,,,,,0,note_on,,95.0,55.0,95.0,145680,151.75,480,0.0_37.0
1055,0.0,,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,145680,151.75,480,0.0_37.0
1056,0.0,,,,,,60.0,,,,,240,note_off,,80.0,60.0,80.0,145920,152.0,480,0.0_38.0
1057,0.0,,,,,,55.0,,,,,0,note_off,,80.0,55.0,80.0,145920,152.0,480,0.0_38.0
1058,0.0,,,,,,48.0,,,,,0,note_off,,80.0,48.0,80.0,145920,152.0,480,0.0_38.0
1059,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,145920,152.0,480,0.0_38.0
1060,0.0,,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,145920,152.0,480,0.0_38.0
1061,0.0,,,,,,47.0,,,,,0,note_on,,95.0,47.0,95.0,145920,152.0,480,0.0_38.0
1062,0.0,,,,,,59.0,,,,,960,note_off,,80.0,59.0,80.0,146880,153.0,480,0.0_38.0
1063,0.0,,,,,,54.0,,,,,0,note_off,,80.0,54.0,80.0,146880,153.0,480,0.0_38.0
1064,0.0,,,,,,47.0,,,,,0,note_off,,80.0,47.0,80.0,146880,153.0,480,0.0_38.0
1065,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,146880,153.0,480,0.0_38.0
1066,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,146880,153.0,480,0.0_38.0
1067,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,147120,153.25,480,0.0_38.0
1068,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,147120,153.25,480,0.0_38.0
1069,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,147120,153.25,480,0.0_38.0
1070,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,147120,153.25,480,0.0_38.0
1071,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,147360,153.5,480,0.0_38.0
1072,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,147360,153.5,480,0.0_38.0
1073,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,147360,153.5,480,0.0_38.0
1074,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,147360,153.5,480,0.0_38.0
1075,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,147600,153.75,480,0.0_38.0
1076,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,147600,153.75,480,0.0_38.0
1077,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,147600,153.75,480,0.0_38.0
1078,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,147600,153.75,480,0.0_38.0
1079,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,147840,154.0,480,0.0_38.0
1080,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,147840,154.0,480,0.0_38.0
1081,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,147840,154.0,480,0.0_38.0
1082,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,147840,154.0,480,0.0_38.0
1083,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,148080,154.25,480,0.0_38.0
1084,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,148080,154.25,480,0.0_38.0
1085,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,148080,154.25,480,0.0_38.0
1086,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,148080,154.25,480,0.0_38.0
1087,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,148320,154.5,480,0.0_38.0
1088,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,148320,154.5,480,0.0_38.0
1089,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,148320,154.5,480,0.0_38.0
1090,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,148320,154.5,480,0.0_38.0
1091,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,148560,154.75,480,0.0_38.0
1092,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,148560,154.75,480,0.0_38.0
1093,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,148560,154.75,480,0.0_38.0
1094,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,148560,154.75,480,0.0_38.0
1095,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,148800,155.0,480,0.0_38.0
1096,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,148800,155.0,480,0.0_38.0
1097,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,148800,155.0,480,0.0_38.0
1098,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,148800,155.0,480,0.0_38.0
1099,0.0,,,,,,45.0,,,,,240,note_off,,80.0,45.0,80.0,149040,155.25,480,0.0_38.0
1100,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,149040,155.25,480,0.0_38.0
1101,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,149040,155.25,480,0.0_38.0
1102,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,149040,155.25,480,0.0_38.0
1103,0.0,,,,,,45.0,,,,,240,note_off,,80.0,45.0,80.0,149280,155.5,480,0.0_38.0
1104,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,149280,155.5,480,0.0_38.0
1105,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,149280,155.5,480,0.0_38.0
1106,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,149280,155.5,480,0.0_38.0
1107,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,149280,155.5,480,0.0_38.0
1108,0.0,,,,,,52.0,,,,,240,note_off,,80.0,52.0,80.0,149520,155.75,480,0.0_38.0
1109,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,149520,155.75,480,0.0_38.0
1110,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,149520,155.75,480,0.0_38.0
1111,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,149520,155.75,480,0.0_38.0
1112,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,149520,155.75,480,0.0_38.0
1113,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,149520,155.75,480,0.0_38.0
1114,0.0,,,,,,52.0,,,,,240,note_off,,80.0,52.0,80.0,149760,156.0,480,0.0_39.0
1115,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,149760,156.0,480,0.0_39.0
1116,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,149760,156.0,480,0.0_39.0
1117,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,149760,156.0,480,0.0_39.0
1118,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,149760,156.0,480,0.0_39.0
1119,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,149760,156.0,480,0.0_39.0
1120,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,149760,156.0,480,0.0_39.0
1121,0.0,,,,,,57.0,,,,,240,note_off,,80.0,57.0,80.0,150000,156.25,480,0.0_39.0
1122,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,150000,156.25,480,0.0_39.0
1123,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,150000,156.25,480,0.0_39.0
1124,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,150000,156.25,480,0.0_39.0
1125,0.0,,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,150000,156.25,480,0.0_39.0
1126,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,150000,156.25,480,0.0_39.0
1127,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,150000,156.25,480,0.0_39.0
1128,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,150000,156.25,480,0.0_39.0
1129,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,150000,156.25,480,0.0_39.0
1130,0.0,,,,,,61.0,,,,,240,note_off,,80.0,61.0,80.0,150240,156.5,480,0.0_39.0
1131,0.0,,,,,,57.0,,,,,0,note_off,,80.0,57.0,80.0,150240,156.5,480,0.0_39.0
1132,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,150240,156.5,480,0.0_39.0
1133,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,150240,156.5,480,0.0_39.0
1134,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,150240,156.5,480,0.0_39.0
1135,0.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,150240,156.5,480,0.0_39.0
1136,0.0,,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,150240,156.5,480,0.0_39.0
1137,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,150240,156.5,480,0.0_39.0
1138,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,150240,156.5,480,0.0_39.0
1139,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,150240,156.5,480,0.0_39.0
1140,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,150240,156.5,480,0.0_39.0
1141,0.0,,,,,,64.0,,,,,240,note_off,,80.0,64.0,80.0,150480,156.75,480,0.0_39.0
1142,0.0,,,,,,61.0,,,,,0,note_off,,80.0,61.0,80.0,150480,156.75,480,0.0_39.0
1143,0.0,,,,,,57.0,,,,,0,note_off,,80.0,57.0,80.0,150480,156.75,480,0.0_39.0
1144,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,150480,156.75,480,0.0_39.0
1145,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,150480,156.75,480,0.0_39.0
1146,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,150480,156.75,480,0.0_39.0
1147,0.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,150480,156.75,480,0.0_39.0
1148,0.0,,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,150480,156.75,480,0.0_39.0
1149,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,150480,156.75,480,0.0_39.0
1150,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,150480,156.75,480,0.0_39.0
1151,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,150480,156.75,480,0.0_39.0
1152,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,150480,156.75,480,0.0_39.0
1153,0.0,,,,,,64.0,,,,,240,note_off,,80.0,64.0,80.0,150720,157.0,480,0.0_39.0
1154,0.0,,,,,,61.0,,,,,0,note_off,,80.0,61.0,80.0,150720,157.0,480,0.0_39.0
1155,0.0,,,,,,57.0,,,,,0,note_off,,80.0,57.0,80.0,150720,157.0,480,0.0_39.0
1156,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,150720,157.0,480,0.0_39.0
1157,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,150720,157.0,480,0.0_39.0
1158,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,150720,157.0,480,0.0_39.0
1159,0.0,,,,,,50.0,,,,,42240,note_on,,95.0,50.0,95.0,192960,201.0,480,0.0_50.0
1160,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,192960,201.0,480,0.0_50.0
1161,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,193200,201.25,480,0.0_50.0
1162,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,193200,201.25,480,0.0_50.0
1163,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,193200,201.25,480,0.0_50.0
1164,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,193200,201.25,480,0.0_50.0
1165,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,193440,201.5,480,0.0_50.0
1166,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,193440,201.5,480,0.0_50.0
1167,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,193440,201.5,480,0.0_50.0
1168,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,193440,201.5,480,0.0_50.0
1169,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,193680,201.75,480,0.0_50.0
1170,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,193680,201.75,480,0.0_50.0
1171,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,193680,201.75,480,0.0_50.0
1172,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,193680,201.75,480,0.0_50.0
1173,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,193920,202.0,480,0.0_50.0
1174,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,193920,202.0,480,0.0_50.0
1175,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,193920,202.0,480,0.0_50.0
1176,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,193920,202.0,480,0.0_50.0
1177,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,194160,202.25,480,0.0_50.0
1178,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,194160,202.25,480,0.0_50.0
1179,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,194160,202.25,480,0.0_50.0
1180,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,194160,202.25,480,0.0_50.0
1181,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,194400,202.5,480,0.0_50.0
1182,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,194400,202.5,480,0.0_50.0
1183,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,194400,202.5,480,0.0_50.0
1184,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,194400,202.5,480,0.0_50.0
1185,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,194640,202.75,480,0.0_50.0
1186,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,194640,202.75,480,0.0_50.0
1187,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,194640,202.75,480,0.0_50.0
1188,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,194640,202.75,480,0.0_50.0
1189,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,194880,203.0,480,0.0_50.0
1190,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,194880,203.0,480,0.0_50.0
1191,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,194880,203.0,480,0.0_50.0
1192,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,194880,203.0,480,0.0_50.0
1193,0.0,,,,,,45.0,,,,,240,note_off,,80.0,45.0,80.0,195120,203.25,480,0.0_50.0
1194,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,195120,203.25,480,0.0_50.0
1195,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,195120,203.25,480,0.0_50.0
1196,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,195120,203.25,480,0.0_50.0
1197,0.0,,,,,,45.0,,,,,240,note_off,,80.0,45.0,80.0,195360,203.5,480,0.0_50.0
1198,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,195360,203.5,480,0.0_50.0
1199,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,195360,203.5,480,0.0_50.0
1200,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,195360,203.5,480,0.0_50.0
1201,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,195360,203.5,480,0.0_50.0
1202,0.0,,,,,,52.0,,,,,240,note_off,,80.0,52.0,80.0,195600,203.75,480,0.0_50.0
1203,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,195600,203.75,480,0.0_50.0
1204,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,195600,203.75,480,0.0_50.0
1205,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,195600,203.75,480,0.0_50.0
1206,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,195600,203.75,480,0.0_50.0
1207,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,195600,203.75,480,0.0_50.0
1208,0.0,,,,,,52.0,,,,,240,note_off,,80.0,52.0,80.0,195840,204.0,480,0.0_51.0
1209,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,195840,204.0,480,0.0_51.0
1210,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,195840,204.0,480,0.0_51.0
1211,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,195840,204.0,480,0.0_51.0
1212,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,195840,204.0,480,0.0_51.0
1213,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,195840,204.0,480,0.0_51.0
1214,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,195840,204.0,480,0.0_51.0
1215,0.0,,,,,,57.0,,,,,240,note_off,,80.0,57.0,80.0,196080,204.25,480,0.0_51.0
1216,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,196080,204.25,480,0.0_51.0
1217,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,196080,204.25,480,0.0_51.0
1218,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,196080,204.25,480,0.0_51.0
1219,0.0,,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,196080,204.25,480,0.0_51.0
1220,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,196080,204.25,480,0.0_51.0
1221,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,196080,204.25,480,0.0_51.0
1222,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,196080,204.25,480,0.0_51.0
1223,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,196080,204.25,480,0.0_51.0
1224,0.0,,,,,,61.0,,,,,240,note_off,,80.0,61.0,80.0,196320,204.5,480,0.0_51.0
1225,0.0,,,,,,57.0,,,,,0,note_off,,80.0,57.0,80.0,196320,204.5,480,0.0_51.0
1226,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,196320,204.5,480,0.0_51.0
1227,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,196320,204.5,480,0.0_51.0
1228,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,196320,204.5,480,0.0_51.0
1229,0.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,196320,204.5,480,0.0_51.0
1230,0.0,,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,196320,204.5,480,0.0_51.0
1231,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,196320,204.5,480,0.0_51.0
1232,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,196320,204.5,480,0.0_51.0
1233,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,196320,204.5,480,0.0_51.0
1234,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,196320,204.5,480,0.0_51.0
1235,0.0,,,,,,64.0,,,,,240,note_off,,80.0,64.0,80.0,196560,204.75,480,0.0_51.0
1236,0.0,,,,,,61.0,,,,,0,note_off,,80.0,61.0,80.0,196560,204.75,480,0.0_51.0
1237,0.0,,,,,,57.0,,,,,0,note_off,,80.0,57.0,80.0,196560,204.75,480,0.0_51.0
1238,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,196560,204.75,480,0.0_51.0
1239,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,196560,204.75,480,0.0_51.0
1240,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,196560,204.75,480,0.0_51.0
1241,0.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,196560,204.75,480,0.0_51.0
1242,0.0,,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,196560,204.75,480,0.0_51.0
1243,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,196560,204.75,480,0.0_51.0
1244,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,196560,204.75,480,0.0_51.0
1245,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,196560,204.75,480,0.0_51.0
1246,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,196560,204.75,480,0.0_51.0
1247,0.0,,,,,,57.0,,,,,210,note_on,,95.0,57.0,95.0,196770,204.96875,480,0.0_51.0
1248,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,196770,204.96875,480,0.0_51.0
1249,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,196770,204.96875,480,0.0_51.0
