,channel,clocks_per_click,control,denominator,name,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,text,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds
312,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,186720,194.5
313,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,186720,194.5
314,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,187080,194.875
315,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,187080,194.875
316,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,187080,194.875
317,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,187200,195.0
318,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,187200,195.0
319,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,187200,195.0
320,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,187560,195.375
321,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,187560,195.375
322,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,187560,195.375
323,0.0,,,,,,52.0,,,,,,120,note_on,,95.0,52.0,95.0,187680,195.5
324,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,187680,195.5
325,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,187680,195.5
326,0.0,,,,,,52.0,,,,,,120,note_off,,80.0,52.0,80.0,187800,195.625
327,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,187800,195.625
328,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,187800,195.625
329,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,187800,195.625
330,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,187800,195.625
331,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,187800,195.625
332,0.0,,,,,,55.0,,,,,,360,note_off,,80.0,55.0,80.0,188160,196.0
333,0.0,,,,,,50.0,,,,,,0,note_off,,80.0,50.0,80.0,188160,196.0
334,0.0,,,,,,43.0,,,,,,0,note_off,,80.0,43.0,80.0,188160,196.0
335,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,188160,196.0
336,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,188160,196.0
337,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,188160,196.0
338,0.0,,,,,,52.0,,,,,,240,note_off,,80.0,52.0,80.0,188400,196.25
339,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,188400,196.25
340,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,188400,196.25
341,0.0,,,,,,52.0,,,,,,240,note_on,,76.0,52.0,76.0,188640,196.5
342,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,188640,196.5
343,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,188640,196.5
344,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,189000,196.875
345,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,189000,196.875
346,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,189000,196.875
347,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,189120,197.0
348,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,189120,197.0
349,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,189120,197.0
350,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,189480,197.375
351,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,189480,197.375
352,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,189480,197.375
353,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,189600,197.5
354,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,189600,197.5
355,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,189600,197.5
356,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,189960,197.875
357,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,189960,197.875
358,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,189960,197.875
359,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,190080,198.0
360,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,190080,198.0
361,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,190080,198.0
362,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,190440,198.375
363,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,190440,198.375
364,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,190440,198.375
365,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,190560,198.5
366,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,190560,198.5
367,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,190560,198.5
368,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,190920,198.875
369,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,190920,198.875
370,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,190920,198.875
371,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,191040,199.0
372,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,191040,199.0
373,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,191040,199.0
374,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,191400,199.375
375,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,191400,199.375
376,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,191400,199.375
377,0.0,,,,,,52.0,,,,,,120,note_on,,95.0,52.0,95.0,191520,199.5
378,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,191520,199.5
379,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,191520,199.5
380,0.0,,,,,,52.0,,,,,,120,note_off,,80.0,52.0,80.0,191640,199.625
381,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,191640,199.625
382,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,191640,199.625
383,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,191640,199.625
384,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,191640,199.625
385,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,191640,199.625
386,0.0,,,,,,55.0,,,,,,360,note_off,,80.0,55.0,80.0,192000,200.0
387,0.0,,,,,,50.0,,,,,,0,note_off,,80.0,50.0,80.0,192000,200.0
388,0.0,,,,,,43.0,,,,,,0,note_off,,80.0,43.0,80.0,192000,200.0
389,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,192000,200.0
390,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,192000,200.0
391,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,192000,200.0
392,0.0,,,,,,52.0,,,,,,240,note_off,,80.0,52.0,80.0,192240,200.25
393,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,192240,200.25
394,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,192240,200.25
395,0.0,,,,,,52.0,,,,,,240,note_on,,76.0,52.0,76.0,192480,200.5
396,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,192480,200.5
397,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,192480,200.5
398,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,192840,200.875
399,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,192840,200.875
400,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,192840,200.875
401,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,192960,201.0
402,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,192960,201.0
403,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,192960,201.0
404,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,193320,201.375
405,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,193320,201.375
406,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,193320,201.375
407,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,193440,201.5
408,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,193440,201.5
409,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,193440,201.5
410,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,193800,201.875
411,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,193800,201.875
412,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,193800,201.875
413,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,193920,202.0
414,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,193920,202.0
415,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,193920,202.0
416,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,194280,202.375
417,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,194280,202.375
418,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,194280,202.375
419,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,194400,202.5
420,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,194400,202.5
421,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,194400,202.5
422,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,194760,202.875
423,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,194760,202.875
424,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,194760,202.875
425,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,194880,203.0
426,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,194880,203.0
427,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,194880,203.0
428,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,195240,203.375
429,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,195240,203.375
430,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,195240,203.375
431,0.0,,,,,,52.0,,,,,,120,note_on,,95.0,52.0,95.0,195360,203.5
432,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,195360,203.5
433,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,195360,203.5
434,0.0,,,,,,52.0,,,,,,120,note_off,,80.0,52.0,80.0,195480,203.625
435,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,195480,203.625
436,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,195480,203.625
437,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,195480,203.625
438,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,195480,203.625
439,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,195480,203.625
440,0.0,,,,,,55.0,,,,,,360,note_off,,80.0,55.0,80.0,195840,204.0
441,0.0,,,,,,50.0,,,,,,0,note_off,,80.0,50.0,80.0,195840,204.0
442,0.0,,,,,,43.0,,,,,,0,note_off,,80.0,43.0,80.0,195840,204.0
443,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,195840,204.0
444,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,195840,204.0
445,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,195840,204.0
446,0.0,,,,,,52.0,,,,,,240,note_off,,80.0,52.0,80.0,196080,204.25
447,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,196080,204.25
448,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,196080,204.25
449,0.0,,,,,,52.0,,,,,,240,note_on,,76.0,52.0,76.0,196320,204.5
450,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,196320,204.5
451,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,196320,204.5
452,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,196680,204.875
453,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,196680,204.875
454,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,196680,204.875
455,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,196800,205.0
456,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,196800,205.0
457,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,196800,205.0
458,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,197160,205.375
459,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,197160,205.375
460,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,197160,205.375
461,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,197280,205.5
462,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,197280,205.5
463,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,197280,205.5
464,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,197640,205.875
465,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,197640,205.875
466,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,197640,205.875
467,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,197760,206.0
468,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,197760,206.0
469,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,197760,206.0
470,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,198120,206.375
471,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,198120,206.375
472,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,198120,206.375
473,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,198240,206.5
474,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,198240,206.5
475,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,198240,206.5
476,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,198600,206.875
477,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,198600,206.875
478,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,198600,206.875
479,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,198720,207.0
480,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,198720,207.0
481,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,198720,207.0
482,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,199080,207.375
483,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,199080,207.375
484,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,199080,207.375
485,0.0,,,,,,52.0,,,,,,120,note_on,,95.0,52.0,95.0,199200,207.5
486,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,199200,207.5
487,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,199200,207.5
488,0.0,,,,,,52.0,,,,,,120,note_off,,80.0,52.0,80.0,199320,207.625
489,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,199320,207.625
490,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,199320,207.625
491,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,199320,207.625
492,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,199320,207.625
493,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,199320,207.625
494,0.0,,,,,,55.0,,,,,,360,note_off,,80.0,55.0,80.0,199680,208.0
495,0.0,,,,,,50.0,,,,,,0,note_off,,80.0,50.0,80.0,199680,208.0
496,0.0,,,,,,43.0,,,,,,0,note_off,,80.0,43.0,80.0,199680,208.0
497,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,199680,208.0
498,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,199680,208.0
499,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,199680,208.0
500,0.0,,,,,,52.0,,,,,,240,note_off,,80.0,52.0,80.0,199920,208.25
501,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,199920,208.25
502,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,199920,208.25
503,1.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,199920,208.25
504,1.0,,,,,,,,0.0,,,,0,pitchwheel,,,,,199920,208.25
505,1.0,,,,,,,,256.0,,,,16,pitchwheel,,,,,199936,208.26666666666665
506,1.0,,,,,,,,1152.0,,,,16,pitchwheel,,,,,199952,208.28333333333333
507,1.0,,,,,,,,1408.0,,,,16,pitchwheel,,,,,199968,208.29999999999998
508,1.0,,,,,,,,640.0,,,,48,pitchwheel,,,,,200016,208.35
509,1.0,,,,,,,,128.0,,,,16,pitchwheel,,,,,200032,208.36666666666667
510,1.0,,,,,,,,0.0,,,,16,pitchwheel,,,,,200048,208.38333333333333
511,1.0,,,,,,55.0,,,,,,112,note_off,,80.0,55.0,80.0,200160,208.5
512,1.0,,,,,,,,0.0,,,,0,pitchwheel,,,,,200160,208.5
513,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,200160,208.5
514,0.0,,,,,,55.0,,,,,,120,note_off,,80.0,55.0,80.0,200280,208.625
515,0.0,,,,,,54.0,,,,,,0,note_on,,95.0,54.0,95.0,200280,208.625
516,0.0,,,,,,54.0,,,,,,120,note_off,,80.0,54.0,80.0,200400,208.75
517,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,200400,208.75
518,0.0,,,,,,50.0,,,,,,120,note_off,,80.0,50.0,80.0,200520,208.875
519,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,200520,208.875
520,0.0,,,,,,50.0,,,,,,240,note_off,,80.0,50.0,80.0,200760,209.125
521,0.0,,,,,,49.0,,,,,,0,note_on,,95.0,49.0,95.0,200760,209.125
522,0.0,,,,,,49.0,,,,,,120,note_off,,80.0,49.0,80.0,200880,209.25
523,0.0,,,,,,45.0,,,,,,0,note_on,,95.0,45.0,95.0,200880,209.25
524,0.0,,,,,,45.0,,,,,,240,note_off,,80.0,45.0,80.0,201120,209.5
525,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,201120,209.5
526,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,201120,209.5
527,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,201120,209.5
528,0.0,,,,,,52.0,,,,,,20,note_off,,80.0,52.0,80.0,201140,209.52083333333334
529,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,201140,209.52083333333334
530,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,201140,209.52083333333334
531,0.0,,,,,,55.0,,,,,,100,note_on,,95.0,55.0,95.0,201240,209.625
532,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,201240,209.625
533,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,201240,209.625
534,0.0,,,,,,55.0,,,,,,360,note_off,,80.0,55.0,80.0,201600,210.0
535,0.0,,,,,,50.0,,,,,,0,note_off,,80.0,50.0,80.0,201600,210.0
536,0.0,,,,,,43.0,,,,,,0,note_off,,80.0,43.0,80.0,201600,210.0
537,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,201600,210.0
538,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,201600,210.0
539,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,201600,210.0
540,0.0,,,,,,52.0,,,,,,240,note_off,,80.0,52.0,80.0,201840,210.25
541,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,201840,210.25
542,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,201840,210.25
543,1.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,201840,210.25
544,1.0,,,,,,,,0.0,,,,0,pitchwheel,,,,,201840,210.25
545,1.0,,,,,,,,256.0,,,,16,pitchwheel,,,,,201856,210.26666666666665
546,1.0,,,,,,,,1152.0,,,,16,pitchwheel,,,,,201872,210.28333333333333
547,1.0,,,,,,,,1408.0,,,,16,pitchwheel,,,,,201888,210.29999999999998
548,1.0,,,,,,,,640.0,,,,48,pitchwheel,,,,,201936,210.35
549,1.0,,,,,,,,128.0,,,,16,pitchwheel,,,,,201952,210.36666666666667
550,1.0,,,,,,,,0.0,,,,16,pitchwheel,,,,,201968,210.38333333333333
551,1.0,,,,,,55.0,,,,,,112,note_off,,80.0,55.0,80.0,202080,210.5
552,1.0,,,,,,,,0.0,,,,0,pitchwheel,,,,,202080,210.5
553,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,202080,210.5
554,0.0,,,,,,55.0,,,,,,120,note_off,,80.0,55.0,80.0,202200,210.625
555,0.0,,,,,,54.0,,,,,,0,note_on,,95.0,54.0,95.0,202200,210.625
556,0.0,,,,,,54.0,,,,,,120,note_off,,80.0,54.0,80.0,202320,210.75
557,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,202320,210.75
558,0.0,,,,,,50.0,,,,,,120,note_off,,80.0,50.0,80.0,202440,210.875
559,0.0,,,,,,62.0,,,,,,0,note_on,,95.0,62.0,95.0,202440,210.875
560,0.0,,,,,,62.0,,,,,,240,note_off,,80.0,62.0,80.0,202680,211.125
561,0.0,,,,,,61.0,,,,,,0,note_on,,95.0,61.0,95.0,202680,211.125
562,0.0,,,,,,61.0,,,,,,120,note_off,,80.0,61.0,80.0,202800,211.25
563,0.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,202800,211.25
564,0.0,,,,,,57.0,,,,,,240,note_off,,80.0,57.0,80.0,203040,211.5
565,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,203040,211.5
566,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,203040,211.5
567,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,203040,211.5
568,0.0,,,,,,52.0,,,,,,120,note_off,,80.0,52.0,80.0,203160,211.625
569,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,203160,211.625
570,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,203160,211.625
571,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,203160,211.625
572,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,203160,211.625
573,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,203160,211.625
574,0.0,,,,,,55.0,,,,,,360,note_off,,80.0,55.0,80.0,203520,212.0
575,0.0,,,,,,50.0,,,,,,0,note_off,,80.0,50.0,80.0,203520,212.0
576,0.0,,,,,,43.0,,,,,,0,note_off,,80.0,43.0,80.0,203520,212.0
577,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,203520,212.0
578,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,203520,212.0
579,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,203520,212.0
580,0.0,,,,,,52.0,,,,,,240,note_off,,80.0,52.0,80.0,203760,212.25
581,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,203760,212.25
582,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,203760,212.25
583,1.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,203760,212.25
584,1.0,,,,,,,,0.0,,,,0,pitchwheel,,,,,203760,212.25
585,1.0,,,,,,,,256.0,,,,16,pitchwheel,,,,,203776,212.26666666666665
586,1.0,,,,,,,,1152.0,,,,16,pitchwheel,,,,,203792,212.28333333333333
587,1.0,,,,,,,,1408.0,,,,16,pitchwheel,,,,,203808,212.29999999999998
588,1.0,,,,,,,,640.0,,,,48,pitchwheel,,,,,203856,212.35
589,1.0,,,,,,,,128.0,,,,16,pitchwheel,,,,,203872,212.36666666666667
590,1.0,,,,,,,,0.0,,,,16,pitchwheel,,,,,203888,212.38333333333333
591,1.0,,,,,,55.0,,,,,,112,note_off,,80.0,55.0,80.0,204000,212.5
592,1.0,,,,,,,,0.0,,,,0,pitchwheel,,,,,204000,212.5
593,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,204000,212.5
594,0.0,,,,,,55.0,,,,,,120,note_off,,80.0,55.0,80.0,204120,212.625
595,0.0,,,,,,54.0,,,,,,0,note_on,,95.0,54.0,95.0,204120,212.625
596,0.0,,,,,,54.0,,,,,,120,note_off,,80.0,54.0,80.0,204240,212.75
597,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,204240,212.75
598,0.0,,,,,,50.0,,,,,,120,note_off,,80.0,50.0,80.0,204360,212.875
599,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,204360,212.875
600,0.0,,,,,,50.0,,,,,,240,note_off,,80.0,50.0,80.0,204600,213.125
601,0.0,,,,,,49.0,,,,,,0,note_on,,95.0,49.0,95.0,204600,213.125
602,0.0,,,,,,49.0,,,,,,120,note_off,,80.0,49.0,80.0,204720,213.25
603,0.0,,,,,,45.0,,,,,,0,note_on,,95.0,45.0,95.0,204720,213.25
604,0.0,,,,,,45.0,,,,,,240,note_off,,80.0,45.0,80.0,204960,213.5
605,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,204960,213.5
606,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,204960,213.5
607,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,204960,213.5
608,0.0,,,,,,52.0,,,,,,120,note_off,,80.0,52.0,80.0,205080,213.625
609,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,205080,213.625
610,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,205080,213.625
611,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,205080,213.625
612,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,205080,213.625
613,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,205080,213.625
614,0.0,,,,,,55.0,,,,,,360,note_off,,80.0,55.0,80.0,205440,214.0
