,channel,clocks_per_click,control,denominator,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,tpb,channel_chunk,channel_meta,instrument
0,0.0,,101.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,0.0_0.0,,
1,0.0,,100.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,0.0_0.0,,
2,0.0,,6.0,,,,,,,,0,control_change,12.0,,,,0,0.0,960,0.0_0.0,,
3,0.0,,38.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,0.0_0.0,,
4,1.0,,101.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,1.0_0.0,,
5,1.0,,100.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,1.0_0.0,,
6,1.0,,6.0,,,,,,,,0,control_change,12.0,,,,0,0.0,960,1.0_0.0,,
7,1.0,,38.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,1.0_0.0,,
8,2.0,,101.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,2.0_0.0,,
9,2.0,,100.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,2.0_0.0,,
10,2.0,,6.0,,,,,,,,0,control_change,12.0,,,,0,0.0,960,2.0_0.0,,
11,2.0,,38.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,2.0_0.0,,
12,3.0,,101.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,3.0_0.0,,
13,3.0,,100.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,3.0_0.0,,
14,3.0,,6.0,,,,,,,,0,control_change,12.0,,,,0,0.0,960,3.0_0.0,,
15,3.0,,38.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,3.0_0.0,,
16,4.0,,101.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,4.0_0.0,,
17,4.0,,100.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,4.0_0.0,,
18,4.0,,6.0,,,,,,,,0,control_change,12.0,,,,0,0.0,960,4.0_0.0,,
19,4.0,,38.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,4.0_0.0,,
20,5.0,,101.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,5.0_0.0,,
21,5.0,,100.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,5.0_0.0,,
22,5.0,,6.0,,,,,,,,0,control_change,12.0,,,,0,0.0,960,5.0_0.0,,
23,5.0,,38.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,5.0_0.0,,
24,6.0,,101.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,6.0_0.0,,
25,6.0,,100.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,6.0_0.0,,
26,6.0,,6.0,,,,,,,,0,control_change,12.0,,,,0,0.0,960,6.0_0.0,,
27,6.0,,38.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,6.0_0.0,,
28,7.0,,101.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,7.0_0.0,,
29,7.0,,100.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,7.0_0.0,,
30,7.0,,6.0,,,,,,,,0,control_change,12.0,,,,0,0.0,960,7.0_0.0,,
31,7.0,,38.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,7.0_0.0,,
32,8.0,,101.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,8.0_0.0,,
33,8.0,,100.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,8.0_0.0,,
34,8.0,,6.0,,,,,,,,0,control_change,12.0,,,,0,0.0,960,8.0_0.0,,
35,8.0,,38.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,8.0_0.0,,
36,9.0,,101.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,9.0_0.0,,
37,9.0,,100.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,9.0_0.0,,
38,9.0,,6.0,,,,,,,,0,control_change,12.0,,,,0,0.0,960,9.0_0.0,,
39,9.0,,38.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,9.0_0.0,,
40,10.0,,101.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,10.0_0.0,,
41,10.0,,100.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,10.0_0.0,,
42,10.0,,6.0,,,,,,,,0,control_change,12.0,,,,0,0.0,960,10.0_0.0,,
43,10.0,,38.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,10.0_0.0,,
44,11.0,,101.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,11.0_0.0,,
45,11.0,,100.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,11.0_0.0,,
46,11.0,,6.0,,,,,,,,0,control_change,12.0,,,,0,0.0,960,11.0_0.0,,
47,11.0,,38.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,11.0_0.0,,
48,12.0,,101.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,12.0_0.0,,
49,12.0,,100.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,12.0_0.0,,
50,12.0,,6.0,,,,,,,,0,control_change,12.0,,,,0,0.0,960,12.0_0.0,,
51,12.0,,38.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,12.0_0.0,,
52,13.0,,101.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,13.0_0.0,,
53,13.0,,100.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,13.0_0.0,,
54,13.0,,6.0,,,,,,,,0,control_change,12.0,,,,0,0.0,960,13.0_0.0,,
55,13.0,,38.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,13.0_0.0,,
56,14.0,,101.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,14.0_0.0,,
57,14.0,,100.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,14.0_0.0,,
58,14.0,,6.0,,,,,,,,0,control_change,12.0,,,,0,0.0,960,14.0_0.0,,
59,14.0,,38.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,14.0_0.0,,
60,15.0,,101.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,15.0_0.0,,
61,15.0,,100.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,15.0_0.0,,
62,15.0,,6.0,,,,,,,,0,control_change,12.0,,,,0,0.0,960,15.0_0.0,,
63,15.0,,38.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,15.0_0.0,,
64,,24.0,,4.0,8.0,,4.0,,,,0,time_signature,,,,,-1,-0.0005208333333333333,960,nan_-1.0,,
65,,,,,,,,,,540540.0,0,set_tempo,,,,,-1,-0.0005208333333333333,960,nan_-1.0,,
66,,,,,,,,,,,0,end_of_track,,,,,-1,-0.0005208333333333333,960,nan_-1.0,,
67,0.0,,,,,,,0.0,,,0,pitchwheel,,,,,0,0.0,960,0.0_0.0,,
68,0.0,,7.0,,,,,,,,0,control_change,103.0,,,,0,0.0,960,0.0_0.0,,
69,0.0,,10.0,,,,,,,,0,control_change,23.0,,,,0,0.0,960,0.0_0.0,,
70,0.0,,93.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,0.0_0.0,,
71,0.0,,91.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,0.0_0.0,,
72,0.0,,95.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,0.0_0.0,,
73,0.0,,92.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,0.0_0.0,,
74,0.0,,11.0,,,,,,,,0,control_change,127.0,,,,0,0.0,960,0.0_0.0,,
75,0.0,,,,,,,,30.0,,0,program_change,,,,,0,0.0,960,0.0_0.0,,
76,1.0,,7.0,,,,,,,,0,control_change,103.0,,,,0,0.0,960,1.0_0.0,,
77,1.0,,10.0,,,,,,,,0,control_change,23.0,,,,0,0.0,960,1.0_0.0,,
78,1.0,,93.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,1.0_0.0,,
79,1.0,,91.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,1.0_0.0,,
80,1.0,,95.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,1.0_0.0,,
81,1.0,,92.0,,,,,,,,0,control_change,0.0,,,,0,0.0,960,1.0_0.0,,
82,1.0,,11.0,,,,,,,,0,control_change,127.0,,,,0,0.0,960,1.0_0.0,,
83,1.0,,,,,,,,30.0,,0,program_change,,,,,0,0.0,960,1.0_0.0,,
84,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,0,0.0,960,0.0_0.0,,
85,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,240,0.125,960,0.0_0.0,,
86,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,240,0.125,960,0.0_0.0,,
87,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,480,0.25,960,0.0_0.0,,
88,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,720,0.375,960,0.0_0.0,,
89,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,180,0.09375,960,1.0_0.0,,
90,0.0,,,,,39.0,,,,,60,note_off,,95.0,39.0,95.0,780,0.40625,960,0.0_0.0,,
91,1.0,,,,,49.0,,,,,0,note_off,,95.0,49.0,95.0,180,0.09375,960,1.0_0.0,,
92,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,180,0.09375,960,1.0_0.0,,
93,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,780,0.40625,960,0.0_0.0,,
94,1.0,,,,,51.0,,,,,480,note_off,,95.0,51.0,95.0,660,0.34375,960,1.0_0.0,,
95,0.0,,,,,39.0,,,,,0,note_off,,95.0,39.0,95.0,780,0.40625,960,0.0_0.0,,
96,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,780,0.40625,960,0.0_0.0,,
97,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,1020,0.53125,960,0.0_0.0,,
98,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,1020,0.53125,960,0.0_0.0,,
99,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,1260,0.65625,960,0.0_0.0,,
100,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,1500,0.78125,960,0.0_0.0,,
101,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,1740,0.90625,960,0.0_0.0,,
102,0.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,1740,0.90625,960,0.0_0.0,,
103,0.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,1740,0.90625,960,0.0_0.0,,
104,0.0,,,,,59.0,,,,,480,note_off,,95.0,59.0,95.0,2220,1.15625,960,0.0_0.0,,
105,0.0,,,,,52.0,,,,,0,note_off,,95.0,52.0,95.0,2220,1.15625,960,0.0_0.0,,
106,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,2220,1.15625,960,0.0_0.0,,
107,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,2460,1.28125,960,0.0_0.0,,
108,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,2460,1.28125,960,0.0_0.0,,
109,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,2700,1.40625,960,0.0_0.0,,
110,0.0,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,2700,1.40625,960,0.0_0.0,,
111,0.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,2700,1.40625,960,0.0_0.0,,
112,0.0,,,,,57.0,,,,,480,note_off,,95.0,57.0,95.0,3180,1.65625,960,0.0_0.0,,
113,0.0,,,,,50.0,,,,,0,note_off,,95.0,50.0,95.0,3180,1.65625,960,0.0_0.0,,
114,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,3180,1.65625,960,0.0_0.0,,
115,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,3420,1.78125,960,0.0_0.0,,
116,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,3420,1.78125,960,0.0_0.0,,
117,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,3660,1.90625,960,0.0_0.0,,
118,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,3900,2.03125,960,0.0_0.0,,
119,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,840,0.4375,960,1.0_0.0,,
120,0.0,,,,,39.0,,,,,60,note_off,,95.0,39.0,95.0,3960,2.0625,960,0.0_0.0,,
121,1.0,,,,,49.0,,,,,0,note_off,,95.0,49.0,95.0,840,0.4375,960,1.0_0.0,,
122,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,840,0.4375,960,1.0_0.0,,
123,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,3960,2.0625,960,0.0_0.0,,
124,1.0,,,,,51.0,,,,,480,note_off,,95.0,51.0,95.0,1320,0.6875,960,1.0_0.0,,
125,0.0,,,,,39.0,,,,,0,note_off,,95.0,39.0,95.0,3960,2.0625,960,0.0_0.0,,
126,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,3960,2.0625,960,0.0_0.0,,
127,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,4200,2.1875,960,0.0_0.0,,
128,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,4200,2.1875,960,0.0_0.0,,
129,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,4440,2.3125,960,0.0_0.0,,
130,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,4680,2.4375,960,0.0_0.0,,
131,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,4920,2.5625,960,0.0_0.0,,
132,0.0,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,4920,2.5625,960,0.0_0.0,,
133,0.0,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,4920,2.5625,960,0.0_0.0,,
134,0.0,,,,,61.0,,,,,480,note_off,,95.0,61.0,95.0,5400,2.8125,960,0.0_0.0,,
135,0.0,,,,,54.0,,,,,0,note_off,,95.0,54.0,95.0,5400,2.8125,960,0.0_0.0,,
136,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,5400,2.8125,960,0.0_0.0,,
137,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,5640,2.9375,960,0.0_0.0,,
138,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,5640,2.9375,960,0.0_0.0,,
139,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,5880,3.0625,960,0.0_0.0,,
140,0.0,,,,,60.0,,,,,0,note_on,,95.0,60.0,95.0,5880,3.0625,960,0.0_0.0,,
141,0.0,,,,,53.0,,,,,0,note_on,,95.0,53.0,95.0,5880,3.0625,960,0.0_0.0,,
142,0.0,,,,,60.0,,,,,480,note_off,,95.0,60.0,95.0,6360,3.3125,960,0.0_0.0,,
143,0.0,,,,,53.0,,,,,0,note_off,,95.0,53.0,95.0,6360,3.3125,960,0.0_0.0,,
144,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,6360,3.3125,960,0.0_0.0,,
145,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,6600,3.4375,960,0.0_0.0,,
146,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,6600,3.4375,960,0.0_0.0,,
147,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,6840,3.5625,960,0.0_0.0,,
148,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,7080,3.6875,960,0.0_0.0,,
149,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,1500,0.78125,960,1.0_0.0,,
150,0.0,,,,,39.0,,,,,60,note_off,,95.0,39.0,95.0,7140,3.71875,960,0.0_0.0,,
151,1.0,,,,,49.0,,,,,0,note_off,,95.0,49.0,95.0,1500,0.78125,960,1.0_0.0,,
152,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,1500,0.78125,960,1.0_0.0,,
153,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,7140,3.71875,960,0.0_0.0,,
154,1.0,,,,,51.0,,,,,480,note_off,,95.0,51.0,95.0,1980,1.03125,960,1.0_0.0,,
155,0.0,,,,,39.0,,,,,0,note_off,,95.0,39.0,95.0,7140,3.71875,960,0.0_0.0,,
156,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,7140,3.71875,960,0.0_0.0,,
157,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,7380,3.84375,960,0.0_0.0,,
158,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,7380,3.84375,960,0.0_0.0,,
159,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,7620,3.96875,960,0.0_0.0,,
160,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,7860,4.09375,960,0.0_1.0,,
161,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,8100,4.21875,960,0.0_1.0,,
162,0.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,8100,4.21875,960,0.0_1.0,,
163,0.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,8100,4.21875,960,0.0_1.0,,
164,0.0,,,,,59.0,,,,,480,note_off,,95.0,59.0,95.0,8580,4.46875,960,0.0_1.0,,
165,0.0,,,,,52.0,,,,,0,note_off,,95.0,52.0,95.0,8580,4.46875,960,0.0_1.0,,
166,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,8580,4.46875,960,0.0_1.0,,
167,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,8820,4.59375,960,0.0_1.0,,
168,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,8820,4.59375,960,0.0_1.0,,
169,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,9060,4.71875,960,0.0_1.0,,
170,0.0,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,9060,4.71875,960,0.0_1.0,,
171,0.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,9060,4.71875,960,0.0_1.0,,
172,0.0,,,,,57.0,,,,,480,note_off,,95.0,57.0,95.0,9540,4.96875,960,0.0_1.0,,
173,0.0,,,,,50.0,,,,,0,note_off,,95.0,50.0,95.0,9540,4.96875,960,0.0_1.0,,
174,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,9540,4.96875,960,0.0_1.0,,
175,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,9780,5.09375,960,0.0_1.0,,
176,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,9780,5.09375,960,0.0_1.0,,
177,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,10020,5.21875,960,0.0_1.0,,
178,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,10260,5.34375,960,0.0_1.0,,
179,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,2160,1.125,960,1.0_0.0,,
180,0.0,,,,,39.0,,,,,60,note_off,,95.0,39.0,95.0,10320,5.375,960,0.0_1.0,,
181,1.0,,,,,49.0,,,,,0,note_off,,95.0,49.0,95.0,2160,1.125,960,1.0_0.0,,
182,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,2160,1.125,960,1.0_0.0,,
183,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,10320,5.375,960,0.0_1.0,,
184,1.0,,,,,51.0,,,,,480,note_off,,95.0,51.0,95.0,2640,1.375,960,1.0_0.0,,
185,0.0,,,,,39.0,,,,,0,note_off,,95.0,39.0,95.0,10320,5.375,960,0.0_1.0,,
186,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,10320,5.375,960,0.0_1.0,,
187,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,10560,5.5,960,0.0_1.0,,
188,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,10560,5.5,960,0.0_1.0,,
189,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,10800,5.625,960,0.0_1.0,,
190,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,11040,5.75,960,0.0_1.0,,
191,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,11280,5.875,960,0.0_1.0,,
192,0.0,,,,,49.0,,,,,0,note_on,,95.0,49.0,95.0,11280,5.875,960,0.0_1.0,,
193,0.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,11280,5.875,960,0.0_1.0,,
194,0.0,,,,,49.0,,,,,480,note_off,,95.0,49.0,95.0,11760,6.125,960,0.0_1.0,,
195,0.0,,,,,42.0,,,,,0,note_off,,95.0,42.0,95.0,11760,6.125,960,0.0_1.0,,
196,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,11760,6.125,960,0.0_1.0,,
197,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,12000,6.25,960,0.0_1.0,,
198,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,12000,6.25,960,0.0_1.0,,
199,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,12240,6.375,960,0.0_1.0,,
200,0.0,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,12240,6.375,960,0.0_1.0,,
201,0.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,12240,6.375,960,0.0_1.0,,
202,0.0,,,,,48.0,,,,,480,note_off,,95.0,48.0,95.0,12720,6.625,960,0.0_1.0,,
203,0.0,,,,,41.0,,,,,0,note_off,,95.0,41.0,95.0,12720,6.625,960,0.0_1.0,,
204,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,12720,6.625,960,0.0_1.0,,
205,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,12960,6.75,960,0.0_1.0,,
206,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,12960,6.75,960,0.0_1.0,,
207,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,13200,6.875,960,0.0_1.0,,
208,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,13440,7.0,960,0.0_1.0,,
209,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,2820,1.46875,960,1.0_0.0,,
210,0.0,,,,,39.0,,,,,60,note_off,,95.0,39.0,95.0,13500,7.03125,960,0.0_1.0,,
211,1.0,,,,,49.0,,,,,0,note_off,,95.0,49.0,95.0,2820,1.46875,960,1.0_0.0,,
212,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,2820,1.46875,960,1.0_0.0,,
213,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,13500,7.03125,960,0.0_1.0,,
214,1.0,,,,,51.0,,,,,480,note_off,,95.0,51.0,95.0,3300,1.71875,960,1.0_0.0,,
215,0.0,,,,,39.0,,,,,0,note_off,,95.0,39.0,95.0,13500,7.03125,960,0.0_1.0,,
216,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,13500,7.03125,960,0.0_1.0,,
217,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,13740,7.15625,960,0.0_1.0,,
218,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,13740,7.15625,960,0.0_1.0,,
219,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,13980,7.28125,960,0.0_1.0,,
220,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,14220,7.40625,960,0.0_1.0,,
221,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,14460,7.53125,960,0.0_1.0,,
222,0.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,14460,7.53125,960,0.0_1.0,,
223,0.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,14460,7.53125,960,0.0_1.0,,
224,0.0,,,,,59.0,,,,,480,note_off,,95.0,59.0,95.0,14940,7.78125,960,0.0_1.0,,
225,0.0,,,,,52.0,,,,,0,note_off,,95.0,52.0,95.0,14940,7.78125,960,0.0_1.0,,
226,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,14940,7.78125,960,0.0_1.0,,
227,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,15180,7.90625,960,0.0_1.0,,
228,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,15180,7.90625,960,0.0_1.0,,
229,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,15420,8.03125,960,0.0_2.0,,
230,0.0,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,15420,8.03125,960,0.0_2.0,,
231,0.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,15420,8.03125,960,0.0_2.0,,
232,0.0,,,,,57.0,,,,,480,note_off,,95.0,57.0,95.0,15900,8.28125,960,0.0_2.0,,
233,0.0,,,,,50.0,,,,,0,note_off,,95.0,50.0,95.0,15900,8.28125,960,0.0_2.0,,
234,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,15900,8.28125,960,0.0_2.0,,
235,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,16140,8.40625,960,0.0_2.0,,
236,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,16140,8.40625,960,0.0_2.0,,
237,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,16380,8.53125,960,0.0_2.0,,
238,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,16620,8.65625,960,0.0_2.0,,
239,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,3480,1.8125,960,1.0_0.0,,
240,0.0,,,,,39.0,,,,,60,note_off,,95.0,39.0,95.0,16680,8.6875,960,0.0_2.0,,
241,1.0,,,,,49.0,,,,,0,note_off,,95.0,49.0,95.0,3480,1.8125,960,1.0_0.0,,
242,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,3480,1.8125,960,1.0_0.0,,
243,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,16680,8.6875,960,0.0_2.0,,
244,1.0,,,,,51.0,,,,,480,note_off,,95.0,51.0,95.0,3960,2.0625,960,1.0_0.0,,
245,0.0,,,,,39.0,,,,,0,note_off,,95.0,39.0,95.0,16680,8.6875,960,0.0_2.0,,
246,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,16680,8.6875,960,0.0_2.0,,
247,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,16920,8.8125,960,0.0_2.0,,
248,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,16920,8.8125,960,0.0_2.0,,
249,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,17160,8.9375,960,0.0_2.0,,
250,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,17400,9.0625,960,0.0_2.0,,
251,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,17640,9.1875,960,0.0_2.0,,
252,0.0,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,17640,9.1875,960,0.0_2.0,,
253,0.0,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,17640,9.1875,960,0.0_2.0,,
254,0.0,,,,,61.0,,,,,480,note_off,,95.0,61.0,95.0,18120,9.4375,960,0.0_2.0,,
255,0.0,,,,,54.0,,,,,0,note_off,,95.0,54.0,95.0,18120,9.4375,960,0.0_2.0,,
