,channel,clocks_per_click,control,denominator,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,tpb,channel_chunk,channel_meta,instrument
1334,0.0,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,136380,71.03125,960,0.0_17.0,,
1335,0.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,136380,71.03125,960,0.0_17.0,,
1336,0.0,,,,,57.0,,,,,480,note_off,,95.0,57.0,95.0,136860,71.28125,960,0.0_17.0,,
1337,0.0,,,,,50.0,,,,,0,note_off,,95.0,50.0,95.0,136860,71.28125,960,0.0_17.0,,
1338,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,136860,71.28125,960,0.0_17.0,,
1339,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,137100,71.40625,960,0.0_17.0,,
1340,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,137100,71.40625,960,0.0_17.0,,
1341,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,137340,71.53125,960,0.0_17.0,,
1342,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,137580,71.65625,960,0.0_17.0,,
1343,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,32280,16.8125,960,1.0_4.0,,
1344,0.0,,,,,39.0,,,,,60,note_off,,95.0,39.0,95.0,137640,71.6875,960,0.0_17.0,,
1345,1.0,,,,,49.0,,,,,0,note_off,,95.0,49.0,95.0,32280,16.8125,960,1.0_4.0,,
1346,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,32280,16.8125,960,1.0_4.0,,
1347,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,137640,71.6875,960,0.0_17.0,,
1348,1.0,,,,,51.0,,,,,480,note_off,,95.0,51.0,95.0,32760,17.0625,960,1.0_4.0,,
1349,0.0,,,,,39.0,,,,,0,note_off,,95.0,39.0,95.0,137640,71.6875,960,0.0_17.0,,
1350,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,137640,71.6875,960,0.0_17.0,,
1351,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,137880,71.8125,960,0.0_17.0,,
1352,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,137880,71.8125,960,0.0_17.0,,
1353,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,138120,71.9375,960,0.0_17.0,,
1354,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,138360,72.0625,960,0.0_18.0,,
1355,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,138600,72.1875,960,0.0_18.0,,
1356,0.0,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,138600,72.1875,960,0.0_18.0,,
1357,0.0,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,138600,72.1875,960,0.0_18.0,,
1358,0.0,,,,,61.0,,,,,480,note_off,,95.0,61.0,95.0,139080,72.4375,960,0.0_18.0,,
1359,0.0,,,,,54.0,,,,,0,note_off,,95.0,54.0,95.0,139080,72.4375,960,0.0_18.0,,
1360,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,139080,72.4375,960,0.0_18.0,,
1361,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,139320,72.5625,960,0.0_18.0,,
1362,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,139320,72.5625,960,0.0_18.0,,
1363,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,139560,72.6875,960,0.0_18.0,,
1364,0.0,,,,,60.0,,,,,0,note_on,,95.0,60.0,95.0,139560,72.6875,960,0.0_18.0,,
1365,0.0,,,,,53.0,,,,,0,note_on,,95.0,53.0,95.0,139560,72.6875,960,0.0_18.0,,
1366,0.0,,,,,60.0,,,,,480,note_off,,95.0,60.0,95.0,140040,72.9375,960,0.0_18.0,,
1367,0.0,,,,,53.0,,,,,0,note_off,,95.0,53.0,95.0,140040,72.9375,960,0.0_18.0,,
1368,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,140040,72.9375,960,0.0_18.0,,
1369,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,140280,73.0625,960,0.0_18.0,,
1370,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,140280,73.0625,960,0.0_18.0,,
1371,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,140520,73.1875,960,0.0_18.0,,
1372,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,140760,73.3125,960,0.0_18.0,,
1373,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,32940,17.15625,960,1.0_4.0,,
1374,0.0,,,,,39.0,,,,,60,note_off,,95.0,39.0,95.0,140820,73.34375,960,0.0_18.0,,
1375,1.0,,,,,49.0,,,,,0,note_off,,95.0,49.0,95.0,32940,17.15625,960,1.0_4.0,,
1376,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,32940,17.15625,960,1.0_4.0,,
1377,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,140820,73.34375,960,0.0_18.0,,
1378,1.0,,,,,51.0,,,,,480,note_off,,95.0,51.0,95.0,33420,17.40625,960,1.0_4.0,,
1379,0.0,,,,,39.0,,,,,0,note_off,,95.0,39.0,95.0,140820,73.34375,960,0.0_18.0,,
1380,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,140820,73.34375,960,0.0_18.0,,
1381,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,141060,73.46875,960,0.0_18.0,,
1382,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,141060,73.46875,960,0.0_18.0,,
1383,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,141300,73.59375,960,0.0_18.0,,
1384,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,141540,73.71875,960,0.0_18.0,,
1385,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,141780,73.84375,960,0.0_18.0,,
1386,0.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,141780,73.84375,960,0.0_18.0,,
1387,0.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,141780,73.84375,960,0.0_18.0,,
1388,0.0,,,,,59.0,,,,,480,note_off,,95.0,59.0,95.0,142260,74.09375,960,0.0_18.0,,
1389,0.0,,,,,52.0,,,,,0,note_off,,95.0,52.0,95.0,142260,74.09375,960,0.0_18.0,,
1390,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,142260,74.09375,960,0.0_18.0,,
1391,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,142500,74.21875,960,0.0_18.0,,
1392,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,142500,74.21875,960,0.0_18.0,,
1393,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,142740,74.34375,960,0.0_18.0,,
1394,0.0,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,142740,74.34375,960,0.0_18.0,,
1395,0.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,142740,74.34375,960,0.0_18.0,,
1396,0.0,,,,,57.0,,,,,480,note_off,,95.0,57.0,95.0,143220,74.59375,960,0.0_18.0,,
1397,0.0,,,,,50.0,,,,,0,note_off,,95.0,50.0,95.0,143220,74.59375,960,0.0_18.0,,
1398,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,143220,74.59375,960,0.0_18.0,,
1399,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,143460,74.71875,960,0.0_18.0,,
1400,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,143460,74.71875,960,0.0_18.0,,
1401,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,143700,74.84375,960,0.0_18.0,,
1402,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,143940,74.96875,960,0.0_18.0,,
1403,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,33600,17.5,960,1.0_4.0,,
1404,0.0,,,,,39.0,,,,,60,note_off,,95.0,39.0,95.0,144000,75.0,960,0.0_18.0,,
1405,1.0,,,,,49.0,,,,,0,note_off,,95.0,49.0,95.0,33600,17.5,960,1.0_4.0,,
1406,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,33600,17.5,960,1.0_4.0,,
1407,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,144000,75.0,960,0.0_18.0,,
1408,1.0,,,,,51.0,,,,,480,note_off,,95.0,51.0,95.0,34080,17.75,960,1.0_4.0,,
1409,0.0,,,,,39.0,,,,,0,note_off,,95.0,39.0,95.0,144000,75.0,960,0.0_18.0,,
1410,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,144000,75.0,960,0.0_18.0,,
1411,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,144240,75.125,960,0.0_18.0,,
1412,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,144240,75.125,960,0.0_18.0,,
1413,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,144480,75.25,960,0.0_18.0,,
1414,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,144720,75.375,960,0.0_18.0,,
1415,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,144960,75.5,960,0.0_18.0,,
1416,0.0,,,,,49.0,,,,,0,note_on,,95.0,49.0,95.0,144960,75.5,960,0.0_18.0,,
1417,0.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,144960,75.5,960,0.0_18.0,,
1418,0.0,,,,,49.0,,,,,480,note_off,,95.0,49.0,95.0,145440,75.75,960,0.0_18.0,,
1419,0.0,,,,,42.0,,,,,0,note_off,,95.0,42.0,95.0,145440,75.75,960,0.0_18.0,,
1420,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,145440,75.75,960,0.0_18.0,,
1421,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,145680,75.875,960,0.0_18.0,,
1422,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,145680,75.875,960,0.0_18.0,,
1423,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,145920,76.0,960,0.0_19.0,,
1424,0.0,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,145920,76.0,960,0.0_19.0,,
1425,0.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,145920,76.0,960,0.0_19.0,,
1426,0.0,,,,,48.0,,,,,480,note_off,,95.0,48.0,95.0,146400,76.25,960,0.0_19.0,,
1427,0.0,,,,,41.0,,,,,0,note_off,,95.0,41.0,95.0,146400,76.25,960,0.0_19.0,,
1428,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,146400,76.25,960,0.0_19.0,,
1429,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,146640,76.375,960,0.0_19.0,,
1430,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,146880,76.5,960,0.0_19.0,,
1431,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,147120,76.625,960,0.0_19.0,,
1432,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,147120,76.625,960,0.0_19.0,,
1433,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,34260,17.84375,960,1.0_4.0,,
1434,0.0,,,,,39.0,,,,,60,note_off,,95.0,39.0,95.0,147180,76.65625,960,0.0_19.0,,
1435,1.0,,,,,49.0,,,,,0,note_off,,95.0,49.0,95.0,34260,17.84375,960,1.0_4.0,,
1436,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,34260,17.84375,960,1.0_4.0,,
1437,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,147180,76.65625,960,0.0_19.0,,
1438,1.0,,,,,51.0,,,,,960,note_off,,95.0,51.0,95.0,35220,18.34375,960,1.0_4.0,,
1439,0.0,,,,,39.0,,,,,0,note_off,,95.0,39.0,95.0,147180,76.65625,960,0.0_19.0,,
1440,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,147180,76.65625,960,0.0_19.0,,
1441,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,147420,76.78125,960,0.0_19.0,,
1442,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,147660,76.90625,960,0.0_19.0,,
1443,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,147900,77.03125,960,0.0_19.0,,
1444,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,147900,77.03125,960,0.0_19.0,,
1445,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,148140,77.15625,960,0.0_19.0,,
1446,0.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,148140,77.15625,960,0.0_19.0,,
1447,0.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,148140,77.15625,960,0.0_19.0,,
1448,0.0,,,,,59.0,,,,,240,note_off,,95.0,59.0,95.0,148380,77.28125,960,0.0_19.0,,
1449,0.0,,,,,52.0,,,,,0,note_off,,95.0,52.0,95.0,148380,77.28125,960,0.0_19.0,,
1450,0.0,,,,,58.0,,,,,0,note_on,,95.0,58.0,95.0,148380,77.28125,960,0.0_19.0,,
1451,0.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,148380,77.28125,960,0.0_19.0,,
1452,0.0,,,,,58.0,,,,,240,note_off,,95.0,58.0,95.0,148620,77.40625,960,0.0_19.0,,
1453,0.0,,,,,51.0,,,,,0,note_off,,95.0,51.0,95.0,148620,77.40625,960,0.0_19.0,,
1454,0.0,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,148620,77.40625,960,0.0_19.0,,
1455,0.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,148620,77.40625,960,0.0_19.0,,
1456,0.0,,,,,57.0,,,,,480,note_off,,95.0,57.0,95.0,149100,77.65625,960,0.0_19.0,,
1457,0.0,,,,,50.0,,,,,0,note_off,,95.0,50.0,95.0,149100,77.65625,960,0.0_19.0,,
1458,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,149100,77.65625,960,0.0_19.0,,
1459,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,149340,77.78125,960,0.0_19.0,,
1460,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,149580,77.90625,960,0.0_19.0,,
1461,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,149820,78.03125,960,0.0_19.0,,
1462,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,149820,78.03125,960,0.0_19.0,,
1463,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,35400,18.4375,960,1.0_4.0,,
1464,0.0,,,,,39.0,,,,,60,note_off,,95.0,39.0,95.0,149880,78.0625,960,0.0_19.0,,
1465,1.0,,,,,49.0,,,,,0,note_off,,95.0,49.0,95.0,35400,18.4375,960,1.0_4.0,,
1466,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,35400,18.4375,960,1.0_4.0,,
1467,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,149880,78.0625,960,0.0_19.0,,
1468,1.0,,,,,51.0,,,,,960,note_off,,95.0,51.0,95.0,36360,18.9375,960,1.0_4.0,,
1469,0.0,,,,,39.0,,,,,0,note_off,,95.0,39.0,95.0,149880,78.0625,960,0.0_19.0,,
1470,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,149880,78.0625,960,0.0_19.0,,
1471,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,150120,78.1875,960,0.0_19.0,,
1472,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,150360,78.3125,960,0.0_19.0,,
1473,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,150600,78.4375,960,0.0_19.0,,
1474,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,150600,78.4375,960,0.0_19.0,,
1475,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,150840,78.5625,960,0.0_19.0,,
1476,0.0,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,150840,78.5625,960,0.0_19.0,,
1477,0.0,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,150840,78.5625,960,0.0_19.0,,
1478,0.0,,,,,61.0,,,,,240,note_off,,95.0,61.0,95.0,151080,78.6875,960,0.0_19.0,,
1479,0.0,,,,,54.0,,,,,0,note_off,,95.0,54.0,95.0,151080,78.6875,960,0.0_19.0,,
1480,0.0,,,,,60.0,,,,,0,note_on,,95.0,60.0,95.0,151080,78.6875,960,0.0_19.0,,
1481,0.0,,,,,53.0,,,,,0,note_on,,95.0,53.0,95.0,151080,78.6875,960,0.0_19.0,,
1482,0.0,,,,,60.0,,,,,240,note_off,,95.0,60.0,95.0,151320,78.8125,960,0.0_19.0,,
1483,0.0,,,,,53.0,,,,,0,note_off,,95.0,53.0,95.0,151320,78.8125,960,0.0_19.0,,
1484,0.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,151320,78.8125,960,0.0_19.0,,
1485,0.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,151320,78.8125,960,0.0_19.0,,
1486,0.0,,,,,59.0,,,,,480,note_off,,95.0,59.0,95.0,151800,79.0625,960,0.0_19.0,,
1487,0.0,,,,,52.0,,,,,0,note_off,,95.0,52.0,95.0,151800,79.0625,960,0.0_19.0,,
1488,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,151800,79.0625,960,0.0_19.0,,
1489,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,152040,79.1875,960,0.0_19.0,,
1490,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,152280,79.3125,960,0.0_19.0,,
1491,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,152520,79.4375,960,0.0_19.0,,
1492,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,152520,79.4375,960,0.0_19.0,,
1493,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,36540,19.03125,960,1.0_4.0,,
1494,0.0,,,,,39.0,,,,,60,note_off,,95.0,39.0,95.0,152580,79.46875,960,0.0_19.0,,
1495,1.0,,,,,49.0,,,,,0,note_off,,95.0,49.0,95.0,36540,19.03125,960,1.0_4.0,,
1496,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,36540,19.03125,960,1.0_4.0,,
1497,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,152580,79.46875,960,0.0_19.0,,
1498,1.0,,,,,51.0,,,,,960,note_off,,95.0,51.0,95.0,37500,19.53125,960,1.0_4.0,,
1499,0.0,,,,,39.0,,,,,0,note_off,,95.0,39.0,95.0,152580,79.46875,960,0.0_19.0,,
1500,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,152580,79.46875,960,0.0_19.0,,
1501,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,152820,79.59375,960,0.0_19.0,,
1502,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,153060,79.71875,960,0.0_19.0,,
1503,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,153300,79.84375,960,0.0_19.0,,
1504,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,153300,79.84375,960,0.0_19.0,,
1505,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,153540,79.96875,960,0.0_19.0,,
1506,0.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,153540,79.96875,960,0.0_19.0,,
1507,0.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,153540,79.96875,960,0.0_19.0,,
1508,0.0,,,,,59.0,,,,,240,note_off,,95.0,59.0,95.0,153780,80.09375,960,0.0_20.0,,
1509,0.0,,,,,52.0,,,,,0,note_off,,95.0,52.0,95.0,153780,80.09375,960,0.0_20.0,,
1510,0.0,,,,,58.0,,,,,0,note_on,,95.0,58.0,95.0,153780,80.09375,960,0.0_20.0,,
1511,0.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,153780,80.09375,960,0.0_20.0,,
1512,0.0,,,,,58.0,,,,,240,note_off,,95.0,58.0,95.0,154020,80.21875,960,0.0_20.0,,
1513,0.0,,,,,51.0,,,,,0,note_off,,95.0,51.0,95.0,154020,80.21875,960,0.0_20.0,,
1514,0.0,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,154020,80.21875,960,0.0_20.0,,
1515,0.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,154020,80.21875,960,0.0_20.0,,
1516,0.0,,,,,57.0,,,,,480,note_off,,95.0,57.0,95.0,154500,80.46875,960,0.0_20.0,,
1517,0.0,,,,,50.0,,,,,0,note_off,,95.0,50.0,95.0,154500,80.46875,960,0.0_20.0,,
1518,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,154500,80.46875,960,0.0_20.0,,
1519,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,154740,80.59375,960,0.0_20.0,,
1520,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,154980,80.71875,960,0.0_20.0,,
1521,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,155220,80.84375,960,0.0_20.0,,
1522,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,155220,80.84375,960,0.0_20.0,,
1523,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,37680,19.625,960,1.0_4.0,,
1524,0.0,,,,,39.0,,,,,60,note_off,,95.0,39.0,95.0,155280,80.875,960,0.0_20.0,,
1525,1.0,,,,,49.0,,,,,0,note_off,,95.0,49.0,95.0,37680,19.625,960,1.0_4.0,,
1526,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,37680,19.625,960,1.0_4.0,,
1527,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,155280,80.875,960,0.0_20.0,,
1528,1.0,,,,,51.0,,,,,960,note_off,,95.0,51.0,95.0,38640,20.125,960,1.0_5.0,,
1529,0.0,,,,,39.0,,,,,0,note_off,,95.0,39.0,95.0,155280,80.875,960,0.0_20.0,,
1530,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,155280,80.875,960,0.0_20.0,,
1531,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,155520,81.0,960,0.0_20.0,,
1532,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,155520,81.0,960,0.0_20.0,,
1533,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,155760,81.125,960,0.0_20.0,,
1534,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,155760,81.125,960,0.0_20.0,,
1535,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,156000,81.25,960,0.0_20.0,,
1536,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,156000,81.25,960,0.0_20.0,,
1537,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,156240,81.375,960,0.0_20.0,,
1538,0.0,,,,,49.0,,,,,0,note_on,,95.0,49.0,95.0,156240,81.375,960,0.0_20.0,,
1539,0.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,156240,81.375,960,0.0_20.0,,
1540,0.0,,,,,49.0,,,,,240,note_off,,95.0,49.0,95.0,156480,81.5,960,0.0_20.0,,
1541,0.0,,,,,42.0,,,,,0,note_off,,95.0,42.0,95.0,156480,81.5,960,0.0_20.0,,
1542,0.0,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,156480,81.5,960,0.0_20.0,,
1543,0.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,156480,81.5,960,0.0_20.0,,
1544,0.0,,,,,48.0,,,,,240,note_off,,95.0,48.0,95.0,156720,81.625,960,0.0_20.0,,
1545,0.0,,,,,41.0,,,,,0,note_off,,95.0,41.0,95.0,156720,81.625,960,0.0_20.0,,
1546,0.0,,,,,47.0,,,,,0,note_on,,95.0,47.0,95.0,156720,81.625,960,0.0_20.0,,
1547,0.0,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,156720,81.625,960,0.0_20.0,,
1548,0.0,,,,,47.0,,,,,480,note_off,,95.0,47.0,95.0,157200,81.875,960,0.0_20.0,,
1549,0.0,,,,,40.0,,,,,0,note_off,,95.0,40.0,95.0,157200,81.875,960,0.0_20.0,,
1550,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,157200,81.875,960,0.0_20.0,,
1551,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,157440,82.0,960,0.0_20.0,,
1552,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,157680,82.125,960,0.0_20.0,,
1553,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,157920,82.25,960,0.0_20.0,,
1554,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,157920,82.25,960,0.0_20.0,,
1555,1.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,38820,20.21875,960,1.0_5.0,,
1556,0.0,,,,,39.0,,,,,60,note_off,,95.0,39.0,95.0,157980,82.28125,960,0.0_20.0,,
1557,1.0,,,,,49.0,,,,,0,note_off,,95.0,49.0,95.0,38820,20.21875,960,1.0_5.0,,
1558,1.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,38820,20.21875,960,1.0_5.0,,
1559,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,157980,82.28125,960,0.0_20.0,,
1560,1.0,,,,,51.0,,,,,960,note_off,,95.0,51.0,95.0,39780,20.71875,960,1.0_5.0,,
1561,0.0,,,,,39.0,,,,,0,note_off,,95.0,39.0,95.0,157980,82.28125,960,0.0_20.0,,
1562,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,157980,82.28125,960,0.0_20.0,,
1563,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,158220,82.40625,960,0.0_20.0,,
1564,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,158460,82.53125,960,0.0_20.0,,
1565,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,158700,82.65625,960,0.0_20.0,,
1566,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,158700,82.65625,960,0.0_20.0,,
1567,0.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,158940,82.78125,960,0.0_20.0,,
1568,0.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,158940,82.78125,960,0.0_20.0,,
1569,0.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,158940,82.78125,960,0.0_20.0,,
1570,0.0,,,,,59.0,,,,,240,note_off,,95.0,59.0,95.0,159180,82.90625,960,0.0_20.0,,
1571,0.0,,,,,52.0,,,,,0,note_off,,95.0,52.0,95.0,159180,82.90625,960,0.0_20.0,,
1572,0.0,,,,,58.0,,,,,0,note_on,,95.0,58.0,95.0,159180,82.90625,960,0.0_20.0,,
1573,0.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,159180,82.90625,960,0.0_20.0,,
