,channel,clocks_per_click,control,denominator,name,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,text,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,octave,note_value,note_value_nmd,note_name,angle
533,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,201240,209.625,3.0,7.0,1,C#,210
537,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,201600,210.0,4.0,4.0,4,E,120
538,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,201600,210.0,3.0,11.0,5,F,330
539,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,201600,210.0,3.0,4.0,4,E,120
543,1.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,201840,210.25,4.0,7.0,1,C#,210
553,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,202080,210.5,4.0,7.0,1,C#,210
555,0.0,,,,,,54.0,,,,,,0,note_on,,95.0,54.0,95.0,202200,210.625,4.0,6.0,6,F#,180
557,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,202320,210.75,4.0,2.0,2,D,60
559,0.0,,,,,,62.0,,,,,,0,note_on,,95.0,62.0,95.0,202440,210.875,5.0,2.0,2,D,60
561,0.0,,,,,,61.0,,,,,,0,note_on,,95.0,61.0,95.0,202680,211.125,5.0,1.0,7,G,30
563,0.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,202800,211.25,4.0,9.0,3,D#,270
565,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,203040,211.5,4.0,4.0,4,E,120
566,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,203040,211.5,3.0,11.0,5,F,330
567,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,203040,211.5,3.0,4.0,4,E,120
571,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,203160,211.625,4.0,7.0,1,C#,210
572,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,203160,211.625,4.0,2.0,2,D,60
573,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,203160,211.625,3.0,7.0,1,C#,210
577,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,203520,212.0,4.0,4.0,4,E,120
578,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,203520,212.0,3.0,11.0,5,F,330
579,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,203520,212.0,3.0,4.0,4,E,120
583,1.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,203760,212.25,4.0,7.0,1,C#,210
593,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,204000,212.5,4.0,7.0,1,C#,210
595,0.0,,,,,,54.0,,,,,,0,note_on,,95.0,54.0,95.0,204120,212.625,4.0,6.0,6,F#,180
597,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,204240,212.75,4.0,2.0,2,D,60
599,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,204360,212.875,4.0,2.0,2,D,60
601,0.0,,,,,,49.0,,,,,,0,note_on,,95.0,49.0,95.0,204600,213.125,4.0,1.0,7,G,30
603,0.0,,,,,,45.0,,,,,,0,note_on,,95.0,45.0,95.0,204720,213.25,3.0,9.0,3,D#,270
605,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,204960,213.5,4.0,4.0,4,E,120
606,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,204960,213.5,3.0,11.0,5,F,330
607,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,204960,213.5,3.0,4.0,4,E,120
611,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,205080,213.625,4.0,7.0,1,C#,210
612,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,205080,213.625,4.0,2.0,2,D,60
613,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,205080,213.625,3.0,7.0,1,C#,210
617,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,205440,214.0,4.0,4.0,4,E,120
618,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,205440,214.0,3.0,11.0,5,F,330
619,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,205440,214.0,3.0,4.0,4,E,120
623,1.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,205680,214.25,4.0,7.0,1,C#,210
633,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,205920,214.5,4.0,7.0,1,C#,210
635,0.0,,,,,,54.0,,,,,,0,note_on,,95.0,54.0,95.0,206040,214.625,4.0,6.0,6,F#,180
637,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,206160,214.75,4.0,2.0,2,D,60
639,0.0,,,,,,62.0,,,,,,0,note_on,,95.0,62.0,95.0,206280,214.875,5.0,2.0,2,D,60
640,0.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,206280,214.875,4.0,9.0,3,D#,270
641,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,206280,214.875,4.0,2.0,2,D,60
645,0.0,,,,,,64.0,,,,,,120,note_on,,95.0,64.0,95.0,206520,215.125,5.0,4.0,4,E,120
646,0.0,,,,,,59.0,,,,,,0,note_on,,95.0,59.0,95.0,206520,215.125,4.0,11.0,5,F,330
647,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,206520,215.125,4.0,4.0,4,E,120
651,0.0,,,,,,62.0,,,,,,0,note_on,,95.0,62.0,95.0,206760,215.375,5.0,2.0,2,D,60
652,0.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,206760,215.375,4.0,9.0,3,D#,270
653,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,206760,215.375,4.0,2.0,2,D,60
657,0.0,,,,,,64.0,,,,,,0,note_on,,95.0,64.0,95.0,206880,215.5,5.0,4.0,4,E,120
658,0.0,,,,,,59.0,,,,,,0,note_on,,95.0,59.0,95.0,206880,215.5,4.0,11.0,5,F,330
659,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,206880,215.5,4.0,4.0,4,E,120
663,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,207360,216.0,4.0,4.0,4,E,120
664,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,207360,216.0,3.0,11.0,5,F,330
665,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,207360,216.0,3.0,4.0,4,E,120
669,1.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,207600,216.25,4.0,7.0,1,C#,210
679,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,207840,216.5,4.0,7.0,1,C#,210
681,0.0,,,,,,54.0,,,,,,0,note_on,,95.0,54.0,95.0,207960,216.625,4.0,6.0,6,F#,180
683,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,208080,216.75,4.0,2.0,2,D,60
685,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,208200,216.875,4.0,2.0,2,D,60
687,0.0,,,,,,49.0,,,,,,0,note_on,,95.0,49.0,95.0,208440,217.125,4.0,1.0,7,G,30
689,0.0,,,,,,45.0,,,,,,0,note_on,,95.0,45.0,95.0,208560,217.25,3.0,9.0,3,D#,270
691,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,208800,217.5,4.0,4.0,4,E,120
692,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,208800,217.5,3.0,11.0,5,F,330
693,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,208800,217.5,3.0,4.0,4,E,120
697,0.0,,,,,,55.0,,,,,,100,note_on,,95.0,55.0,95.0,208920,217.625,4.0,7.0,1,C#,210
698,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,208920,217.625,4.0,2.0,2,D,60
699,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,208920,217.625,3.0,7.0,1,C#,210
703,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,209280,218.0,4.0,4.0,4,E,120
704,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,209280,218.0,3.0,11.0,5,F,330
705,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,209280,218.0,3.0,4.0,4,E,120
709,1.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,209520,218.25,4.0,7.0,1,C#,210
719,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,209760,218.5,4.0,7.0,1,C#,210
721,0.0,,,,,,54.0,,,,,,0,note_on,,95.0,54.0,95.0,209880,218.625,4.0,6.0,6,F#,180
723,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,210000,218.75,4.0,2.0,2,D,60
725,0.0,,,,,,62.0,,,,,,0,note_on,,95.0,62.0,95.0,210120,218.875,5.0,2.0,2,D,60
727,0.0,,,,,,61.0,,,,,,0,note_on,,95.0,61.0,95.0,210360,219.125,5.0,1.0,7,G,30
729,0.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,210480,219.25,4.0,9.0,3,D#,270
731,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,210720,219.5,4.0,4.0,4,E,120
732,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,210720,219.5,3.0,11.0,5,F,330
733,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,210720,219.5,3.0,4.0,4,E,120
737,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,210840,219.625,4.0,7.0,1,C#,210
738,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,210840,219.625,4.0,2.0,2,D,60
739,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,210840,219.625,3.0,7.0,1,C#,210
743,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,211200,220.0,4.0,4.0,4,E,120
744,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,211200,220.0,3.0,11.0,5,F,330
745,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,211200,220.0,3.0,4.0,4,E,120
749,1.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,211440,220.25,4.0,7.0,1,C#,210
759,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,211680,220.5,4.0,7.0,1,C#,210
761,0.0,,,,,,54.0,,,,,,0,note_on,,95.0,54.0,95.0,211800,220.625,4.0,6.0,6,F#,180
763,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,211920,220.75,4.0,2.0,2,D,60
765,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,212040,220.875,4.0,2.0,2,D,60
767,0.0,,,,,,49.0,,,,,,0,note_on,,95.0,49.0,95.0,212280,221.125,4.0,1.0,7,G,30
769,0.0,,,,,,45.0,,,,,,0,note_on,,95.0,45.0,95.0,212400,221.25,3.0,9.0,3,D#,270
771,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,212640,221.5,4.0,4.0,4,E,120
772,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,212640,221.5,3.0,11.0,5,F,330
773,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,212640,221.5,3.0,4.0,4,E,120
777,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,212760,221.625,4.0,7.0,1,C#,210
778,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,212760,221.625,4.0,2.0,2,D,60
779,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,212760,221.625,3.0,7.0,1,C#,210
783,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,213120,222.0,4.0,4.0,4,E,120
784,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,213120,222.0,3.0,11.0,5,F,330
785,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,213120,222.0,3.0,4.0,4,E,120
789,1.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,213360,222.25,4.0,7.0,1,C#,210
799,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,213600,222.5,4.0,7.0,1,C#,210
801,0.0,,,,,,54.0,,,,,,0,note_on,,95.0,54.0,95.0,213720,222.625,4.0,6.0,6,F#,180
803,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,213840,222.75,4.0,2.0,2,D,60
805,0.0,,,,,,62.0,,,,,,0,note_on,,95.0,62.0,95.0,213960,222.875,5.0,2.0,2,D,60
806,0.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,213960,222.875,4.0,9.0,3,D#,270
807,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,213960,222.875,4.0,2.0,2,D,60
811,0.0,,,,,,64.0,,,,,,0,note_on,,95.0,64.0,95.0,214200,223.125,5.0,4.0,4,E,120
812,0.0,,,,,,59.0,,,,,,0,note_on,,95.0,59.0,95.0,214200,223.125,4.0,11.0,5,F,330
813,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,214200,223.125,4.0,4.0,4,E,120
817,0.0,,,,,,62.0,,,,,,0,note_on,,95.0,62.0,95.0,214440,223.375,5.0,2.0,2,D,60
818,0.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,214440,223.375,4.0,9.0,3,D#,270
819,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,214440,223.375,4.0,2.0,2,D,60
823,0.0,,,,,,64.0,,,,,,0,note_on,,95.0,64.0,95.0,214560,223.5,5.0,4.0,4,E,120
824,0.0,,,,,,59.0,,,,,,0,note_on,,95.0,59.0,95.0,214560,223.5,4.0,11.0,5,F,330
825,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,214560,223.5,4.0,4.0,4,E,120
829,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,215040,224.0,4.0,4.0,4,E,120
830,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,215040,224.0,3.0,11.0,5,F,330
831,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,215040,224.0,3.0,4.0,4,E,120
835,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,218400,227.5,4.0,4.0,4,E,120
836,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,218400,227.5,3.0,11.0,5,F,330
837,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,218400,227.5,3.0,4.0,4,E,120
841,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,218520,227.625,4.0,7.0,1,C#,210
842,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,218520,227.625,4.0,2.0,2,D,60
843,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,218520,227.625,3.0,7.0,1,C#,210
847,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,218880,228.0,4.0,4.0,4,E,120
848,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,218880,228.0,3.0,11.0,5,F,330
849,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,218880,228.0,3.0,4.0,4,E,120
853,0.0,,,,,,52.0,,,,,,240,note_on,,76.0,52.0,76.0,219360,228.5,4.0,4.0,4,E,120
854,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,219360,228.5,3.0,11.0,5,F,330
855,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,219360,228.5,3.0,4.0,4,E,120
859,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,219840,229.0,4.0,4.0,4,E,120
860,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,219840,229.0,3.0,11.0,5,F,330
861,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,219840,229.0,3.0,4.0,4,E,120
865,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,220320,229.5,4.0,4.0,4,E,120
866,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,220320,229.5,3.0,11.0,5,F,330
867,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,220320,229.5,3.0,4.0,4,E,120
871,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,220800,230.0,4.0,4.0,4,E,120
872,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,220800,230.0,3.0,11.0,5,F,330
873,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,220800,230.0,3.0,4.0,4,E,120
877,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,221280,230.5,4.0,4.0,4,E,120
878,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,221280,230.5,3.0,11.0,5,F,330
879,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,221280,230.5,3.0,4.0,4,E,120
883,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,221760,231.0,4.0,4.0,4,E,120
884,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,221760,231.0,3.0,11.0,5,F,330
885,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,221760,231.0,3.0,4.0,4,E,120
889,0.0,,,,,,52.0,,,,,,120,note_on,,95.0,52.0,95.0,222240,231.5,4.0,4.0,4,E,120
890,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,222240,231.5,3.0,11.0,5,F,330
891,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,222240,231.5,3.0,4.0,4,E,120
895,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,222360,231.625,4.0,7.0,1,C#,210
896,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,222360,231.625,4.0,2.0,2,D,60
897,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,222360,231.625,3.0,7.0,1,C#,210
901,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,222720,232.0,4.0,4.0,4,E,120
902,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,222720,232.0,3.0,11.0,5,F,330
903,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,222720,232.0,3.0,4.0,4,E,120
907,0.0,,,,,,52.0,,,,,,240,note_on,,76.0,52.0,76.0,223200,232.5,4.0,4.0,4,E,120
908,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,223200,232.5,3.0,11.0,5,F,330
909,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,223200,232.5,3.0,4.0,4,E,120
913,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,223680,233.0,4.0,4.0,4,E,120
914,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,223680,233.0,3.0,11.0,5,F,330
915,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,223680,233.0,3.0,4.0,4,E,120
919,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,224160,233.5,4.0,4.0,4,E,120
920,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,224160,233.5,3.0,11.0,5,F,330
921,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,224160,233.5,3.0,4.0,4,E,120
925,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,224640,234.0,4.0,4.0,4,E,120
926,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,224640,234.0,3.0,11.0,5,F,330
927,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,224640,234.0,3.0,4.0,4,E,120
931,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,225120,234.5,4.0,4.0,4,E,120
932,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,225120,234.5,3.0,11.0,5,F,330
933,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,225120,234.5,3.0,4.0,4,E,120
937,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,225600,235.0,4.0,4.0,4,E,120
938,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,225600,235.0,3.0,11.0,5,F,330
939,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,225600,235.0,3.0,4.0,4,E,120
943,0.0,,,,,,52.0,,,,,,120,note_on,,95.0,52.0,95.0,226080,235.5,4.0,4.0,4,E,120
944,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,226080,235.5,3.0,11.0,5,F,330
945,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,226080,235.5,3.0,4.0,4,E,120
949,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,226200,235.625,4.0,7.0,1,C#,210
950,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,226200,235.625,4.0,2.0,2,D,60
951,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,226200,235.625,3.0,7.0,1,C#,210
955,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,226560,236.0,4.0,4.0,4,E,120
956,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,226560,236.0,3.0,11.0,5,F,330
957,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,226560,236.0,3.0,4.0,4,E,120
961,0.0,,,,,,52.0,,,,,,240,note_on,,76.0,52.0,76.0,227040,236.5,4.0,4.0,4,E,120
962,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,227040,236.5,3.0,11.0,5,F,330
963,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,227040,236.5,3.0,4.0,4,E,120
967,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,227520,237.0,4.0,4.0,4,E,120
968,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,227520,237.0,3.0,11.0,5,F,330
969,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,227520,237.0,3.0,4.0,4,E,120
973,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,228000,237.5,4.0,4.0,4,E,120
974,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,228000,237.5,3.0,11.0,5,F,330
975,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,228000,237.5,3.0,4.0,4,E,120
979,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,228480,238.0,4.0,4.0,4,E,120
980,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,228480,238.0,3.0,11.0,5,F,330
981,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,228480,238.0,3.0,4.0,4,E,120
985,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,228960,238.5,4.0,4.0,4,E,120
986,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,228960,238.5,3.0,11.0,5,F,330
987,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,228960,238.5,3.0,4.0,4,E,120
991,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,229440,239.0,4.0,4.0,4,E,120
992,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,229440,239.0,3.0,11.0,5,F,330
993,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,229440,239.0,3.0,4.0,4,E,120
997,0.0,,,,,,52.0,,,,,,120,note_on,,95.0,52.0,95.0,229920,239.5,4.0,4.0,4,E,120
998,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,229920,239.5,3.0,11.0,5,F,330
999,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,229920,239.5,3.0,4.0,4,E,120
1003,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,230040,239.625,4.0,7.0,1,C#,210
1004,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,230040,239.625,4.0,2.0,2,D,60
1005,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,230040,239.625,3.0,7.0,1,C#,210
1009,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,230400,240.0,4.0,4.0,4,E,120
1010,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,230400,240.0,3.0,11.0,5,F,330
1011,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,230400,240.0,3.0,4.0,4,E,120
1015,0.0,,,,,,52.0,,,,,,240,note_on,,76.0,52.0,76.0,230880,240.5,4.0,4.0,4,E,120
1016,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,230880,240.5,3.0,11.0,5,F,330
1017,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,230880,240.5,3.0,4.0,4,E,120
1021,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,231360,241.0,4.0,4.0,4,E,120
1022,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,231360,241.0,3.0,11.0,5,F,330
1023,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,231360,241.0,3.0,4.0,4,E,120
1027,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,231840,241.5,4.0,4.0,4,E,120
1028,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,231840,241.5,3.0,11.0,5,F,330
1029,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,231840,241.5,3.0,4.0,4,E,120
1033,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,232320,242.0,4.0,4.0,4,E,120
1034,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,232320,242.0,3.0,11.0,5,F,330
1035,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,232320,242.0,3.0,4.0,4,E,120
1039,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,232800,242.5,4.0,4.0,4,E,120
1040,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,232800,242.5,3.0,11.0,5,F,330
1041,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,232800,242.5,3.0,4.0,4,E,120
1045,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,233280,243.0,4.0,4.0,4,E,120
1046,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,233280,243.0,3.0,11.0,5,F,330
1047,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,233280,243.0,3.0,4.0,4,E,120
