,channel,name,tempo,note_midi_value,note_velocity,note_time,note_seconds,octave,note_value,note_name,angle,prior_midi_note,prior_note_name,prior_octave
8,0.0,,,76.0,64.0,0,0.0,6.0,4.0,E,120,,,
10,0.0,,,76.0,64.0,8,0.041666666666666664,6.0,4.0,E,120,76.0,E,6.0
12,0.0,,,76.0,64.0,40,0.20833333333333331,6.0,4.0,E,120,76.0,E,6.0
14,0.0,,,72.0,64.0,72,0.375,6.0,0.0,C,0,76.0,E,6.0
16,0.0,,,76.0,64.0,80,0.41666666666666663,6.0,4.0,E,120,72.0,C,6.0
18,0.0,,,79.0,64.0,112,0.5833333333333333,6.0,7.0,C#,210,76.0,E,6.0
20,0.0,,,72.0,64.0,288,1.5,6.0,0.0,C,0,79.0,C#,6.0
22,0.0,,,67.0,64.0,344,1.7916666666666665,5.0,7.0,C#,210,72.0,C,6.0
24,0.0,,,64.0,64.0,400,2.083333333333333,5.0,4.0,E,120,67.0,C#,5.0
26,0.0,,,69.0,64.0,456,2.375,5.0,9.0,D#,270,64.0,E,5.0
28,0.0,,,71.0,64.0,488,2.5416666666666665,5.0,11.0,F,330,69.0,D#,5.0
30,0.0,,,70.0,64.0,520,2.708333333333333,5.0,10.0,A#,300,71.0,F,5.0
32,0.0,,,69.0,64.0,528,2.75,5.0,9.0,D#,270,70.0,A#,5.0
34,0.0,,,67.0,64.0,560,2.9166666666666665,5.0,7.0,C#,210,69.0,D#,5.0
36,0.0,,,76.0,64.0,576,3.0,6.0,4.0,E,120,67.0,C#,5.0
38,0.0,,,79.0,64.0,592,3.083333333333333,6.0,7.0,C#,210,76.0,E,6.0
40,0.0,,,81.0,64.0,608,3.1666666666666665,6.0,9.0,D#,270,79.0,C#,6.0
42,0.0,,,77.0,64.0,640,3.333333333333333,6.0,5.0,B,150,81.0,D#,6.0
44,0.0,,,79.0,64.0,648,3.375,6.0,7.0,C#,210,77.0,B,6.0
46,0.0,,,76.0,64.0,680,3.5416666666666665,6.0,4.0,E,120,79.0,C#,6.0
48,0.0,,,72.0,64.0,712,3.708333333333333,6.0,0.0,C,0,76.0,E,6.0
50,0.0,,,74.0,64.0,720,3.75,6.0,2.0,D,60,72.0,C,6.0
52,0.0,,,71.0,64.0,728,3.7916666666666665,5.0,11.0,F,330,74.0,D,6.0
54,0.0,,,72.0,64.0,784,4.083333333333333,6.0,0.0,C,0,71.0,F,5.0
56,0.0,,,67.0,64.0,840,4.375,5.0,7.0,C#,210,72.0,C,6.0
58,0.0,,,64.0,64.0,896,4.666666666666666,5.0,4.0,E,120,67.0,C#,5.0
60,0.0,,,69.0,64.0,952,4.958333333333333,5.0,9.0,D#,270,64.0,E,5.0
62,0.0,,,71.0,64.0,984,5.125,5.0,11.0,F,330,69.0,D#,5.0
64,0.0,,,70.0,64.0,1016,5.291666666666666,5.0,10.0,A#,300,71.0,F,5.0
66,0.0,,,69.0,64.0,1024,5.333333333333333,5.0,9.0,D#,270,70.0,A#,5.0
68,0.0,,,67.0,64.0,1056,5.5,5.0,7.0,C#,210,69.0,D#,5.0
70,0.0,,,76.0,64.0,1072,5.583333333333333,6.0,4.0,E,120,67.0,C#,5.0
72,0.0,,,79.0,64.0,1088,5.666666666666666,6.0,7.0,C#,210,76.0,E,6.0
74,0.0,,,81.0,64.0,1104,5.75,6.0,9.0,D#,270,79.0,C#,6.0
76,0.0,,,77.0,64.0,1136,5.916666666666666,6.0,5.0,B,150,81.0,D#,6.0
78,0.0,,,79.0,64.0,1144,5.958333333333333,6.0,7.0,C#,210,77.0,B,6.0
80,0.0,,,76.0,64.0,1176,6.125,6.0,4.0,E,120,79.0,C#,6.0
82,0.0,,,72.0,64.0,1208,6.291666666666666,6.0,0.0,C,0,76.0,E,6.0
84,0.0,,,74.0,64.0,1216,6.333333333333333,6.0,2.0,D,60,72.0,C,6.0
86,0.0,,,71.0,64.0,1224,6.375,5.0,11.0,F,330,74.0,D,6.0
88,0.0,,,79.0,64.0,1328,6.916666666666666,6.0,7.0,C#,210,71.0,F,5.0
90,0.0,,,78.0,64.0,1336,6.958333333333333,6.0,6.0,F#,180,79.0,C#,6.0
92,0.0,,,77.0,64.0,1344,7.0,6.0,5.0,B,150,78.0,F#,6.0
94,0.0,,,75.0,64.0,1352,7.041666666666666,6.0,3.0,A,90,77.0,B,6.0
96,0.0,,,76.0,64.0,1384,7.208333333333333,6.0,4.0,E,120,75.0,A,6.0
98,0.0,,,68.0,64.0,1416,7.375,5.0,8.0,G#,240,76.0,E,6.0
100,0.0,,,69.0,64.0,1424,7.416666666666666,5.0,9.0,D#,270,68.0,G#,5.0
102,0.0,,,72.0,64.0,1432,7.458333333333333,6.0,0.0,C,0,69.0,D#,5.0
104,0.0,,,69.0,64.0,1464,7.625,5.0,9.0,D#,270,72.0,C,6.0
106,0.0,,,72.0,64.0,1472,7.666666666666666,6.0,0.0,C,0,69.0,D#,5.0
108,0.0,,,74.0,64.0,1480,7.708333333333333,6.0,2.0,D,60,72.0,C,6.0
110,0.0,,,79.0,64.0,1536,8.0,6.0,7.0,C#,210,74.0,D,6.0
112,0.0,,,78.0,64.0,1544,8.041666666666666,6.0,6.0,F#,180,79.0,C#,6.0
114,0.0,,,77.0,64.0,1552,8.083333333333332,6.0,5.0,B,150,78.0,F#,6.0
116,0.0,,,75.0,64.0,1560,8.125,6.0,3.0,A,90,77.0,B,6.0
118,0.0,,,76.0,64.0,1592,8.291666666666666,6.0,4.0,E,120,75.0,A,6.0
120,0.0,,,84.0,64.0,1624,8.458333333333332,7.0,0.0,C,0,76.0,E,6.0
122,0.0,,,84.0,64.0,1656,8.625,7.0,0.0,C,0,84.0,C,7.0
124,0.0,,,84.0,64.0,1664,8.666666666666666,7.0,0.0,C,0,84.0,C,7.0
126,0.0,,,79.0,64.0,1792,9.333333333333332,6.0,7.0,C#,210,84.0,C,7.0
128,0.0,,,78.0,64.0,1800,9.375,6.0,6.0,F#,180,79.0,C#,6.0
130,0.0,,,77.0,64.0,1808,9.416666666666666,6.0,5.0,B,150,78.0,F#,6.0
132,0.0,,,75.0,64.0,1816,9.458333333333332,6.0,3.0,A,90,77.0,B,6.0
134,0.0,,,76.0,64.0,1848,9.625,6.0,4.0,E,120,75.0,A,6.0
136,0.0,,,68.0,64.0,1880,9.791666666666666,5.0,8.0,G#,240,76.0,E,6.0
138,0.0,,,69.0,64.0,1888,9.833333333333332,5.0,9.0,D#,270,68.0,G#,5.0
140,0.0,,,72.0,64.0,1896,9.875,6.0,0.0,C,0,69.0,D#,5.0
142,0.0,,,69.0,64.0,1928,10.041666666666666,5.0,9.0,D#,270,72.0,C,6.0
144,0.0,,,72.0,64.0,1936,10.083333333333332,6.0,0.0,C,0,69.0,D#,5.0
146,0.0,,,74.0,64.0,1944,10.125,6.0,2.0,D,60,72.0,C,6.0
148,0.0,,,75.0,64.0,2000,10.416666666666666,6.0,3.0,A,90,74.0,D,6.0
150,0.0,,,74.0,64.0,2056,10.708333333333332,6.0,2.0,D,60,75.0,A,6.0
152,0.0,,,72.0,64.0,2112,11.0,6.0,0.0,C,0,74.0,D,6.0
154,0.0,,,79.0,64.0,2336,12.166666666666666,6.0,7.0,C#,210,72.0,C,6.0
156,0.0,,,78.0,64.0,2344,12.208333333333332,6.0,6.0,F#,180,79.0,C#,6.0
158,0.0,,,77.0,64.0,2352,12.25,6.0,5.0,B,150,78.0,F#,6.0
160,0.0,,,75.0,64.0,2360,12.291666666666666,6.0,3.0,A,90,77.0,B,6.0
162,0.0,,,76.0,64.0,2392,12.458333333333332,6.0,4.0,E,120,75.0,A,6.0
164,0.0,,,68.0,64.0,2424,12.625,5.0,8.0,G#,240,76.0,E,6.0
166,0.0,,,69.0,64.0,2432,12.666666666666666,5.0,9.0,D#,270,68.0,G#,5.0
168,0.0,,,72.0,64.0,2440,12.708333333333332,6.0,0.0,C,0,69.0,D#,5.0
170,0.0,,,69.0,64.0,2472,12.875,5.0,9.0,D#,270,72.0,C,6.0
172,0.0,,,72.0,64.0,2480,12.916666666666666,6.0,0.0,C,0,69.0,D#,5.0
174,0.0,,,74.0,64.0,2488,12.958333333333332,6.0,2.0,D,60,72.0,C,6.0
176,0.0,,,79.0,64.0,2544,13.25,6.0,7.0,C#,210,74.0,D,6.0
178,0.0,,,78.0,64.0,2552,13.291666666666666,6.0,6.0,F#,180,79.0,C#,6.0
180,0.0,,,77.0,64.0,2560,13.333333333333332,6.0,5.0,B,150,78.0,F#,6.0
182,0.0,,,75.0,64.0,2568,13.375,6.0,3.0,A,90,77.0,B,6.0
184,0.0,,,76.0,64.0,2600,13.541666666666666,6.0,4.0,E,120,75.0,A,6.0
186,0.0,,,84.0,64.0,2632,13.708333333333332,7.0,0.0,C,0,76.0,E,6.0
188,0.0,,,84.0,64.0,2664,13.875,7.0,0.0,C,0,84.0,C,7.0
190,0.0,,,84.0,64.0,2672,13.916666666666666,7.0,0.0,C,0,84.0,C,7.0
192,0.0,,,79.0,64.0,2800,14.583333333333332,6.0,7.0,C#,210,84.0,C,7.0
194,0.0,,,78.0,64.0,2808,14.625,6.0,6.0,F#,180,79.0,C#,6.0
196,0.0,,,77.0,64.0,2816,14.666666666666666,6.0,5.0,B,150,78.0,F#,6.0
198,0.0,,,75.0,64.0,2824,14.708333333333332,6.0,3.0,A,90,77.0,B,6.0
200,0.0,,,76.0,64.0,2856,14.875,6.0,4.0,E,120,75.0,A,6.0
202,0.0,,,68.0,64.0,2888,15.041666666666666,5.0,8.0,G#,240,76.0,E,6.0
204,0.0,,,69.0,64.0,2896,15.083333333333332,5.0,9.0,D#,270,68.0,G#,5.0
206,0.0,,,72.0,64.0,2904,15.125,6.0,0.0,C,0,69.0,D#,5.0
208,0.0,,,69.0,64.0,2936,15.291666666666666,5.0,9.0,D#,270,72.0,C,6.0
210,0.0,,,72.0,64.0,2944,15.333333333333332,6.0,0.0,C,0,69.0,D#,5.0
212,0.0,,,74.0,64.0,2952,15.375,6.0,2.0,D,60,72.0,C,6.0
214,0.0,,,75.0,64.0,3008,15.666666666666666,6.0,3.0,A,90,74.0,D,6.0
216,0.0,,,74.0,64.0,3064,15.958333333333332,6.0,2.0,D,60,75.0,A,6.0
218,0.0,,,72.0,64.0,3120,16.25,6.0,0.0,C,0,74.0,D,6.0
220,0.0,,,72.0,64.0,3296,17.166666666666664,6.0,0.0,C,0,72.0,C,6.0
222,0.0,,,72.0,64.0,3304,17.208333333333332,6.0,0.0,C,0,72.0,C,6.0
224,0.0,,,72.0,64.0,3336,17.375,6.0,0.0,C,0,72.0,C,6.0
226,0.0,,,72.0,64.0,3368,17.541666666666664,6.0,0.0,C,0,72.0,C,6.0
228,0.0,,,74.0,64.0,3376,17.583333333333332,6.0,2.0,D,60,72.0,C,6.0
230,0.0,,,76.0,64.0,3408,17.75,6.0,4.0,E,120,74.0,D,6.0
232,0.0,,,72.0,64.0,3416,17.791666666666664,6.0,0.0,C,0,76.0,E,6.0
234,0.0,,,69.0,64.0,3448,17.958333333333332,5.0,9.0,D#,270,72.0,C,6.0
236,0.0,,,67.0,64.0,3456,18.0,5.0,7.0,C#,210,69.0,D#,5.0
238,0.0,,,72.0,64.0,3536,18.416666666666664,6.0,0.0,C,0,67.0,C#,5.0
240,0.0,,,72.0,64.0,3544,18.458333333333332,6.0,0.0,C,0,72.0,C,6.0
242,0.0,,,72.0,64.0,3576,18.625,6.0,0.0,C,0,72.0,C,6.0
244,0.0,,,72.0,64.0,3608,18.791666666666664,6.0,0.0,C,0,72.0,C,6.0
246,0.0,,,74.0,64.0,3616,18.833333333333332,6.0,2.0,D,60,72.0,C,6.0
248,0.0,,,76.0,64.0,3624,18.875,6.0,4.0,E,120,74.0,D,6.0
250,0.0,,,72.0,64.0,3824,19.916666666666664,6.0,0.0,C,0,76.0,E,6.0
252,0.0,,,72.0,64.0,3832,19.958333333333332,6.0,0.0,C,0,72.0,C,6.0
254,0.0,,,72.0,64.0,3864,20.125,6.0,0.0,C,0,72.0,C,6.0
256,0.0,,,72.0,64.0,3896,20.291666666666664,6.0,0.0,C,0,72.0,C,6.0
258,0.0,,,74.0,64.0,3904,20.333333333333332,6.0,2.0,D,60,72.0,C,6.0
260,0.0,,,76.0,64.0,3936,20.5,6.0,4.0,E,120,74.0,D,6.0
262,0.0,,,72.0,64.0,3944,20.541666666666664,6.0,0.0,C,0,76.0,E,6.0
264,0.0,,,69.0,64.0,3976,20.708333333333332,5.0,9.0,D#,270,72.0,C,6.0
266,0.0,,,67.0,64.0,3984,20.75,5.0,7.0,C#,210,69.0,D#,5.0
268,0.0,,,76.0,64.0,4064,21.166666666666664,6.0,4.0,E,120,67.0,C#,5.0
270,0.0,,,76.0,64.0,4072,21.208333333333332,6.0,4.0,E,120,76.0,E,6.0
272,0.0,,,76.0,64.0,4104,21.375,6.0,4.0,E,120,76.0,E,6.0
274,0.0,,,72.0,64.0,4136,21.541666666666664,6.0,0.0,C,0,76.0,E,6.0
276,0.0,,,76.0,64.0,4144,21.583333333333332,6.0,4.0,E,120,72.0,C,6.0
278,0.0,,,79.0,64.0,4176,21.75,6.0,7.0,C#,210,76.0,E,6.0
280,0.0,,,72.0,64.0,4352,22.666666666666664,6.0,0.0,C,0,79.0,C#,6.0
282,0.0,,,67.0,64.0,4408,22.958333333333332,5.0,7.0,C#,210,72.0,C,6.0
284,0.0,,,64.0,64.0,4464,23.25,5.0,4.0,E,120,67.0,C#,5.0
286,0.0,,,69.0,64.0,4520,23.541666666666664,5.0,9.0,D#,270,64.0,E,5.0
288,0.0,,,71.0,64.0,4552,23.708333333333332,5.0,11.0,F,330,69.0,D#,5.0
290,0.0,,,70.0,64.0,4584,23.875,5.0,10.0,A#,300,71.0,F,5.0
292,0.0,,,69.0,64.0,4592,23.916666666666664,5.0,9.0,D#,270,70.0,A#,5.0
294,0.0,,,67.0,64.0,4624,24.083333333333332,5.0,7.0,C#,210,69.0,D#,5.0
296,0.0,,,76.0,64.0,4640,24.166666666666664,6.0,4.0,E,120,67.0,C#,5.0
298,0.0,,,79.0,64.0,4656,24.25,6.0,7.0,C#,210,76.0,E,6.0
300,0.0,,,81.0,64.0,4672,24.333333333333332,6.0,9.0,D#,270,79.0,C#,6.0
302,0.0,,,77.0,64.0,4704,24.5,6.0,5.0,B,150,81.0,D#,6.0
304,0.0,,,79.0,64.0,4712,24.541666666666664,6.0,7.0,C#,210,77.0,B,6.0
306,0.0,,,76.0,64.0,4744,24.708333333333332,6.0,4.0,E,120,79.0,C#,6.0
308,0.0,,,72.0,64.0,4776,24.875,6.0,0.0,C,0,76.0,E,6.0
310,0.0,,,74.0,64.0,4784,24.916666666666664,6.0,2.0,D,60,72.0,C,6.0
312,0.0,,,71.0,64.0,4792,24.958333333333332,5.0,11.0,F,330,74.0,D,6.0
314,0.0,,,72.0,64.0,4848,25.25,6.0,0.0,C,0,71.0,F,5.0
316,0.0,,,67.0,64.0,4904,25.541666666666664,5.0,7.0,C#,210,72.0,C,6.0
318,0.0,,,64.0,64.0,4960,25.833333333333332,5.0,4.0,E,120,67.0,C#,5.0
320,0.0,,,69.0,64.0,5016,26.125,5.0,9.0,D#,270,64.0,E,5.0
322,0.0,,,71.0,64.0,5048,26.291666666666664,5.0,11.0,F,330,69.0,D#,5.0
324,0.0,,,70.0,64.0,5080,26.458333333333332,5.0,10.0,A#,300,71.0,F,5.0
