,section,tick,event_desc,event_details,note_number,note_velocity,6,note_value,second,octave,note,note_nmd,note_name,angle
3639,3,61680,Note_off_c,2,39,95,,39,64.25,3,3,9,A,90
3640,3,61920,Note_on_c,2,39,95,,39,64.5,3,3,9,A,90
3641,3,62160,Note_off_c,2,39,95,,39,64.75,3,3,9,A,90
3642,3,62160,Note_on_c,2,39,95,,39,64.75,3,3,9,A,90
3643,3,62340,Note_on_c,3,49,95,,49,64.9375,4,1,7,G,30
3644,3,62400,Note_off_c,2,39,95,,39,65.0,3,3,9,A,90
3645,3,62400,Note_off_c,3,49,95,,49,65.0,4,1,7,G,30
3646,3,62400,Note_on_c,3,51,95,,51,65.0,4,3,9,A,90
3647,3,62400,Note_on_c,2,39,95,,39,65.0,3,3,9,A,90
3648,3,63360,Note_off_c,3,51,95,,51,66.0,4,3,9,A,90
3649,3,63360,Note_off_c,2,39,95,,39,66.0,3,3,9,A,90
3650,3,63360,Note_on_c,2,39,95,,39,66.0,3,3,9,A,90
3651,3,63600,Note_off_c,2,39,95,,39,66.25,3,3,9,A,90
3652,3,63840,Note_on_c,2,39,95,,39,66.5,3,3,9,A,90
3653,3,64080,Note_off_c,2,39,95,,39,66.75,3,3,9,A,90
3654,3,64080,Note_on_c,2,39,95,,39,66.75,3,3,9,A,90
3655,3,64320,Note_off_c,2,39,95,,39,67.0,3,3,9,A,90
3656,3,64320,Note_on_c,2,59,95,,59,67.0,4,11,5,F,330
3657,3,64320,Note_on_c,2,52,95,,52,67.0,4,4,4,E,120
3658,3,64560,Note_off_c,2,59,95,,59,67.25,4,11,5,F,330
3659,3,64560,Note_off_c,2,52,95,,52,67.25,4,4,4,E,120
3660,3,64560,Note_on_c,2,58,95,,58,67.25,4,10,10,A#,300
3661,3,64560,Note_on_c,2,51,95,,51,67.25,4,3,9,A,90
3662,3,64800,Note_off_c,2,58,95,,58,67.5,4,10,10,A#,300
3663,3,64800,Note_off_c,2,51,95,,51,67.5,4,3,9,A,90
3664,3,64800,Note_on_c,2,57,95,,57,67.5,4,9,3,D#,270
3665,3,64800,Note_on_c,2,50,95,,50,67.5,4,2,2,D,60
3666,3,65280,Note_off_c,2,57,95,,57,68.0,4,9,3,D#,270
3667,3,65280,Note_off_c,2,50,95,,50,68.0,4,2,2,D,60
3668,3,65280,Note_on_c,2,39,95,,39,68.0,3,3,9,A,90
3669,3,65520,Note_off_c,2,39,95,,39,68.25,3,3,9,A,90
3670,3,65760,Note_on_c,2,39,95,,39,68.5,3,3,9,A,90
3671,3,66000,Note_off_c,2,39,95,,39,68.75,3,3,9,A,90
3672,3,66000,Note_on_c,2,39,95,,39,68.75,3,3,9,A,90
3673,3,66180,Note_on_c,3,49,95,,49,68.9375,4,1,7,G,30
3674,3,66240,Note_off_c,2,39,95,,39,69.0,3,3,9,A,90
3675,3,66240,Note_off_c,3,49,95,,49,69.0,4,1,7,G,30
3676,3,66240,Note_on_c,3,51,95,,51,69.0,4,3,9,A,90
3677,3,66240,Note_on_c,2,39,95,,39,69.0,3,3,9,A,90
3678,3,67200,Note_off_c,3,51,95,,51,70.0,4,3,9,A,90
3679,3,67200,Note_off_c,2,39,95,,39,70.0,3,3,9,A,90
3680,3,67200,Note_on_c,2,39,95,,39,70.0,3,3,9,A,90
3681,3,67440,Note_off_c,2,39,95,,39,70.25,3,3,9,A,90
3682,3,67680,Note_on_c,2,39,95,,39,70.5,3,3,9,A,90
3683,3,67920,Note_off_c,2,39,95,,39,70.75,3,3,9,A,90
3684,3,67920,Note_on_c,2,39,95,,39,70.75,3,3,9,A,90
3685,3,68160,Note_off_c,2,39,95,,39,71.0,3,3,9,A,90
3686,3,68160,Note_on_c,2,61,95,,61,71.0,5,1,7,G,30
3687,3,68160,Note_on_c,2,54,95,,54,71.0,4,6,6,F#,180
3688,3,68400,Note_off_c,2,61,95,,61,71.25,5,1,7,G,30
3689,3,68400,Note_off_c,2,54,95,,54,71.25,4,6,6,F#,180
3690,3,68400,Note_on_c,2,60,95,,60,71.25,5,0,0,C,0
3691,3,68400,Note_on_c,2,53,95,,53,71.25,4,5,11,B,150
3692,3,68640,Note_off_c,2,60,95,,60,71.5,5,0,0,C,0
3693,3,68640,Note_off_c,2,53,95,,53,71.5,4,5,11,B,150
3694,3,68640,Note_on_c,2,59,95,,59,71.5,4,11,5,F,330
3695,3,68640,Note_on_c,2,52,95,,52,71.5,4,4,4,E,120
3696,3,69120,Note_off_c,2,59,95,,59,72.0,4,11,5,F,330
3697,3,69120,Note_off_c,2,52,95,,52,72.0,4,4,4,E,120
3698,3,69120,Note_on_c,2,39,95,,39,72.0,3,3,9,A,90
3699,3,69360,Note_off_c,2,39,95,,39,72.25,3,3,9,A,90
3700,3,69600,Note_on_c,2,39,95,,39,72.5,3,3,9,A,90
3701,3,69840,Note_off_c,2,39,95,,39,72.75,3,3,9,A,90
3702,3,69840,Note_on_c,2,39,95,,39,72.75,3,3,9,A,90
3703,3,70020,Note_on_c,3,49,95,,49,72.9375,4,1,7,G,30
3704,3,70080,Note_off_c,2,39,95,,39,73.0,3,3,9,A,90
3705,3,70080,Note_off_c,3,49,95,,49,73.0,4,1,7,G,30
3706,3,70080,Note_on_c,3,51,95,,51,73.0,4,3,9,A,90
3707,3,70080,Note_on_c,2,39,95,,39,73.0,3,3,9,A,90
3708,3,71040,Note_off_c,3,51,95,,51,74.0,4,3,9,A,90
3709,3,71040,Note_off_c,2,39,95,,39,74.0,3,3,9,A,90
3710,3,71040,Note_on_c,2,39,95,,39,74.0,3,3,9,A,90
3711,3,71280,Note_off_c,2,39,95,,39,74.25,3,3,9,A,90
3712,3,71520,Note_on_c,2,39,95,,39,74.5,3,3,9,A,90
3713,3,71760,Note_off_c,2,39,95,,39,74.75,3,3,9,A,90
3714,3,71760,Note_on_c,2,39,95,,39,74.75,3,3,9,A,90
3715,3,72000,Note_off_c,2,39,95,,39,75.0,3,3,9,A,90
3716,3,72000,Note_on_c,2,59,95,,59,75.0,4,11,5,F,330
3717,3,72000,Note_on_c,2,52,95,,52,75.0,4,4,4,E,120
3718,3,72240,Note_off_c,2,59,95,,59,75.25,4,11,5,F,330
3719,3,72240,Note_off_c,2,52,95,,52,75.25,4,4,4,E,120
3720,3,72240,Note_on_c,2,58,95,,58,75.25,4,10,10,A#,300
3721,3,72240,Note_on_c,2,51,95,,51,75.25,4,3,9,A,90
3722,3,72480,Note_off_c,2,58,95,,58,75.5,4,10,10,A#,300
3723,3,72480,Note_off_c,2,51,95,,51,75.5,4,3,9,A,90
3724,3,72480,Note_on_c,2,57,95,,57,75.5,4,9,3,D#,270
3725,3,72480,Note_on_c,2,50,95,,50,75.5,4,2,2,D,60
3726,3,72960,Note_off_c,2,57,95,,57,76.0,4,9,3,D#,270
3727,3,72960,Note_off_c,2,50,95,,50,76.0,4,2,2,D,60
3728,3,72960,Note_on_c,2,39,95,,39,76.0,3,3,9,A,90
3729,3,73200,Note_off_c,2,39,95,,39,76.25,3,3,9,A,90
3730,3,73440,Note_on_c,2,39,95,,39,76.5,3,3,9,A,90
3731,3,73680,Note_off_c,2,39,95,,39,76.75,3,3,9,A,90
3732,3,73680,Note_on_c,2,39,95,,39,76.75,3,3,9,A,90
3733,3,73860,Note_on_c,3,49,95,,49,76.9375,4,1,7,G,30
3734,3,73920,Note_off_c,2,39,95,,39,77.0,3,3,9,A,90
3735,3,73920,Note_off_c,3,49,95,,49,77.0,4,1,7,G,30
3736,3,73920,Note_on_c,3,51,95,,51,77.0,4,3,9,A,90
3737,3,73920,Note_on_c,2,39,95,,39,77.0,3,3,9,A,90
3738,3,74880,Note_off_c,3,51,95,,51,78.0,4,3,9,A,90
3739,3,74880,Note_off_c,2,39,95,,39,78.0,3,3,9,A,90
3740,3,74880,Note_on_c,2,39,95,,39,78.0,3,3,9,A,90
3741,3,75120,Note_off_c,2,39,95,,39,78.25,3,3,9,A,90
3742,3,75120,Note_on_c,2,39,95,,39,78.25,3,3,9,A,90
3743,3,75360,Note_off_c,2,39,95,,39,78.5,3,3,9,A,90
3744,3,75360,Note_on_c,2,39,95,,39,78.5,3,3,9,A,90
3745,3,75600,Note_off_c,2,39,95,,39,78.75,3,3,9,A,90
3746,3,75600,Note_on_c,2,39,95,,39,78.75,3,3,9,A,90
3747,3,75840,Note_off_c,2,39,95,,39,79.0,3,3,9,A,90
3748,3,75840,Note_on_c,2,49,95,,49,79.0,4,1,7,G,30
3749,3,75840,Note_on_c,2,42,95,,42,79.0,3,6,6,F#,180
3750,3,76080,Note_off_c,2,49,95,,49,79.25,4,1,7,G,30
3751,3,76080,Note_off_c,2,42,95,,42,79.25,3,6,6,F#,180
3752,3,76080,Note_on_c,2,48,95,,48,79.25,4,0,0,C,0
3753,3,76080,Note_on_c,2,41,95,,41,79.25,3,5,11,B,150
3754,3,76320,Note_off_c,2,48,95,,48,79.5,4,0,0,C,0
3755,3,76320,Note_off_c,2,41,95,,41,79.5,3,5,11,B,150
3756,3,76320,Note_on_c,2,47,95,,47,79.5,3,11,5,F,330
3757,3,76320,Note_on_c,2,40,95,,40,79.5,3,4,4,E,120
3758,3,76800,Note_off_c,2,47,95,,47,80.0,3,11,5,F,330
3759,3,76800,Note_off_c,2,40,95,,40,80.0,3,4,4,E,120
3760,3,76800,Note_on_c,2,39,95,,39,80.0,3,3,9,A,90
3761,3,77040,Note_off_c,2,39,95,,39,80.25,3,3,9,A,90
3762,3,77280,Note_on_c,2,39,95,,39,80.5,3,3,9,A,90
3763,3,77520,Note_off_c,2,39,95,,39,80.75,3,3,9,A,90
3764,3,77520,Note_on_c,2,39,95,,39,80.75,3,3,9,A,90
3765,3,77700,Note_on_c,3,49,95,,49,80.9375,4,1,7,G,30
3766,3,77760,Note_off_c,2,39,95,,39,81.0,3,3,9,A,90
3767,3,77760,Note_off_c,3,49,95,,49,81.0,4,1,7,G,30
3768,3,77760,Note_on_c,3,51,95,,51,81.0,4,3,9,A,90
3769,3,77760,Note_on_c,2,39,95,,39,81.0,3,3,9,A,90
3770,3,78720,Note_off_c,3,51,95,,51,82.0,4,3,9,A,90
3771,3,78720,Note_off_c,2,39,95,,39,82.0,3,3,9,A,90
3772,3,78720,Note_on_c,2,39,95,,39,82.0,3,3,9,A,90
3773,3,78960,Note_off_c,2,39,95,,39,82.25,3,3,9,A,90
3774,3,79200,Note_on_c,2,39,95,,39,82.5,3,3,9,A,90
3775,3,79440,Note_off_c,2,39,95,,39,82.75,3,3,9,A,90
3776,3,79440,Note_on_c,2,39,95,,39,82.75,3,3,9,A,90
3777,3,79680,Note_off_c,2,39,95,,39,83.0,3,3,9,A,90
3778,3,79680,Note_on_c,2,59,95,,59,83.0,4,11,5,F,330
3779,3,79680,Note_on_c,2,52,95,,52,83.0,4,4,4,E,120
3780,3,79920,Note_off_c,2,59,95,,59,83.25,4,11,5,F,330
3781,3,79920,Note_off_c,2,52,95,,52,83.25,4,4,4,E,120
3782,3,79920,Note_on_c,2,58,95,,58,83.25,4,10,10,A#,300
3783,3,79920,Note_on_c,2,51,95,,51,83.25,4,3,9,A,90
3784,3,80160,Note_off_c,2,58,95,,58,83.5,4,10,10,A#,300
3785,3,80160,Note_off_c,2,51,95,,51,83.5,4,3,9,A,90
3786,3,80160,Note_on_c,2,57,95,,57,83.5,4,9,3,D#,270
3787,3,80160,Note_on_c,2,50,95,,50,83.5,4,2,2,D,60
3788,3,80640,Note_off_c,2,57,95,,57,84.0,4,9,3,D#,270
3789,3,80640,Note_off_c,2,50,95,,50,84.0,4,2,2,D,60
3790,3,80640,Note_on_c,2,39,95,,39,84.0,3,3,9,A,90
3791,3,80880,Note_off_c,2,39,95,,39,84.25,3,3,9,A,90
3792,3,81120,Note_on_c,2,39,95,,39,84.5,3,3,9,A,90
3793,3,81360,Note_off_c,2,39,95,,39,84.75,3,3,9,A,90
3794,3,81360,Note_on_c,2,39,95,,39,84.75,3,3,9,A,90
3795,3,81540,Note_on_c,3,49,95,,49,84.9375,4,1,7,G,30
3796,3,81600,Note_off_c,2,39,95,,39,85.0,3,3,9,A,90
3797,3,81600,Note_off_c,3,49,95,,49,85.0,4,1,7,G,30
3798,3,81600,Note_on_c,3,51,95,,51,85.0,4,3,9,A,90
3799,3,81600,Note_on_c,2,39,95,,39,85.0,3,3,9,A,90
3800,3,82560,Note_off_c,3,51,95,,51,86.0,4,3,9,A,90
3801,3,82560,Note_off_c,2,39,95,,39,86.0,3,3,9,A,90
3802,3,82560,Note_on_c,2,39,95,,39,86.0,3,3,9,A,90
3803,3,82800,Note_off_c,2,39,95,,39,86.25,3,3,9,A,90
3804,3,83040,Note_on_c,2,39,95,,39,86.5,3,3,9,A,90
3805,3,83280,Note_off_c,2,39,95,,39,86.75,3,3,9,A,90
3806,3,83280,Note_on_c,2,39,95,,39,86.75,3,3,9,A,90
3807,3,83520,Note_off_c,2,39,95,,39,87.0,3,3,9,A,90
3808,3,83520,Note_on_c,2,61,95,,61,87.0,5,1,7,G,30
3809,3,83520,Note_on_c,2,54,95,,54,87.0,4,6,6,F#,180
3810,3,83760,Note_off_c,2,61,95,,61,87.25,5,1,7,G,30
3811,3,83760,Note_off_c,2,54,95,,54,87.25,4,6,6,F#,180
3812,3,83760,Note_on_c,2,60,95,,60,87.25,5,0,0,C,0
3813,3,83760,Note_on_c,2,53,95,,53,87.25,4,5,11,B,150
3814,3,84000,Note_off_c,2,60,95,,60,87.5,5,0,0,C,0
3815,3,84000,Note_off_c,2,53,95,,53,87.5,4,5,11,B,150
3816,3,84000,Note_on_c,2,59,95,,59,87.5,4,11,5,F,330
3817,3,84000,Note_on_c,2,52,95,,52,87.5,4,4,4,E,120
3818,3,84480,Note_off_c,2,59,95,,59,88.0,4,11,5,F,330
3819,3,84480,Note_off_c,2,52,95,,52,88.0,4,4,4,E,120
3820,3,84480,Note_on_c,2,39,95,,39,88.0,3,3,9,A,90
3821,3,84720,Note_off_c,2,39,95,,39,88.25,3,3,9,A,90
3822,3,84960,Note_on_c,2,39,95,,39,88.5,3,3,9,A,90
3823,3,85200,Note_off_c,2,39,95,,39,88.75,3,3,9,A,90
3824,3,85200,Note_on_c,2,39,95,,39,88.75,3,3,9,A,90
3825,3,85380,Note_on_c,3,49,95,,49,88.9375,4,1,7,G,30
3826,3,85440,Note_off_c,2,39,95,,39,89.0,3,3,9,A,90
3827,3,85440,Note_off_c,3,49,95,,49,89.0,4,1,7,G,30
3828,3,85440,Note_on_c,3,51,95,,51,89.0,4,3,9,A,90
3829,3,85440,Note_on_c,2,39,95,,39,89.0,3,3,9,A,90
3830,3,86400,Note_off_c,3,51,95,,51,90.0,4,3,9,A,90
3831,3,86400,Note_off_c,2,39,95,,39,90.0,3,3,9,A,90
3832,3,86400,Note_on_c,2,39,95,,39,90.0,3,3,9,A,90
3833,3,86640,Note_off_c,2,39,95,,39,90.25,3,3,9,A,90
3834,3,86880,Note_on_c,2,39,95,,39,90.5,3,3,9,A,90
3835,3,87120,Note_off_c,2,39,95,,39,90.75,3,3,9,A,90
3836,3,87120,Note_on_c,2,39,95,,39,90.75,3,3,9,A,90
3837,3,87360,Note_off_c,2,39,95,,39,91.0,3,3,9,A,90
3838,3,87360,Note_on_c,2,59,95,,59,91.0,4,11,5,F,330
3839,3,87360,Note_on_c,2,52,95,,52,91.0,4,4,4,E,120
3840,3,87600,Note_off_c,2,59,95,,59,91.25,4,11,5,F,330
3841,3,87600,Note_off_c,2,52,95,,52,91.25,4,4,4,E,120
3842,3,87600,Note_on_c,2,58,95,,58,91.25,4,10,10,A#,300
3843,3,87600,Note_on_c,2,51,95,,51,91.25,4,3,9,A,90
3844,3,87840,Note_off_c,2,58,95,,58,91.5,4,10,10,A#,300
3845,3,87840,Note_off_c,2,51,95,,51,91.5,4,3,9,A,90
3846,3,87840,Note_on_c,2,57,95,,57,91.5,4,9,3,D#,270
3847,3,87840,Note_on_c,2,50,95,,50,91.5,4,2,2,D,60
3848,3,88320,Note_off_c,2,57,95,,57,92.0,4,9,3,D#,270
3849,3,88320,Note_off_c,2,50,95,,50,92.0,4,2,2,D,60
3850,3,88320,Note_on_c,2,39,95,,39,92.0,3,3,9,A,90
3851,3,88560,Note_off_c,2,39,95,,39,92.25,3,3,9,A,90
3852,3,88800,Note_on_c,2,39,95,,39,92.5,3,3,9,A,90
3853,3,89040,Note_off_c,2,39,95,,39,92.75,3,3,9,A,90
3854,3,89040,Note_on_c,2,39,95,,39,92.75,3,3,9,A,90
3855,3,89220,Note_on_c,3,49,95,,49,92.9375,4,1,7,G,30
3856,3,89280,Note_off_c,2,39,95,,39,93.0,3,3,9,A,90
3857,3,89280,Note_off_c,3,49,95,,49,93.0,4,1,7,G,30
3858,3,89280,Note_on_c,3,51,95,,51,93.0,4,3,9,A,90
3859,3,89280,Note_on_c,2,39,95,,39,93.0,3,3,9,A,90
3860,3,90240,Note_off_c,3,51,95,,51,94.0,4,3,9,A,90
3861,3,90240,Note_off_c,2,39,95,,39,94.0,3,3,9,A,90
3862,3,90240,Note_on_c,2,39,95,,39,94.0,3,3,9,A,90
3863,3,90480,Note_off_c,2,39,95,,39,94.25,3,3,9,A,90
3864,3,90480,Note_on_c,2,39,95,,39,94.25,3,3,9,A,90
3865,3,90720,Note_off_c,2,39,95,,39,94.5,3,3,9,A,90
3866,3,90720,Note_on_c,2,39,95,,39,94.5,3,3,9,A,90
3867,3,90960,Note_off_c,2,39,95,,39,94.75,3,3,9,A,90
3868,3,90960,Note_on_c,2,39,95,,39,94.75,3,3,9,A,90
3869,3,91200,Note_off_c,2,39,95,,39,95.0,3,3,9,A,90
3870,3,91200,Note_on_c,2,49,95,,49,95.0,4,1,7,G,30
3871,3,91200,Note_on_c,2,42,95,,42,95.0,3,6,6,F#,180
3872,3,91440,Note_off_c,2,49,95,,49,95.25,4,1,7,G,30
3873,3,91440,Note_off_c,2,42,95,,42,95.25,3,6,6,F#,180
3874,3,91440,Note_on_c,2,48,95,,48,95.25,4,0,0,C,0
3875,3,91440,Note_on_c,2,41,95,,41,95.25,3,5,11,B,150
3876,3,91680,Note_off_c,2,48,95,,48,95.5,4,0,0,C,0
3877,3,91680,Note_off_c,2,41,95,,41,95.5,3,5,11,B,150
3878,3,91680,Note_on_c,2,47,95,,47,95.5,3,11,5,F,330
3879,3,91680,Note_on_c,2,40,95,,40,95.5,3,4,4,E,120
3880,3,92160,Note_off_c,2,47,95,,47,96.0,3,11,5,F,330
3881,3,92160,Note_off_c,2,40,95,,40,96.0,3,4,4,E,120
3882,3,92160,Note_on_c,2,39,95,,39,96.0,3,3,9,A,90
3883,3,92400,Note_off_c,2,39,95,,39,96.25,3,3,9,A,90
3884,3,92640,Note_on_c,2,39,95,,39,96.5,3,3,9,A,90
3885,3,92880,Note_off_c,2,39,95,,39,96.75,3,3,9,A,90
3886,3,92880,Note_on_c,2,39,95,,39,96.75,3,3,9,A,90
3887,3,93060,Note_on_c,3,49,95,,49,96.9375,4,1,7,G,30
3888,3,93120,Note_off_c,2,39,95,,39,97.0,3,3,9,A,90
3889,3,93120,Note_off_c,3,49,95,,49,97.0,4,1,7,G,30
3890,3,93120,Note_on_c,3,51,95,,51,97.0,4,3,9,A,90
3891,3,93120,Note_on_c,2,39,95,,39,97.0,3,3,9,A,90
3892,3,94080,Note_off_c,3,51,95,,51,98.0,4,3,9,A,90
3893,3,94080,Note_off_c,2,39,95,,39,98.0,3,3,9,A,90
3894,3,94080,Note_on_c,2,39,95,,39,98.0,3,3,9,A,90
3895,3,94320,Note_off_c,2,39,95,,39,98.25,3,3,9,A,90
3896,3,94560,Note_on_c,2,39,95,,39,98.5,3,3,9,A,90
3897,3,94800,Note_off_c,2,39,95,,39,98.75,3,3,9,A,90
3898,3,94800,Note_on_c,2,39,95,,39,98.75,3,3,9,A,90
3899,3,95040,Note_off_c,2,39,95,,39,99.0,3,3,9,A,90
3900,3,95040,Note_on_c,2,59,95,,59,99.0,4,11,5,F,330
3901,3,95040,Note_on_c,2,52,95,,52,99.0,4,4,4,E,120
3902,3,95280,Note_off_c,2,59,95,,59,99.25,4,11,5,F,330
3903,3,95280,Note_off_c,2,52,95,,52,99.25,4,4,4,E,120
3904,3,95280,Note_on_c,2,58,95,,58,99.25,4,10,10,A#,300
3905,3,95280,Note_on_c,2,51,95,,51,99.25,4,3,9,A,90
3906,3,95520,Note_off_c,2,58,95,,58,99.5,4,10,10,A#,300
3907,3,95520,Note_off_c,2,51,95,,51,99.5,4,3,9,A,90
3908,3,95520,Note_on_c,2,57,95,,57,99.5,4,9,3,D#,270
3909,3,95520,Note_on_c,2,50,95,,50,99.5,4,2,2,D,60
3910,3,96000,Note_off_c,2,57,95,,57,100.0,4,9,3,D#,270
3911,3,96000,Note_off_c,2,50,95,,50,100.0,4,2,2,D,60
3912,3,96000,Note_on_c,2,39,95,,39,100.0,3,3,9,A,90
3913,3,96240,Note_off_c,2,39,95,,39,100.25,3,3,9,A,90
3914,3,96480,Note_on_c,2,39,95,,39,100.5,3,3,9,A,90
3915,3,96720,Note_off_c,2,39,95,,39,100.75,3,3,9,A,90
3916,3,96720,Note_on_c,2,39,95,,39,100.75,3,3,9,A,90
3917,3,96900,Note_on_c,3,49,95,,49,100.9375,4,1,7,G,30
3918,3,96960,Note_off_c,2,39,95,,39,101.0,3,3,9,A,90
3919,3,96960,Note_off_c,3,49,95,,49,101.0,4,1,7,G,30
3920,3,96960,Note_on_c,3,51,95,,51,101.0,4,3,9,A,90
3921,3,96960,Note_on_c,2,39,95,,39,101.0,3,3,9,A,90
3922,3,97920,Note_off_c,3,51,95,,51,102.0,4,3,9,A,90
3923,3,97920,Note_off_c,2,39,95,,39,102.0,3,3,9,A,90
3924,3,97920,Note_on_c,2,39,95,,39,102.0,3,3,9,A,90
3925,3,98160,Note_off_c,2,39,95,,39,102.25,3,3,9,A,90
3926,3,98400,Note_on_c,2,39,95,,39,102.5,3,3,9,A,90
3927,3,98640,Note_off_c,2,39,95,,39,102.75,3,3,9,A,90
3928,3,98640,Note_on_c,2,39,95,,39,102.75,3,3,9,A,90
3929,3,98880,Note_off_c,2,39,95,,39,103.0,3,3,9,A,90
3930,3,98880,Note_on_c,2,61,95,,61,103.0,5,1,7,G,30
3931,3,98880,Note_on_c,2,54,95,,54,103.0,4,6,6,F#,180
3932,3,99120,Note_off_c,2,61,95,,61,103.25,5,1,7,G,30
3933,3,99120,Note_off_c,2,54,95,,54,103.25,4,6,6,F#,180
3934,3,99120,Note_on_c,2,60,95,,60,103.25,5,0,0,C,0
3935,3,99120,Note_on_c,2,53,95,,53,103.25,4,5,11,B,150
3936,3,99360,Note_off_c,2,60,95,,60,103.5,5,0,0,C,0
3937,3,99360,Note_off_c,2,53,95,,53,103.5,4,5,11,B,150
3938,3,99360,Note_on_c,2,59,95,,59,103.5,4,11,5,F,330
3939,3,99360,Note_on_c,2,52,95,,52,103.5,4,4,4,E,120
3940,3,99840,Note_off_c,2,59,95,,59,104.0,4,11,5,F,330
3941,3,99840,Note_off_c,2,52,95,,52,104.0,4,4,4,E,120
3942,3,99840,Note_on_c,2,39,95,,39,104.0,3,3,9,A,90
3943,3,100080,Note_off_c,2,39,95,,39,104.25,3,3,9,A,90
3944,3,100320,Note_on_c,2,39,95,,39,104.5,3,3,9,A,90
3945,3,100560,Note_off_c,2,39,95,,39,104.75,3,3,9,A,90
3946,3,100560,Note_on_c,2,39,95,,39,104.75,3,3,9,A,90
3947,3,100740,Note_on_c,3,49,95,,49,104.9375,4,1,7,G,30
3948,3,100800,Note_off_c,2,39,95,,39,105.0,3,3,9,A,90
3949,3,100800,Note_off_c,3,49,95,,49,105.0,4,1,7,G,30
3950,3,100800,Note_on_c,3,51,95,,51,105.0,4,3,9,A,90
3951,3,100800,Note_on_c,2,39,95,,39,105.0,3,3,9,A,90
3952,3,101760,Note_off_c,3,51,95,,51,106.0,4,3,9,A,90
3953,3,101760,Note_off_c,2,39,95,,39,106.0,3,3,9,A,90
3954,3,101760,Note_on_c,2,39,95,,39,106.0,3,3,9,A,90
3955,3,102000,Note_off_c,2,39,95,,39,106.25,3,3,9,A,90
3956,3,102240,Note_on_c,2,39,95,,39,106.5,3,3,9,A,90
3957,3,102480,Note_off_c,2,39,95,,39,106.75,3,3,9,A,90
3958,3,102480,Note_on_c,2,39,95,,39,106.75,3,3,9,A,90
3959,3,102720,Note_off_c,2,39,95,,39,107.0,3,3,9,A,90
3960,3,102720,Note_on_c,2,59,95,,59,107.0,4,11,5,F,330
3961,3,102720,Note_on_c,2,52,95,,52,107.0,4,4,4,E,120
3962,3,102960,Note_off_c,2,59,95,,59,107.25,4,11,5,F,330
3963,3,102960,Note_off_c,2,52,95,,52,107.25,4,4,4,E,120
3964,3,102960,Note_on_c,2,58,95,,58,107.25,4,10,10,A#,300
3965,3,102960,Note_on_c,2,51,95,,51,107.25,4,3,9,A,90
3966,3,103200,Note_off_c,2,58,95,,58,107.5,4,10,10,A#,300
3967,3,103200,Note_off_c,2,51,95,,51,107.5,4,3,9,A,90
3968,3,103200,Note_on_c,2,57,95,,57,107.5,4,9,3,D#,270
3969,3,103200,Note_on_c,2,50,95,,50,107.5,4,2,2,D,60
3970,3,103680,Note_off_c,2,57,95,,57,108.0,4,9,3,D#,270
3971,3,103680,Note_off_c,2,50,95,,50,108.0,4,2,2,D,60
3972,3,103680,Note_on_c,2,39,95,,39,108.0,3,3,9,A,90
3973,3,103920,Note_off_c,2,39,95,,39,108.25,3,3,9,A,90
3974,3,104160,Note_on_c,2,39,95,,39,108.5,3,3,9,A,90
3975,3,104400,Note_off_c,2,39,95,,39,108.75,3,3,9,A,90
3976,3,104400,Note_on_c,2,39,95,,39,108.75,3,3,9,A,90
3977,3,104580,Note_on_c,3,49,95,,49,108.9375,4,1,7,G,30
3978,3,104640,Note_off_c,2,39,95,,39,109.0,3,3,9,A,90
3979,3,104640,Note_off_c,3,49,95,,49,109.0,4,1,7,G,30
3980,3,104640,Note_on_c,3,51,95,,51,109.0,4,3,9,A,90
3981,3,104640,Note_on_c,2,39,95,,39,109.0,3,3,9,A,90
3982,3,105600,Note_off_c,3,51,95,,51,110.0,4,3,9,A,90
3983,3,105600,Note_off_c,2,39,95,,39,110.0,3,3,9,A,90
3984,3,105600,Note_on_c,2,39,95,,39,110.0,3,3,9,A,90
3985,3,105840,Note_off_c,2,39,95,,39,110.25,3,3,9,A,90
3986,3,105840,Note_on_c,2,39,95,,39,110.25,3,3,9,A,90
3987,3,106080,Note_off_c,2,39,95,,39,110.5,3,3,9,A,90
3988,3,106080,Note_on_c,2,39,95,,39,110.5,3,3,9,A,90
3989,3,106320,Note_off_c,2,39,95,,39,110.75,3,3,9,A,90
3990,3,106320,Note_on_c,2,39,95,,39,110.75,3,3,9,A,90
3991,3,106560,Note_off_c,2,39,95,,39,111.0,3,3,9,A,90
3992,3,106560,Note_on_c,2,49,95,,49,111.0,4,1,7,G,30
3993,3,106560,Note_on_c,2,42,95,,42,111.0,3,6,6,F#,180
3994,3,106800,Note_off_c,2,49,95,,49,111.25,4,1,7,G,30
3995,3,106800,Note_off_c,2,42,95,,42,111.25,3,6,6,F#,180
3996,3,106800,Note_on_c,2,48,95,,48,111.25,4,0,0,C,0
3997,3,106800,Note_on_c,2,41,95,,41,111.25,3,5,11,B,150
3998,3,107040,Note_off_c,2,48,95,,48,111.5,4,0,0,C,0
3999,3,107040,Note_off_c,2,41,95,,41,111.5,3,5,11,B,150
4000,3,107040,Note_on_c,2,47,95,,47,111.5,3,11,5,F,330
4001,3,107040,Note_on_c,2,40,95,,40,111.5,3,4,4,E,120
4002,3,107520,Note_off_c,2,47,95,,47,112.0,3,11,5,F,330
4003,3,107520,Note_off_c,2,40,95,,40,112.0,3,4,4,E,120
