,channel,clocks_per_click,control,denominator,key,name,notated_32nd_notes_per_beat,note,numerator,program,tempo,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,octave,note_value,note_value_nmd,note_name,angle
4875,3.0,,,,,,,52.0,,,,2,note_on,,70.0,52.0,70.0,216242,901.0083333333333,4.0,4.0,4,E,120
4876,3.0,,,,,,,57.0,,,,2,note_on,,70.0,57.0,70.0,216244,901.0166666666667,4.0,9.0,3,D#,270
4877,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,216245,901.0208333333334,5.0,0.0,0,C,0
4878,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,216246,901.025,5.0,4.0,4,E,120
4881,3.0,,,,,,,57.0,,,,0,note_on,,70.0,57.0,70.0,216360,901.5,4.0,9.0,3,D#,270
4882,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,216364,901.5166666666667,5.0,0.0,0,C,0
4883,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,216367,901.5291666666667,5.0,4.0,4,E,120
4890,3.0,,,,,,,45.0,,,,0,note_on,,70.0,45.0,70.0,216420,901.75,3.0,9.0,3,D#,270
4891,3.0,,,,,,,52.0,,,,2,note_on,,70.0,52.0,70.0,216422,901.7583333333333,4.0,4.0,4,E,120
4892,3.0,,,,,,,57.0,,,,2,note_on,,70.0,57.0,70.0,216424,901.7666666666667,4.0,9.0,3,D#,270
4893,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,216425,901.7708333333334,5.0,0.0,0,C,0
4894,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,216426,901.775,5.0,4.0,4,E,120
4897,3.0,,,,,,,57.0,,,,0,note_on,,70.0,57.0,70.0,216540,902.25,4.0,9.0,3,D#,270
4898,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,216544,902.2666666666667,5.0,0.0,0,C,0
4899,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,216547,902.2791666666667,5.0,4.0,4,E,120
4906,3.0,,,,,,,41.0,,,,0,note_on,,70.0,41.0,70.0,216600,902.5,3.0,5.0,11,B,150
4907,3.0,,,,,,,45.0,,,,4,note_on,,70.0,45.0,70.0,216604,902.5166666666667,3.0,9.0,3,D#,270
4908,3.0,,,,,,,57.0,,,,1,note_on,,70.0,57.0,70.0,216605,902.5208333333334,4.0,9.0,3,D#,270
4909,3.0,,,,,,,48.0,,,,0,note_on,,70.0,48.0,70.0,216605,902.5208333333334,4.0,0.0,0,C,0
4910,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,216606,902.525,5.0,0.0,0,C,0
4911,3.0,,,,,,,65.0,,,,1,note_on,,70.0,65.0,70.0,216607,902.5291666666667,5.0,5.0,11,B,150
4915,3.0,,,,,,,57.0,,,,0,note_on,,70.0,57.0,70.0,216720,903.0,4.0,9.0,3,D#,270
4916,3.0,,,,,,,60.0,,,,3,note_on,,70.0,60.0,70.0,216723,903.0124999999999,5.0,0.0,0,C,0
4917,3.0,,,,,,,65.0,,,,4,note_on,,70.0,65.0,70.0,216727,903.0291666666667,5.0,5.0,11,B,150
4924,3.0,,,,,,,41.0,,,,0,note_on,,70.0,41.0,70.0,216780,903.25,3.0,5.0,11,B,150
4925,3.0,,,,,,,45.0,,,,4,note_on,,70.0,45.0,70.0,216784,903.2666666666667,3.0,9.0,3,D#,270
4926,3.0,,,,,,,57.0,,,,1,note_on,,70.0,57.0,70.0,216785,903.2708333333334,4.0,9.0,3,D#,270
4927,3.0,,,,,,,48.0,,,,0,note_on,,70.0,48.0,70.0,216785,903.2708333333334,4.0,0.0,0,C,0
4928,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,216786,903.275,5.0,0.0,0,C,0
4929,3.0,,,,,,,65.0,,,,1,note_on,,70.0,65.0,70.0,216787,903.2791666666667,5.0,5.0,11,B,150
4933,3.0,,,,,,,57.0,,,,0,note_on,,70.0,57.0,70.0,216900,903.75,4.0,9.0,3,D#,270
4934,3.0,,,,,,,60.0,,,,3,note_on,,70.0,60.0,70.0,216903,903.7624999999999,5.0,0.0,0,C,0
4935,3.0,,,,,,,65.0,,,,4,note_on,,70.0,65.0,70.0,216907,903.7791666666667,5.0,5.0,11,B,150
4942,3.0,,,,,,,41.0,,,,0,note_on,,70.0,41.0,70.0,216960,904.0,3.0,5.0,11,B,150
4943,3.0,,,,,,,45.0,,,,4,note_on,,70.0,45.0,70.0,216964,904.0166666666667,3.0,9.0,3,D#,270
4944,3.0,,,,,,,57.0,,,,1,note_on,,70.0,57.0,70.0,216965,904.0208333333334,4.0,9.0,3,D#,270
4945,3.0,,,,,,,48.0,,,,0,note_on,,70.0,48.0,70.0,216965,904.0208333333334,4.0,0.0,0,C,0
4946,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,216966,904.025,5.0,0.0,0,C,0
4947,3.0,,,,,,,65.0,,,,1,note_on,,70.0,65.0,70.0,216967,904.0291666666667,5.0,5.0,11,B,150
4951,3.0,,,,,,,57.0,,,,0,note_on,,70.0,57.0,70.0,217080,904.5,4.0,9.0,3,D#,270
4952,3.0,,,,,,,60.0,,,,3,note_on,,70.0,60.0,70.0,217083,904.5124999999999,5.0,0.0,0,C,0
4953,3.0,,,,,,,65.0,,,,4,note_on,,70.0,65.0,70.0,217087,904.5291666666667,5.0,5.0,11,B,150
4960,3.0,,,,,,,41.0,,,,0,note_on,,70.0,41.0,70.0,217140,904.75,3.0,5.0,11,B,150
4961,3.0,,,,,,,45.0,,,,4,note_on,,70.0,45.0,70.0,217144,904.7666666666667,3.0,9.0,3,D#,270
4962,3.0,,,,,,,57.0,,,,1,note_on,,70.0,57.0,70.0,217145,904.7708333333334,4.0,9.0,3,D#,270
4963,3.0,,,,,,,48.0,,,,0,note_on,,70.0,48.0,70.0,217145,904.7708333333334,4.0,0.0,0,C,0
4964,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,217146,904.775,5.0,0.0,0,C,0
4965,3.0,,,,,,,65.0,,,,1,note_on,,70.0,65.0,70.0,217147,904.7791666666667,5.0,5.0,11,B,150
4969,3.0,,,,,,,57.0,,,,0,note_on,,70.0,57.0,70.0,217260,905.25,4.0,9.0,3,D#,270
4970,3.0,,,,,,,60.0,,,,3,note_on,,70.0,60.0,70.0,217263,905.2624999999999,5.0,0.0,0,C,0
4971,3.0,,,,,,,65.0,,,,4,note_on,,70.0,65.0,70.0,217267,905.2791666666667,5.0,5.0,11,B,150
4978,3.0,,,,,,,45.0,,,,0,note_on,,70.0,45.0,70.0,217320,905.5,3.0,9.0,3,D#,270
4979,3.0,,,,,,,52.0,,,,2,note_on,,70.0,52.0,70.0,217322,905.5083333333333,4.0,4.0,4,E,120
4980,3.0,,,,,,,57.0,,,,2,note_on,,70.0,57.0,70.0,217324,905.5166666666667,4.0,9.0,3,D#,270
4981,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,217325,905.5208333333334,5.0,0.0,0,C,0
4982,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,217326,905.525,5.0,4.0,4,E,120
4985,3.0,,,,,,,57.0,,,,0,note_on,,70.0,57.0,70.0,217440,906.0,4.0,9.0,3,D#,270
4986,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,217444,906.0166666666667,5.0,0.0,0,C,0
4987,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,217447,906.0291666666667,5.0,4.0,4,E,120
4994,3.0,,,,,,,45.0,,,,0,note_on,,70.0,45.0,70.0,217500,906.25,3.0,9.0,3,D#,270
4995,3.0,,,,,,,52.0,,,,2,note_on,,70.0,52.0,70.0,217502,906.2583333333333,4.0,4.0,4,E,120
4996,3.0,,,,,,,57.0,,,,2,note_on,,70.0,57.0,70.0,217504,906.2666666666667,4.0,9.0,3,D#,270
4997,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,217505,906.2708333333334,5.0,0.0,0,C,0
4998,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,217506,906.275,5.0,4.0,4,E,120
5001,3.0,,,,,,,57.0,,,,0,note_on,,70.0,57.0,70.0,217620,906.75,4.0,9.0,3,D#,270
5002,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,217624,906.7666666666667,5.0,0.0,0,C,0
5003,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,217627,906.7791666666667,5.0,4.0,4,E,120
5010,3.0,,,,,,,45.0,,,,0,note_on,,70.0,45.0,70.0,217680,907.0,3.0,9.0,3,D#,270
5011,3.0,,,,,,,52.0,,,,2,note_on,,70.0,52.0,70.0,217682,907.0083333333333,4.0,4.0,4,E,120
5012,3.0,,,,,,,57.0,,,,2,note_on,,70.0,57.0,70.0,217684,907.0166666666667,4.0,9.0,3,D#,270
5013,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,217685,907.0208333333334,5.0,0.0,0,C,0
5014,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,217686,907.025,5.0,4.0,4,E,120
5017,3.0,,,,,,,57.0,,,,0,note_on,,70.0,57.0,70.0,217800,907.5,4.0,9.0,3,D#,270
5018,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,217804,907.5166666666667,5.0,0.0,0,C,0
5019,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,217807,907.5291666666667,5.0,4.0,4,E,120
5026,3.0,,,,,,,45.0,,,,0,note_on,,70.0,45.0,70.0,217860,907.75,3.0,9.0,3,D#,270
5027,3.0,,,,,,,52.0,,,,2,note_on,,70.0,52.0,70.0,217862,907.7583333333333,4.0,4.0,4,E,120
5028,3.0,,,,,,,57.0,,,,2,note_on,,70.0,57.0,70.0,217864,907.7666666666667,4.0,9.0,3,D#,270
5029,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,217865,907.7708333333334,5.0,0.0,0,C,0
5030,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,217866,907.775,5.0,4.0,4,E,120
5033,3.0,,,,,,,57.0,,,,0,note_on,,70.0,57.0,70.0,217980,908.25,4.0,9.0,3,D#,270
5034,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,217984,908.2666666666667,5.0,0.0,0,C,0
5035,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,217987,908.2791666666667,5.0,4.0,4,E,120
5042,3.0,,,,,,,41.0,,,,0,note_on,,70.0,41.0,70.0,218040,908.5,3.0,5.0,11,B,150
5043,3.0,,,,,,,45.0,,,,4,note_on,,70.0,45.0,70.0,218044,908.5166666666667,3.0,9.0,3,D#,270
5044,3.0,,,,,,,57.0,,,,1,note_on,,70.0,57.0,70.0,218045,908.5208333333334,4.0,9.0,3,D#,270
5045,3.0,,,,,,,48.0,,,,0,note_on,,70.0,48.0,70.0,218045,908.5208333333334,4.0,0.0,0,C,0
5046,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,218046,908.525,5.0,0.0,0,C,0
5047,3.0,,,,,,,65.0,,,,1,note_on,,70.0,65.0,70.0,218047,908.5291666666667,5.0,5.0,11,B,150
5051,3.0,,,,,,,57.0,,,,0,note_on,,70.0,57.0,70.0,218160,909.0,4.0,9.0,3,D#,270
5052,3.0,,,,,,,60.0,,,,3,note_on,,70.0,60.0,70.0,218163,909.0124999999999,5.0,0.0,0,C,0
5053,3.0,,,,,,,65.0,,,,4,note_on,,70.0,65.0,70.0,218167,909.0291666666667,5.0,5.0,11,B,150
5060,3.0,,,,,,,41.0,,,,0,note_on,,70.0,41.0,70.0,218220,909.25,3.0,5.0,11,B,150
5061,3.0,,,,,,,45.0,,,,4,note_on,,70.0,45.0,70.0,218224,909.2666666666667,3.0,9.0,3,D#,270
5062,3.0,,,,,,,57.0,,,,1,note_on,,70.0,57.0,70.0,218225,909.2708333333334,4.0,9.0,3,D#,270
5063,3.0,,,,,,,48.0,,,,0,note_on,,70.0,48.0,70.0,218225,909.2708333333334,4.0,0.0,0,C,0
5064,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,218226,909.275,5.0,0.0,0,C,0
5065,3.0,,,,,,,65.0,,,,1,note_on,,70.0,65.0,70.0,218227,909.2791666666667,5.0,5.0,11,B,150
5069,3.0,,,,,,,57.0,,,,0,note_on,,70.0,57.0,70.0,218340,909.75,4.0,9.0,3,D#,270
5070,3.0,,,,,,,60.0,,,,3,note_on,,70.0,60.0,70.0,218343,909.7624999999999,5.0,0.0,0,C,0
5071,3.0,,,,,,,65.0,,,,4,note_on,,70.0,65.0,70.0,218347,909.7791666666667,5.0,5.0,11,B,150
5078,3.0,,,,,,,41.0,,,,0,note_on,,70.0,41.0,70.0,218400,910.0,3.0,5.0,11,B,150
5079,3.0,,,,,,,45.0,,,,4,note_on,,70.0,45.0,70.0,218404,910.0166666666667,3.0,9.0,3,D#,270
5080,3.0,,,,,,,57.0,,,,1,note_on,,70.0,57.0,70.0,218405,910.0208333333334,4.0,9.0,3,D#,270
5081,3.0,,,,,,,48.0,,,,0,note_on,,70.0,48.0,70.0,218405,910.0208333333334,4.0,0.0,0,C,0
5082,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,218406,910.025,5.0,0.0,0,C,0
5083,3.0,,,,,,,65.0,,,,1,note_on,,70.0,65.0,70.0,218407,910.0291666666667,5.0,5.0,11,B,150
5087,3.0,,,,,,,57.0,,,,0,note_on,,70.0,57.0,70.0,218520,910.5,4.0,9.0,3,D#,270
5088,3.0,,,,,,,60.0,,,,3,note_on,,70.0,60.0,70.0,218523,910.5124999999999,5.0,0.0,0,C,0
5089,3.0,,,,,,,65.0,,,,4,note_on,,70.0,65.0,70.0,218527,910.5291666666667,5.0,5.0,11,B,150
5096,3.0,,,,,,,41.0,,,,0,note_on,,70.0,41.0,70.0,218580,910.75,3.0,5.0,11,B,150
5097,3.0,,,,,,,45.0,,,,4,note_on,,70.0,45.0,70.0,218584,910.7666666666667,3.0,9.0,3,D#,270
5098,3.0,,,,,,,57.0,,,,1,note_on,,70.0,57.0,70.0,218585,910.7708333333334,4.0,9.0,3,D#,270
5099,3.0,,,,,,,48.0,,,,0,note_on,,70.0,48.0,70.0,218585,910.7708333333334,4.0,0.0,0,C,0
5100,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,218586,910.775,5.0,0.0,0,C,0
5101,3.0,,,,,,,65.0,,,,1,note_on,,70.0,65.0,70.0,218587,910.7791666666667,5.0,5.0,11,B,150
5105,3.0,,,,,,,57.0,,,,0,note_on,,70.0,57.0,70.0,218700,911.25,4.0,9.0,3,D#,270
5106,3.0,,,,,,,60.0,,,,3,note_on,,70.0,60.0,70.0,218703,911.2624999999999,5.0,0.0,0,C,0
5107,3.0,,,,,,,65.0,,,,4,note_on,,70.0,65.0,70.0,218707,911.2791666666667,5.0,5.0,11,B,150
5114,3.0,,,,,,,48.0,,,,0,note_on,,70.0,48.0,70.0,218760,911.5,4.0,0.0,0,C,0
5115,3.0,,,,,,,52.0,,,,4,note_on,,70.0,52.0,70.0,218764,911.5166666666667,4.0,4.0,4,E,120
5116,3.0,,,,,,,55.0,,,,1,note_on,,70.0,55.0,70.0,218765,911.5208333333334,4.0,7.0,1,C#,210
5117,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,218766,911.525,5.0,0.0,0,C,0
5118,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,218767,911.5291666666667,5.0,4.0,4,E,120
5122,3.0,,,,,,,55.0,,,,0,note_on,,70.0,55.0,70.0,218880,912.0,4.0,7.0,1,C#,210
5123,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,218884,912.0166666666667,5.0,0.0,0,C,0
5124,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,218887,912.0291666666667,5.0,4.0,4,E,120
5130,3.0,,,,,,,48.0,,,,0,note_on,,70.0,48.0,70.0,218940,912.25,4.0,0.0,0,C,0
5131,3.0,,,,,,,52.0,,,,4,note_on,,70.0,52.0,70.0,218944,912.2666666666667,4.0,4.0,4,E,120
5132,3.0,,,,,,,55.0,,,,1,note_on,,70.0,55.0,70.0,218945,912.2708333333334,4.0,7.0,1,C#,210
5133,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,218946,912.275,5.0,0.0,0,C,0
5134,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,218947,912.2791666666667,5.0,4.0,4,E,120
5138,3.0,,,,,,,55.0,,,,0,note_on,,70.0,55.0,70.0,219060,912.75,4.0,7.0,1,C#,210
5139,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,219064,912.7666666666667,5.0,0.0,0,C,0
5140,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,219067,912.7791666666667,5.0,4.0,4,E,120
5146,3.0,,,,,,,43.0,,,,0,note_on,,70.0,43.0,70.0,219120,913.0,3.0,7.0,1,C#,210
5147,3.0,,,,,,,47.0,,,,2,note_on,,70.0,47.0,70.0,219122,913.0083333333333,3.0,11.0,5,F,330
5148,3.0,,,,,,,50.0,,,,2,note_on,,70.0,50.0,70.0,219124,913.0166666666667,4.0,2.0,2,D,60
5149,3.0,,,,,,,55.0,,,,1,note_on,,70.0,55.0,70.0,219125,913.0208333333334,4.0,7.0,1,C#,210
5150,3.0,,,,,,,59.0,,,,1,note_on,,70.0,59.0,70.0,219126,913.025,4.0,11.0,5,F,330
5151,3.0,,,,,,,67.0,,,,1,note_on,,70.0,67.0,70.0,219127,913.0291666666667,5.0,7.0,1,C#,210
5155,3.0,,,,,,,55.0,,,,0,note_on,,70.0,55.0,70.0,219240,913.5,4.0,7.0,1,C#,210
5156,3.0,,,,,,,59.0,,,,4,note_on,,70.0,59.0,70.0,219244,913.5166666666667,4.0,11.0,5,F,330
5157,3.0,,,,,,,67.0,,,,3,note_on,,70.0,67.0,70.0,219247,913.5291666666667,5.0,7.0,1,C#,210
5164,3.0,,,,,,,43.0,,,,0,note_on,,70.0,43.0,70.0,219300,913.75,3.0,7.0,1,C#,210
5165,3.0,,,,,,,47.0,,,,2,note_on,,70.0,47.0,70.0,219302,913.7583333333333,3.0,11.0,5,F,330
5166,3.0,,,,,,,50.0,,,,2,note_on,,70.0,50.0,70.0,219304,913.7666666666667,4.0,2.0,2,D,60
5167,3.0,,,,,,,55.0,,,,1,note_on,,70.0,55.0,70.0,219305,913.7708333333334,4.0,7.0,1,C#,210
5168,3.0,,,,,,,59.0,,,,1,note_on,,70.0,59.0,70.0,219306,913.775,4.0,11.0,5,F,330
5169,3.0,,,,,,,67.0,,,,1,note_on,,70.0,67.0,70.0,219307,913.7791666666667,5.0,7.0,1,C#,210
5173,3.0,,,,,,,55.0,,,,0,note_on,,70.0,55.0,70.0,219420,914.25,4.0,7.0,1,C#,210
5174,3.0,,,,,,,59.0,,,,4,note_on,,70.0,59.0,70.0,219424,914.2666666666667,4.0,11.0,5,F,330
5175,3.0,,,,,,,67.0,,,,3,note_on,,70.0,67.0,70.0,219427,914.2791666666667,5.0,7.0,1,C#,210
5182,3.0,,,,,,,48.0,,,,0,note_on,,70.0,48.0,70.0,219480,914.5,4.0,0.0,0,C,0
5183,3.0,,,,,,,52.0,,,,4,note_on,,70.0,52.0,70.0,219484,914.5166666666667,4.0,4.0,4,E,120
5184,3.0,,,,,,,55.0,,,,1,note_on,,70.0,55.0,70.0,219485,914.5208333333334,4.0,7.0,1,C#,210
5185,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,219486,914.525,5.0,0.0,0,C,0
5186,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,219487,914.5291666666667,5.0,4.0,4,E,120
5190,3.0,,,,,,,55.0,,,,0,note_on,,70.0,55.0,70.0,219600,915.0,4.0,7.0,1,C#,210
5191,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,219604,915.0166666666667,5.0,0.0,0,C,0
5192,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,219607,915.0291666666667,5.0,4.0,4,E,120
5198,3.0,,,,,,,48.0,,,,0,note_on,,70.0,48.0,70.0,219660,915.25,4.0,0.0,0,C,0
5199,3.0,,,,,,,52.0,,,,4,note_on,,70.0,52.0,70.0,219664,915.2666666666667,4.0,4.0,4,E,120
5200,3.0,,,,,,,55.0,,,,1,note_on,,70.0,55.0,70.0,219665,915.2708333333334,4.0,7.0,1,C#,210
5201,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,219666,915.275,5.0,0.0,0,C,0
5202,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,219667,915.2791666666667,5.0,4.0,4,E,120
5206,3.0,,,,,,,55.0,,,,0,note_on,,70.0,55.0,70.0,219780,915.75,4.0,7.0,1,C#,210
5207,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,219784,915.7666666666667,5.0,0.0,0,C,0
5208,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,219787,915.7791666666667,5.0,4.0,4,E,120
5214,3.0,,,,,,,43.0,,,,0,note_on,,70.0,43.0,70.0,219840,916.0,3.0,7.0,1,C#,210
5215,3.0,,,,,,,47.0,,,,2,note_on,,70.0,47.0,70.0,219842,916.0083333333333,3.0,11.0,5,F,330
5216,3.0,,,,,,,50.0,,,,2,note_on,,70.0,50.0,70.0,219844,916.0166666666667,4.0,2.0,2,D,60
5217,3.0,,,,,,,55.0,,,,1,note_on,,70.0,55.0,70.0,219845,916.0208333333334,4.0,7.0,1,C#,210
5218,3.0,,,,,,,59.0,,,,1,note_on,,70.0,59.0,70.0,219846,916.025,4.0,11.0,5,F,330
5219,3.0,,,,,,,67.0,,,,1,note_on,,70.0,67.0,70.0,219847,916.0291666666667,5.0,7.0,1,C#,210
5223,3.0,,,,,,,55.0,,,,0,note_on,,70.0,55.0,70.0,219960,916.5,4.0,7.0,1,C#,210
5224,3.0,,,,,,,59.0,,,,4,note_on,,70.0,59.0,70.0,219964,916.5166666666667,4.0,11.0,5,F,330
5225,3.0,,,,,,,67.0,,,,3,note_on,,70.0,67.0,70.0,219967,916.5291666666667,5.0,7.0,1,C#,210
5232,3.0,,,,,,,43.0,,,,0,note_on,,70.0,43.0,70.0,220020,916.75,3.0,7.0,1,C#,210
5233,3.0,,,,,,,47.0,,,,2,note_on,,70.0,47.0,70.0,220022,916.7583333333333,3.0,11.0,5,F,330
5234,3.0,,,,,,,50.0,,,,2,note_on,,70.0,50.0,70.0,220024,916.7666666666667,4.0,2.0,2,D,60
5235,3.0,,,,,,,55.0,,,,1,note_on,,70.0,55.0,70.0,220025,916.7708333333334,4.0,7.0,1,C#,210
5236,3.0,,,,,,,59.0,,,,1,note_on,,70.0,59.0,70.0,220026,916.775,4.0,11.0,5,F,330
5237,3.0,,,,,,,67.0,,,,1,note_on,,70.0,67.0,70.0,220027,916.7791666666667,5.0,7.0,1,C#,210
5241,3.0,,,,,,,55.0,,,,0,note_on,,70.0,55.0,70.0,220140,917.25,4.0,7.0,1,C#,210
5242,3.0,,,,,,,59.0,,,,4,note_on,,70.0,59.0,70.0,220144,917.2666666666667,4.0,11.0,5,F,330
5243,3.0,,,,,,,67.0,,,,3,note_on,,70.0,67.0,70.0,220147,917.2791666666667,5.0,7.0,1,C#,210
5250,3.0,,,,,,,45.0,,,,0,note_on,,70.0,45.0,70.0,220200,917.5,3.0,9.0,3,D#,270
5251,3.0,,,,,,,52.0,,,,2,note_on,,70.0,52.0,70.0,220202,917.5083333333333,4.0,4.0,4,E,120
5252,3.0,,,,,,,57.0,,,,2,note_on,,70.0,57.0,70.0,220204,917.5166666666667,4.0,9.0,3,D#,270
5253,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,220205,917.5208333333334,5.0,0.0,0,C,0
5254,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,220206,917.525,5.0,4.0,4,E,120
5258,3.0,,,,,,,57.0,,,,0,note_on,,70.0,57.0,70.0,220320,918.0,4.0,9.0,3,D#,270
5259,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,220324,918.0166666666667,5.0,0.0,0,C,0
5260,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,220327,918.0291666666667,5.0,4.0,4,E,120
5266,3.0,,,,,,,45.0,,,,0,note_on,,70.0,45.0,70.0,220380,918.25,3.0,9.0,3,D#,270
5267,3.0,,,,,,,52.0,,,,2,note_on,,70.0,52.0,70.0,220382,918.2583333333333,4.0,4.0,4,E,120
5268,3.0,,,,,,,57.0,,,,2,note_on,,70.0,57.0,70.0,220384,918.2666666666667,4.0,9.0,3,D#,270
5269,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,220385,918.2708333333334,5.0,0.0,0,C,0
5270,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,220386,918.275,5.0,4.0,4,E,120
5273,3.0,,,,,,,64.0,,,,0,note_on,,100.0,64.0,100.0,220440,918.5,5.0,4.0,4,E,120
5274,3.0,,,,,,,60.0,,,,4,note_on,,100.0,60.0,100.0,220444,918.5166666666667,5.0,0.0,0,C,0
5275,3.0,,,,,,,57.0,,,,3,note_on,,100.0,57.0,100.0,220447,918.5291666666667,4.0,9.0,3,D#,270
5280,3.0,,,,,,,57.0,,,,0,note_on,,70.0,57.0,70.0,220500,918.75,4.0,9.0,3,D#,270
5281,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,220504,918.7666666666667,5.0,0.0,0,C,0
5282,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,220507,918.7791666666667,5.0,4.0,4,E,120
5288,3.0,,,,,,,48.0,,,,0,note_on,,70.0,48.0,70.0,220560,919.0,4.0,0.0,0,C,0
5289,3.0,,,,,,,52.0,,,,4,note_on,,70.0,52.0,70.0,220564,919.0166666666667,4.0,4.0,4,E,120
5290,3.0,,,,,,,55.0,,,,1,note_on,,70.0,55.0,70.0,220565,919.0208333333334,4.0,7.0,1,C#,210
5291,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,220566,919.025,5.0,0.0,0,C,0
5292,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,220567,919.0291666666667,5.0,4.0,4,E,120
5296,3.0,,,,,,,55.0,,,,0,note_on,,70.0,55.0,70.0,220680,919.5,4.0,7.0,1,C#,210
5297,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,220684,919.5166666666667,5.0,0.0,0,C,0
5298,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,220687,919.5291666666667,5.0,4.0,4,E,120
5304,3.0,,,,,,,48.0,,,,0,note_on,,70.0,48.0,70.0,220740,919.75,4.0,0.0,0,C,0
5305,3.0,,,,,,,52.0,,,,4,note_on,,70.0,52.0,70.0,220744,919.7666666666667,4.0,4.0,4,E,120
5306,3.0,,,,,,,55.0,,,,1,note_on,,70.0,55.0,70.0,220745,919.7708333333334,4.0,7.0,1,C#,210
5307,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,220746,919.775,5.0,0.0,0,C,0
5308,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,220747,919.7791666666667,5.0,4.0,4,E,120
5312,3.0,,,,,,,55.0,,,,0,note_on,,70.0,55.0,70.0,220860,920.25,4.0,7.0,1,C#,210
