,channel,clocks_per_click,control,denominator,key,name,notated_32nd_notes_per_beat,note,numerator,program,tempo,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,octave,note_value,note_value_nmd,note_name,angle
3389,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,200524,835.5166666666667,5.0,0.0,0,C,0
3390,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,200527,835.5291666666667,5.0,4.0,4,E,120
3396,3.0,,,,,,,48.0,,,,0,note_on,,70.0,48.0,70.0,200580,835.75,4.0,0.0,0,C,0
3397,3.0,,,,,,,52.0,,,,4,note_on,,70.0,52.0,70.0,200584,835.7666666666667,4.0,4.0,4,E,120
3398,3.0,,,,,,,55.0,,,,1,note_on,,70.0,55.0,70.0,200585,835.7708333333334,4.0,7.0,1,C#,210
3399,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,200586,835.775,5.0,0.0,0,C,0
3400,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,200587,835.7791666666667,5.0,4.0,4,E,120
3404,3.0,,,,,,,55.0,,,,0,note_on,,70.0,55.0,70.0,200700,836.25,4.0,7.0,1,C#,210
3405,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,200704,836.2666666666667,5.0,0.0,0,C,0
3406,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,200707,836.2791666666667,5.0,4.0,4,E,120
3412,3.0,,,,,,,45.0,,,,0,note_on,,70.0,45.0,70.0,200760,836.5,3.0,9.0,3,D#,270
3413,3.0,,,,,,,52.0,,,,2,note_on,,70.0,52.0,70.0,200762,836.5083333333333,4.0,4.0,4,E,120
3414,3.0,,,,,,,57.0,,,,2,note_on,,70.0,57.0,70.0,200764,836.5166666666667,4.0,9.0,3,D#,270
3415,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,200765,836.5208333333334,5.0,0.0,0,C,0
3416,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,200766,836.525,5.0,4.0,4,E,120
3419,3.0,,,,,,,57.0,,,,0,note_on,,70.0,57.0,70.0,200880,837.0,4.0,9.0,3,D#,270
3420,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,200884,837.0166666666667,5.0,0.0,0,C,0
3421,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,200887,837.0291666666667,5.0,4.0,4,E,120
3428,3.0,,,,,,,45.0,,,,0,note_on,,70.0,45.0,70.0,200940,837.25,3.0,9.0,3,D#,270
3429,3.0,,,,,,,52.0,,,,2,note_on,,70.0,52.0,70.0,200942,837.2583333333333,4.0,4.0,4,E,120
3430,3.0,,,,,,,57.0,,,,2,note_on,,70.0,57.0,70.0,200944,837.2666666666667,4.0,9.0,3,D#,270
3431,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,200945,837.2708333333334,5.0,0.0,0,C,0
3432,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,200946,837.275,5.0,4.0,4,E,120
3435,3.0,,,,,,,57.0,,,,0,note_on,,70.0,57.0,70.0,201060,837.75,4.0,9.0,3,D#,270
3436,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,201064,837.7666666666667,5.0,0.0,0,C,0
3437,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,201067,837.7791666666667,5.0,4.0,4,E,120
3444,3.0,,,,,,,48.0,,,,0,note_on,,70.0,48.0,70.0,201120,838.0,4.0,0.0,0,C,0
3445,3.0,,,,,,,52.0,,,,4,note_on,,70.0,52.0,70.0,201124,838.0166666666667,4.0,4.0,4,E,120
3446,3.0,,,,,,,55.0,,,,1,note_on,,70.0,55.0,70.0,201125,838.0208333333334,4.0,7.0,1,C#,210
3447,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,201126,838.025,5.0,0.0,0,C,0
3448,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,201127,838.0291666666667,5.0,4.0,4,E,120
3452,3.0,,,,,,,55.0,,,,0,note_on,,70.0,55.0,70.0,201240,838.5,4.0,7.0,1,C#,210
3453,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,201244,838.5166666666667,5.0,0.0,0,C,0
3454,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,201247,838.5291666666667,5.0,4.0,4,E,120
3460,3.0,,,,,,,48.0,,,,0,note_on,,70.0,48.0,70.0,201300,838.75,4.0,0.0,0,C,0
3461,3.0,,,,,,,52.0,,,,4,note_on,,70.0,52.0,70.0,201304,838.7666666666667,4.0,4.0,4,E,120
3462,3.0,,,,,,,55.0,,,,1,note_on,,70.0,55.0,70.0,201305,838.7708333333334,4.0,7.0,1,C#,210
3463,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,201306,838.775,5.0,0.0,0,C,0
3464,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,201307,838.7791666666667,5.0,4.0,4,E,120
3468,3.0,,,,,,,55.0,,,,0,note_on,,70.0,55.0,70.0,201420,839.25,4.0,7.0,1,C#,210
3469,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,201424,839.2666666666667,5.0,0.0,0,C,0
3470,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,201427,839.2791666666667,5.0,4.0,4,E,120
3476,3.0,,,,,,,45.0,,,,0,note_on,,70.0,45.0,70.0,201480,839.5,3.0,9.0,3,D#,270
3477,3.0,,,,,,,52.0,,,,2,note_on,,70.0,52.0,70.0,201482,839.5083333333333,4.0,4.0,4,E,120
3478,3.0,,,,,,,57.0,,,,2,note_on,,70.0,57.0,70.0,201484,839.5166666666667,4.0,9.0,3,D#,270
3479,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,201485,839.5208333333334,5.0,0.0,0,C,0
3480,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,201486,839.525,5.0,4.0,4,E,120
3483,3.0,,,,,,,57.0,,,,0,note_on,,70.0,57.0,70.0,201600,840.0,4.0,9.0,3,D#,270
3484,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,201604,840.0166666666667,5.0,0.0,0,C,0
3485,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,201607,840.0291666666667,5.0,4.0,4,E,120
3492,3.0,,,,,,,45.0,,,,0,note_on,,70.0,45.0,70.0,201660,840.25,3.0,9.0,3,D#,270
3493,3.0,,,,,,,52.0,,,,2,note_on,,70.0,52.0,70.0,201662,840.2583333333333,4.0,4.0,4,E,120
3494,3.0,,,,,,,57.0,,,,2,note_on,,70.0,57.0,70.0,201664,840.2666666666667,4.0,9.0,3,D#,270
3495,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,201665,840.2708333333334,5.0,0.0,0,C,0
3496,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,201666,840.275,5.0,4.0,4,E,120
3499,3.0,,,,,,,57.0,,,,0,note_on,,70.0,57.0,70.0,201780,840.75,4.0,9.0,3,D#,270
3500,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,201784,840.7666666666667,5.0,0.0,0,C,0
3501,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,201787,840.7791666666667,5.0,4.0,4,E,120
3508,3.0,,,,,,,48.0,,,,0,note_on,,70.0,48.0,70.0,201840,841.0,4.0,0.0,0,C,0
3509,3.0,,,,,,,52.0,,,,4,note_on,,70.0,52.0,70.0,201844,841.0166666666667,4.0,4.0,4,E,120
3510,3.0,,,,,,,55.0,,,,1,note_on,,70.0,55.0,70.0,201845,841.0208333333334,4.0,7.0,1,C#,210
3511,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,201846,841.025,5.0,0.0,0,C,0
3512,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,201847,841.0291666666667,5.0,4.0,4,E,120
3516,3.0,,,,,,,55.0,,,,0,note_on,,70.0,55.0,70.0,201960,841.5,4.0,7.0,1,C#,210
3517,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,201964,841.5166666666667,5.0,0.0,0,C,0
3518,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,201967,841.5291666666667,5.0,4.0,4,E,120
3524,3.0,,,,,,,48.0,,,,0,note_on,,70.0,48.0,70.0,202020,841.75,4.0,0.0,0,C,0
3525,3.0,,,,,,,52.0,,,,4,note_on,,70.0,52.0,70.0,202024,841.7666666666667,4.0,4.0,4,E,120
3526,3.0,,,,,,,55.0,,,,1,note_on,,70.0,55.0,70.0,202025,841.7708333333334,4.0,7.0,1,C#,210
3527,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,202026,841.775,5.0,0.0,0,C,0
3528,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,202027,841.7791666666667,5.0,4.0,4,E,120
3532,3.0,,,,,,,55.0,,,,0,note_on,,70.0,55.0,70.0,202140,842.25,4.0,7.0,1,C#,210
3533,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,202144,842.2666666666667,5.0,0.0,0,C,0
3534,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,202147,842.2791666666667,5.0,4.0,4,E,120
3540,3.0,,,,,,,45.0,,,,0,note_on,,70.0,45.0,70.0,202200,842.5,3.0,9.0,3,D#,270
3541,3.0,,,,,,,52.0,,,,2,note_on,,70.0,52.0,70.0,202202,842.5083333333333,4.0,4.0,4,E,120
3542,3.0,,,,,,,57.0,,,,2,note_on,,70.0,57.0,70.0,202204,842.5166666666667,4.0,9.0,3,D#,270
3543,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,202205,842.5208333333334,5.0,0.0,0,C,0
3544,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,202206,842.525,5.0,4.0,4,E,120
3547,3.0,,,,,,,57.0,,,,0,note_on,,70.0,57.0,70.0,202320,843.0,4.0,9.0,3,D#,270
3548,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,202324,843.0166666666667,5.0,0.0,0,C,0
3549,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,202327,843.0291666666667,5.0,4.0,4,E,120
3556,3.0,,,,,,,45.0,,,,0,note_on,,70.0,45.0,70.0,202380,843.25,3.0,9.0,3,D#,270
3557,3.0,,,,,,,52.0,,,,2,note_on,,70.0,52.0,70.0,202382,843.2583333333333,4.0,4.0,4,E,120
3558,3.0,,,,,,,57.0,,,,2,note_on,,70.0,57.0,70.0,202384,843.2666666666667,4.0,9.0,3,D#,270
3559,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,202385,843.2708333333334,5.0,0.0,0,C,0
3560,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,202386,843.275,5.0,4.0,4,E,120
3563,3.0,,,,,,,57.0,,,,0,note_on,,70.0,57.0,70.0,202500,843.75,4.0,9.0,3,D#,270
3564,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,202504,843.7666666666667,5.0,0.0,0,C,0
3565,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,202507,843.7791666666667,5.0,4.0,4,E,120
3572,3.0,,,,,,,41.0,,,,0,note_on,,70.0,41.0,70.0,202560,844.0,3.0,5.0,11,B,150
3573,3.0,,,,,,,45.0,,,,4,note_on,,70.0,45.0,70.0,202564,844.0166666666667,3.0,9.0,3,D#,270
3574,3.0,,,,,,,57.0,,,,1,note_on,,70.0,57.0,70.0,202565,844.0208333333334,4.0,9.0,3,D#,270
3575,3.0,,,,,,,48.0,,,,0,note_on,,70.0,48.0,70.0,202565,844.0208333333334,4.0,0.0,0,C,0
3576,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,202566,844.025,5.0,0.0,0,C,0
3577,3.0,,,,,,,65.0,,,,1,note_on,,70.0,65.0,70.0,202567,844.0291666666667,5.0,5.0,11,B,150
3581,3.0,,,,,,,57.0,,,,0,note_on,,70.0,57.0,70.0,202680,844.5,4.0,9.0,3,D#,270
3582,3.0,,,,,,,60.0,,,,3,note_on,,70.0,60.0,70.0,202683,844.5124999999999,5.0,0.0,0,C,0
3583,3.0,,,,,,,65.0,,,,4,note_on,,70.0,65.0,70.0,202687,844.5291666666667,5.0,5.0,11,B,150
3590,3.0,,,,,,,41.0,,,,0,note_on,,70.0,41.0,70.0,202740,844.75,3.0,5.0,11,B,150
3591,3.0,,,,,,,45.0,,,,4,note_on,,70.0,45.0,70.0,202744,844.7666666666667,3.0,9.0,3,D#,270
3592,3.0,,,,,,,57.0,,,,1,note_on,,70.0,57.0,70.0,202745,844.7708333333334,4.0,9.0,3,D#,270
3593,3.0,,,,,,,48.0,,,,0,note_on,,70.0,48.0,70.0,202745,844.7708333333334,4.0,0.0,0,C,0
3594,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,202746,844.775,5.0,0.0,0,C,0
3595,3.0,,,,,,,65.0,,,,1,note_on,,70.0,65.0,70.0,202747,844.7791666666667,5.0,5.0,11,B,150
3599,3.0,,,,,,,57.0,,,,0,note_on,,70.0,57.0,70.0,202860,845.25,4.0,9.0,3,D#,270
3600,3.0,,,,,,,60.0,,,,3,note_on,,70.0,60.0,70.0,202863,845.2624999999999,5.0,0.0,0,C,0
3601,3.0,,,,,,,65.0,,,,4,note_on,,70.0,65.0,70.0,202867,845.2791666666667,5.0,5.0,11,B,150
3608,3.0,,,,,,,43.0,,,,0,note_on,,70.0,43.0,70.0,202920,845.5,3.0,7.0,1,C#,210
3609,3.0,,,,,,,47.0,,,,2,note_on,,70.0,47.0,70.0,202922,845.5083333333333,3.0,11.0,5,F,330
3610,3.0,,,,,,,50.0,,,,2,note_on,,70.0,50.0,70.0,202924,845.5166666666667,4.0,2.0,2,D,60
3611,3.0,,,,,,,55.0,,,,1,note_on,,70.0,55.0,70.0,202925,845.5208333333334,4.0,7.0,1,C#,210
3612,3.0,,,,,,,59.0,,,,1,note_on,,70.0,59.0,70.0,202926,845.525,4.0,11.0,5,F,330
3613,3.0,,,,,,,67.0,,,,1,note_on,,70.0,67.0,70.0,202927,845.5291666666667,5.0,7.0,1,C#,210
3617,3.0,,,,,,,55.0,,,,0,note_on,,70.0,55.0,70.0,203040,846.0,4.0,7.0,1,C#,210
3618,3.0,,,,,,,59.0,,,,4,note_on,,70.0,59.0,70.0,203044,846.0166666666667,4.0,11.0,5,F,330
3619,3.0,,,,,,,67.0,,,,3,note_on,,70.0,67.0,70.0,203047,846.0291666666667,5.0,7.0,1,C#,210
3626,3.0,,,,,,,43.0,,,,0,note_on,,70.0,43.0,70.0,203100,846.25,3.0,7.0,1,C#,210
3627,3.0,,,,,,,47.0,,,,2,note_on,,70.0,47.0,70.0,203102,846.2583333333333,3.0,11.0,5,F,330
3628,3.0,,,,,,,50.0,,,,2,note_on,,70.0,50.0,70.0,203104,846.2666666666667,4.0,2.0,2,D,60
3629,3.0,,,,,,,55.0,,,,1,note_on,,70.0,55.0,70.0,203105,846.2708333333334,4.0,7.0,1,C#,210
3630,3.0,,,,,,,59.0,,,,1,note_on,,70.0,59.0,70.0,203106,846.275,4.0,11.0,5,F,330
3631,3.0,,,,,,,67.0,,,,1,note_on,,70.0,67.0,70.0,203107,846.2791666666667,5.0,7.0,1,C#,210
3635,3.0,,,,,,,55.0,,,,0,note_on,,70.0,55.0,70.0,203220,846.75,4.0,7.0,1,C#,210
3636,3.0,,,,,,,59.0,,,,4,note_on,,70.0,59.0,70.0,203224,846.7666666666667,4.0,11.0,5,F,330
3637,3.0,,,,,,,67.0,,,,3,note_on,,70.0,67.0,70.0,203227,846.7791666666667,5.0,7.0,1,C#,210
3644,3.0,,,,,,,48.0,,,,0,note_on,,70.0,48.0,70.0,203280,847.0,4.0,0.0,0,C,0
3645,3.0,,,,,,,52.0,,,,4,note_on,,70.0,52.0,70.0,203284,847.0166666666667,4.0,4.0,4,E,120
3646,3.0,,,,,,,55.0,,,,1,note_on,,70.0,55.0,70.0,203285,847.0208333333334,4.0,7.0,1,C#,210
3647,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,203286,847.025,5.0,0.0,0,C,0
3648,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,203287,847.0291666666667,5.0,4.0,4,E,120
3652,3.0,,,,,,,55.0,,,,0,note_on,,70.0,55.0,70.0,203400,847.5,4.0,7.0,1,C#,210
3653,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,203404,847.5166666666667,5.0,0.0,0,C,0
3654,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,203407,847.5291666666667,5.0,4.0,4,E,120
3660,3.0,,,,,,,48.0,,,,0,note_on,,70.0,48.0,70.0,203460,847.75,4.0,0.0,0,C,0
3661,3.0,,,,,,,52.0,,,,4,note_on,,70.0,52.0,70.0,203464,847.7666666666667,4.0,4.0,4,E,120
3662,3.0,,,,,,,55.0,,,,1,note_on,,70.0,55.0,70.0,203465,847.7708333333334,4.0,7.0,1,C#,210
3663,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,203466,847.775,5.0,0.0,0,C,0
3664,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,203467,847.7791666666667,5.0,4.0,4,E,120
3668,3.0,,,,,,,55.0,,,,0,note_on,,70.0,55.0,70.0,203580,848.25,4.0,7.0,1,C#,210
3669,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,203584,848.2666666666667,5.0,0.0,0,C,0
3670,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,203587,848.2791666666667,5.0,4.0,4,E,120
3676,3.0,,,,,,,43.0,,,,0,note_on,,70.0,43.0,70.0,203640,848.5,3.0,7.0,1,C#,210
3677,3.0,,,,,,,47.0,,,,2,note_on,,70.0,47.0,70.0,203642,848.5083333333333,3.0,11.0,5,F,330
3678,3.0,,,,,,,50.0,,,,2,note_on,,70.0,50.0,70.0,203644,848.5166666666667,4.0,2.0,2,D,60
3679,3.0,,,,,,,55.0,,,,1,note_on,,70.0,55.0,70.0,203645,848.5208333333334,4.0,7.0,1,C#,210
3680,3.0,,,,,,,59.0,,,,1,note_on,,70.0,59.0,70.0,203646,848.525,4.0,11.0,5,F,330
3681,3.0,,,,,,,67.0,,,,1,note_on,,70.0,67.0,70.0,203647,848.5291666666667,5.0,7.0,1,C#,210
3685,3.0,,,,,,,55.0,,,,0,note_on,,70.0,55.0,70.0,203760,849.0,4.0,7.0,1,C#,210
3686,3.0,,,,,,,59.0,,,,4,note_on,,70.0,59.0,70.0,203764,849.0166666666667,4.0,11.0,5,F,330
3687,3.0,,,,,,,67.0,,,,3,note_on,,70.0,67.0,70.0,203767,849.0291666666667,5.0,7.0,1,C#,210
3694,3.0,,,,,,,43.0,,,,0,note_on,,70.0,43.0,70.0,203820,849.25,3.0,7.0,1,C#,210
3695,3.0,,,,,,,47.0,,,,2,note_on,,70.0,47.0,70.0,203822,849.2583333333333,3.0,11.0,5,F,330
3696,3.0,,,,,,,50.0,,,,2,note_on,,70.0,50.0,70.0,203824,849.2666666666667,4.0,2.0,2,D,60
3697,3.0,,,,,,,55.0,,,,1,note_on,,70.0,55.0,70.0,203825,849.2708333333334,4.0,7.0,1,C#,210
3698,3.0,,,,,,,59.0,,,,1,note_on,,70.0,59.0,70.0,203826,849.275,4.0,11.0,5,F,330
3699,3.0,,,,,,,67.0,,,,1,note_on,,70.0,67.0,70.0,203827,849.2791666666667,5.0,7.0,1,C#,210
3703,3.0,,,,,,,55.0,,,,0,note_on,,70.0,55.0,70.0,203940,849.75,4.0,7.0,1,C#,210
3704,3.0,,,,,,,59.0,,,,4,note_on,,70.0,59.0,70.0,203944,849.7666666666667,4.0,11.0,5,F,330
3705,3.0,,,,,,,67.0,,,,3,note_on,,70.0,67.0,70.0,203947,849.7791666666667,5.0,7.0,1,C#,210
3712,3.0,,,,,,,48.0,,,,0,note_on,,70.0,48.0,70.0,204000,850.0,4.0,0.0,0,C,0
3713,3.0,,,,,,,52.0,,,,4,note_on,,70.0,52.0,70.0,204004,850.0166666666667,4.0,4.0,4,E,120
3714,3.0,,,,,,,55.0,,,,1,note_on,,70.0,55.0,70.0,204005,850.0208333333334,4.0,7.0,1,C#,210
3715,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,204006,850.025,5.0,0.0,0,C,0
3716,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,204007,850.0291666666667,5.0,4.0,4,E,120
3720,3.0,,,,,,,55.0,,,,0,note_on,,70.0,55.0,70.0,204120,850.5,4.0,7.0,1,C#,210
3721,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,204124,850.5166666666667,5.0,0.0,0,C,0
3722,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,204127,850.5291666666667,5.0,4.0,4,E,120
3728,3.0,,,,,,,48.0,,,,0,note_on,,70.0,48.0,70.0,204180,850.75,4.0,0.0,0,C,0
3729,3.0,,,,,,,52.0,,,,4,note_on,,70.0,52.0,70.0,204184,850.7666666666667,4.0,4.0,4,E,120
3730,3.0,,,,,,,55.0,,,,1,note_on,,70.0,55.0,70.0,204185,850.7708333333334,4.0,7.0,1,C#,210
3731,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,204186,850.775,5.0,0.0,0,C,0
3732,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,204187,850.7791666666667,5.0,4.0,4,E,120
3736,3.0,,,,,,,55.0,,,,0,note_on,,70.0,55.0,70.0,204300,851.25,4.0,7.0,1,C#,210
3737,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,204304,851.2666666666667,5.0,0.0,0,C,0
3738,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,204307,851.2791666666667,5.0,4.0,4,E,120
3744,3.0,,,,,,,41.0,,,,0,note_on,,70.0,41.0,70.0,204360,851.5,3.0,5.0,11,B,150
3745,3.0,,,,,,,45.0,,,,4,note_on,,70.0,45.0,70.0,204364,851.5166666666667,3.0,9.0,3,D#,270
3746,3.0,,,,,,,57.0,,,,1,note_on,,70.0,57.0,70.0,204365,851.5208333333334,4.0,9.0,3,D#,270
3747,3.0,,,,,,,48.0,,,,0,note_on,,70.0,48.0,70.0,204365,851.5208333333334,4.0,0.0,0,C,0
3748,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,204366,851.525,5.0,0.0,0,C,0
3749,3.0,,,,,,,65.0,,,,1,note_on,,70.0,65.0,70.0,204367,851.5291666666667,5.0,5.0,11,B,150
3753,3.0,,,,,,,57.0,,,,0,note_on,,70.0,57.0,70.0,204480,852.0,4.0,9.0,3,D#,270
3754,3.0,,,,,,,60.0,,,,3,note_on,,70.0,60.0,70.0,204483,852.0124999999999,5.0,0.0,0,C,0
3755,3.0,,,,,,,65.0,,,,4,note_on,,70.0,65.0,70.0,204487,852.0291666666667,5.0,5.0,11,B,150
3762,3.0,,,,,,,43.0,,,,0,note_on,,70.0,43.0,70.0,204540,852.25,3.0,7.0,1,C#,210
3763,3.0,,,,,,,47.0,,,,2,note_on,,70.0,47.0,70.0,204542,852.2583333333333,3.0,11.0,5,F,330
3764,3.0,,,,,,,50.0,,,,2,note_on,,70.0,50.0,70.0,204544,852.2666666666667,4.0,2.0,2,D,60
3765,3.0,,,,,,,55.0,,,,1,note_on,,70.0,55.0,70.0,204545,852.2708333333334,4.0,7.0,1,C#,210
3766,3.0,,,,,,,59.0,,,,1,note_on,,70.0,59.0,70.0,204546,852.275,4.0,11.0,5,F,330
3767,3.0,,,,,,,67.0,,,,1,note_on,,70.0,67.0,70.0,204547,852.2791666666667,5.0,7.0,1,C#,210
3771,3.0,,,,,,,55.0,,,,0,note_on,,70.0,55.0,70.0,204660,852.75,4.0,7.0,1,C#,210
3772,3.0,,,,,,,59.0,,,,4,note_on,,70.0,59.0,70.0,204664,852.7666666666667,4.0,11.0,5,F,330
3773,3.0,,,,,,,67.0,,,,3,note_on,,70.0,67.0,70.0,204667,852.7791666666667,5.0,7.0,1,C#,210
3780,3.0,,,,,,,45.0,,,,0,note_on,,70.0,45.0,70.0,204720,853.0,3.0,9.0,3,D#,270
3781,3.0,,,,,,,52.0,,,,2,note_on,,70.0,52.0,70.0,204722,853.0083333333333,4.0,4.0,4,E,120
3782,3.0,,,,,,,57.0,,,,2,note_on,,70.0,57.0,70.0,204724,853.0166666666667,4.0,9.0,3,D#,270
3783,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,204725,853.0208333333334,5.0,0.0,0,C,0
3784,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,204726,853.025,5.0,4.0,4,E,120
3787,3.0,,,,,,,57.0,,,,0,note_on,,70.0,57.0,70.0,204840,853.5,4.0,9.0,3,D#,270
3788,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,204844,853.5166666666667,5.0,0.0,0,C,0
3789,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,204847,853.5291666666667,5.0,4.0,4,E,120
3796,3.0,,,,,,,45.0,,,,0,note_on,,70.0,45.0,70.0,204900,853.75,3.0,9.0,3,D#,270
3797,3.0,,,,,,,52.0,,,,2,note_on,,70.0,52.0,70.0,204902,853.7583333333333,4.0,4.0,4,E,120
3798,3.0,,,,,,,57.0,,,,2,note_on,,70.0,57.0,70.0,204904,853.7666666666667,4.0,9.0,3,D#,270
3799,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,204905,853.7708333333334,5.0,0.0,0,C,0
3800,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,204906,853.775,5.0,4.0,4,E,120
3803,3.0,,,,,,,57.0,,,,0,note_on,,70.0,57.0,70.0,205020,854.25,4.0,9.0,3,D#,270
3804,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,205024,854.2666666666667,5.0,0.0,0,C,0
3805,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,205027,854.2791666666667,5.0,4.0,4,E,120
3812,3.0,,,,,,,41.0,,,,0,note_on,,70.0,41.0,70.0,205080,854.5,3.0,5.0,11,B,150
3813,3.0,,,,,,,45.0,,,,4,note_on,,70.0,45.0,70.0,205084,854.5166666666667,3.0,9.0,3,D#,270
3814,3.0,,,,,,,57.0,,,,1,note_on,,70.0,57.0,70.0,205085,854.5208333333334,4.0,9.0,3,D#,270
3815,3.0,,,,,,,48.0,,,,0,note_on,,70.0,48.0,70.0,205085,854.5208333333334,4.0,0.0,0,C,0
3816,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,205086,854.525,5.0,0.0,0,C,0
3817,3.0,,,,,,,65.0,,,,1,note_on,,70.0,65.0,70.0,205087,854.5291666666667,5.0,5.0,11,B,150
3821,3.0,,,,,,,57.0,,,,0,note_on,,70.0,57.0,70.0,205200,855.0,4.0,9.0,3,D#,270
3822,3.0,,,,,,,60.0,,,,3,note_on,,70.0,60.0,70.0,205203,855.0124999999999,5.0,0.0,0,C,0
3823,3.0,,,,,,,65.0,,,,4,note_on,,70.0,65.0,70.0,205207,855.0291666666667,5.0,5.0,11,B,150
3830,3.0,,,,,,,41.0,,,,0,note_on,,70.0,41.0,70.0,205260,855.25,3.0,5.0,11,B,150
