,channel,clocks_per_click,control,denominator,name,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds
47,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,47280,49.25
48,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,47280,49.25
49,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,47520,49.5
50,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,47520,49.5
51,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,47520,49.5
52,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,47520,49.5
53,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,47760,49.75
54,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,47760,49.75
55,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,47760,49.75
56,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,47760,49.75
57,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,48000,50.0
58,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,48000,50.0
59,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,48000,50.0
60,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,48000,50.0
61,0.0,,,,,,45.0,,,,,240,note_off,,80.0,45.0,80.0,48240,50.25
62,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,48240,50.25
63,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,48240,50.25
64,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,48240,50.25
65,0.0,,,,,,45.0,,,,,240,note_off,,80.0,45.0,80.0,48480,50.5
66,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,48480,50.5
67,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,48480,50.5
68,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,48480,50.5
69,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,48480,50.5
70,0.0,,,,,,52.0,,,,,240,note_off,,80.0,52.0,80.0,48720,50.75
71,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,48720,50.75
72,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,48720,50.75
73,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,48720,50.75
74,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,48720,50.75
75,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,48720,50.75
76,0.0,,,,,,52.0,,,,,240,note_off,,80.0,52.0,80.0,48960,51.0
77,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,48960,51.0
78,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,48960,51.0
79,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,48960,51.0
80,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,48960,51.0
81,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,48960,51.0
82,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,48960,51.0
83,0.0,,,,,,57.0,,,,,240,note_off,,80.0,57.0,80.0,49200,51.25
84,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,49200,51.25
85,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,49200,51.25
86,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,49200,51.25
87,0.0,,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,49200,51.25
88,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,49200,51.25
89,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,49200,51.25
90,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,49200,51.25
91,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,49200,51.25
92,0.0,,,,,,61.0,,,,,240,note_off,,80.0,61.0,80.0,49440,51.5
93,0.0,,,,,,57.0,,,,,0,note_off,,80.0,57.0,80.0,49440,51.5
94,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,49440,51.5
95,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,49440,51.5
96,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,49440,51.5
97,0.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,49440,51.5
98,0.0,,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,49440,51.5
99,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,49440,51.5
100,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,49440,51.5
101,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,49440,51.5
102,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,49440,51.5
103,0.0,,,,,,64.0,,,,,240,note_off,,80.0,64.0,80.0,49680,51.75
104,0.0,,,,,,61.0,,,,,0,note_off,,80.0,61.0,80.0,49680,51.75
105,0.0,,,,,,57.0,,,,,0,note_off,,80.0,57.0,80.0,49680,51.75
106,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,49680,51.75
107,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,49680,51.75
108,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,49680,51.75
109,0.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,49680,51.75
110,0.0,,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,49680,51.75
111,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,49680,51.75
112,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,49680,51.75
113,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,49680,51.75
114,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,49680,51.75
115,0.0,,,,,,57.0,,,,,210,note_on,,95.0,57.0,95.0,49890,51.96875
116,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,49890,51.96875
117,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,49890,51.96875
118,0.0,,,,,,57.0,,,,,29,note_off,,80.0,57.0,80.0,49919,51.998958333333334
119,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,49919,51.998958333333334
120,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,49919,51.998958333333334
121,0.0,,,,,,64.0,,,,,1,note_off,,80.0,64.0,80.0,49920,52.0
122,0.0,,,,,,61.0,,,,,0,note_off,,80.0,61.0,80.0,49920,52.0
123,0.0,,,,,,57.0,,,,,0,note_off,,80.0,57.0,80.0,49920,52.0
124,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,49920,52.0
125,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,49920,52.0
126,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,49920,52.0
127,0.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,49920,52.0
128,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,49920,52.0
129,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,49920,52.0
130,0.0,,,,,,64.0,,,,,720,note_off,,80.0,64.0,80.0,50640,52.75
131,0.0,,,,,,59.0,,,,,0,note_off,,80.0,59.0,80.0,50640,52.75
132,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,50640,52.75
133,1.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,50640,52.75
134,1.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,50640,52.75
135,1.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,50640,52.75
136,1.0,,,,,,,,640.0,,,120,pitchwheel,,,,,50760,52.875
137,1.0,,,,,,,,640.0,,,0,pitchwheel,,,,,50760,52.875
138,1.0,,,,,,,,640.0,,,0,pitchwheel,,,,,50760,52.875
139,1.0,,,,,,,,1408.0,,,60,pitchwheel,,,,,50820,52.9375
140,1.0,,,,,,,,1408.0,,,0,pitchwheel,,,,,50820,52.9375
141,1.0,,,,,,,,1408.0,,,0,pitchwheel,,,,,50820,52.9375
142,1.0,,,,,,64.0,,,,,60,note_off,,80.0,64.0,80.0,50880,53.0
143,1.0,,,,,,,,0.0,,,0,pitchwheel,,,,,50880,53.0
144,1.0,,,,,,59.0,,,,,0,note_off,,80.0,59.0,80.0,50880,53.0
145,1.0,,,,,,,,0.0,,,0,pitchwheel,,,,,50880,53.0
146,1.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,50880,53.0
147,1.0,,,,,,,,0.0,,,0,pitchwheel,,,,,50880,53.0
148,0.0,,,,,,67.0,,,,,0,note_on,,86.0,67.0,86.0,50880,53.0
149,0.0,,,,,,62.0,,,,,0,note_on,,86.0,62.0,86.0,50880,53.0
150,0.0,,,,,,55.0,,,,,0,note_on,,86.0,55.0,86.0,50880,53.0
151,0.0,,,,,,67.0,,,,,240,note_off,,80.0,67.0,80.0,51120,53.25
152,0.0,,,,,,62.0,,,,,0,note_off,,80.0,62.0,80.0,51120,53.25
153,0.0,,,,,,55.0,,,,,0,note_off,,80.0,55.0,80.0,51120,53.25
154,0.0,,,,,,64.0,,,,,120,note_on,,95.0,64.0,95.0,51240,53.375
155,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,51240,53.375
156,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,51240,53.375
157,0.0,,,,,,64.0,,,,,240,note_off,,80.0,64.0,80.0,51480,53.625
158,0.0,,,,,,59.0,,,,,0,note_off,,80.0,59.0,80.0,51480,53.625
159,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,51480,53.625
160,0.0,,,,,,62.0,,,,,120,note_on,,95.0,62.0,95.0,51600,53.75
161,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,51600,53.75
162,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,51600,53.75
163,0.0,,,,,,62.0,,,,,240,note_off,,80.0,62.0,80.0,51840,54.0
164,0.0,,,,,,57.0,,,,,0,note_off,,80.0,57.0,80.0,51840,54.0
165,0.0,,,,,,50.0,,,,,0,note_off,,80.0,50.0,80.0,51840,54.0
166,0.0,,,,,,60.0,,,,,0,note_on,,95.0,60.0,95.0,51840,54.0
167,0.0,,,,,,55.0,,,,,0,note_on,,95.0,55.0,95.0,51840,54.0
168,0.0,,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,51840,54.0
169,0.0,,,,,,60.0,,,,,960,note_off,,80.0,60.0,80.0,52800,55.0
170,0.0,,,,,,55.0,,,,,0,note_off,,80.0,55.0,80.0,52800,55.0
171,0.0,,,,,,48.0,,,,,0,note_off,,80.0,48.0,80.0,52800,55.0
172,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,52800,55.0
173,0.0,,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,52800,55.0
174,0.0,,,,,,47.0,,,,,0,note_on,,95.0,47.0,95.0,52800,55.0
175,0.0,,,,,,57.0,,,,,930,note_on,,95.0,57.0,95.0,53730,55.96875
176,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,53730,55.96875
177,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,53730,55.96875
178,0.0,,,,,,57.0,,,,,29,note_off,,80.0,57.0,80.0,53759,55.998958333333334
179,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,53759,55.998958333333334
180,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,53759,55.998958333333334
181,0.0,,,,,,59.0,,,,,1,note_off,,80.0,59.0,80.0,53760,56.0
182,0.0,,,,,,54.0,,,,,0,note_off,,80.0,54.0,80.0,53760,56.0
183,0.0,,,,,,47.0,,,,,0,note_off,,80.0,47.0,80.0,53760,56.0
184,0.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,53760,56.0
185,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,53760,56.0
186,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,53760,56.0
187,0.0,,,,,,64.0,,,,,720,note_off,,80.0,64.0,80.0,54480,56.75
188,0.0,,,,,,59.0,,,,,0,note_off,,80.0,59.0,80.0,54480,56.75
189,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,54480,56.75
190,1.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,54480,56.75
191,1.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,54480,56.75
192,1.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,54480,56.75
193,1.0,,,,,,,,640.0,,,120,pitchwheel,,,,,54600,56.875
194,1.0,,,,,,,,640.0,,,0,pitchwheel,,,,,54600,56.875
195,1.0,,,,,,,,640.0,,,0,pitchwheel,,,,,54600,56.875
196,1.0,,,,,,,,1408.0,,,60,pitchwheel,,,,,54660,56.9375
197,1.0,,,,,,,,1408.0,,,0,pitchwheel,,,,,54660,56.9375
198,1.0,,,,,,,,1408.0,,,0,pitchwheel,,,,,54660,56.9375
199,1.0,,,,,,64.0,,,,,60,note_off,,80.0,64.0,80.0,54720,57.0
200,1.0,,,,,,,,0.0,,,0,pitchwheel,,,,,54720,57.0
201,1.0,,,,,,59.0,,,,,0,note_off,,80.0,59.0,80.0,54720,57.0
202,1.0,,,,,,,,0.0,,,0,pitchwheel,,,,,54720,57.0
203,1.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,54720,57.0
204,1.0,,,,,,,,0.0,,,0,pitchwheel,,,,,54720,57.0
205,0.0,,,,,,67.0,,,,,0,note_on,,86.0,67.0,86.0,54720,57.0
206,0.0,,,,,,62.0,,,,,0,note_on,,86.0,62.0,86.0,54720,57.0
207,0.0,,,,,,55.0,,,,,0,note_on,,86.0,55.0,86.0,54720,57.0
208,0.0,,,,,,67.0,,,,,240,note_off,,80.0,67.0,80.0,54960,57.25
209,0.0,,,,,,62.0,,,,,0,note_off,,80.0,62.0,80.0,54960,57.25
210,0.0,,,,,,55.0,,,,,0,note_off,,80.0,55.0,80.0,54960,57.25
211,0.0,,,,,,64.0,,,,,120,note_on,,95.0,64.0,95.0,55080,57.375
212,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,55080,57.375
213,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,55080,57.375
214,0.0,,,,,,64.0,,,,,240,note_off,,80.0,64.0,80.0,55320,57.625
215,0.0,,,,,,59.0,,,,,0,note_off,,80.0,59.0,80.0,55320,57.625
216,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,55320,57.625
217,0.0,,,,,,62.0,,,,,120,note_on,,95.0,62.0,95.0,55440,57.75
218,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,55440,57.75
219,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,55440,57.75
220,0.0,,,,,,62.0,,,,,240,note_off,,80.0,62.0,80.0,55680,58.0
221,0.0,,,,,,57.0,,,,,0,note_off,,80.0,57.0,80.0,55680,58.0
222,0.0,,,,,,50.0,,,,,0,note_off,,80.0,50.0,80.0,55680,58.0
223,0.0,,,,,,60.0,,,,,0,note_on,,95.0,60.0,95.0,55680,58.0
224,0.0,,,,,,55.0,,,,,0,note_on,,95.0,55.0,95.0,55680,58.0
225,0.0,,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,55680,58.0
226,0.0,,,,,,60.0,,,,,360,note_off,,80.0,60.0,80.0,56040,58.375
227,0.0,,,,,,55.0,,,,,0,note_off,,80.0,55.0,80.0,56040,58.375
228,0.0,,,,,,48.0,,,,,0,note_off,,80.0,48.0,80.0,56040,58.375
229,0.0,,,,,,62.0,,,,,0,note_on,,95.0,62.0,95.0,56040,58.375
230,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,56040,58.375
231,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,56040,58.375
232,0.0,,,,,,62.0,,,,,360,note_off,,80.0,62.0,80.0,56400,58.75
233,0.0,,,,,,57.0,,,,,0,note_off,,80.0,57.0,80.0,56400,58.75
234,0.0,,,,,,50.0,,,,,0,note_off,,80.0,50.0,80.0,56400,58.75
235,0.0,,,,,,60.0,,,,,0,note_on,,95.0,60.0,95.0,56400,58.75
236,0.0,,,,,,55.0,,,,,0,note_on,,95.0,55.0,95.0,56400,58.75
237,0.0,,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,56400,58.75
238,0.0,,,,,,60.0,,,,,240,note_off,,80.0,60.0,80.0,56640,59.0
239,0.0,,,,,,55.0,,,,,0,note_off,,80.0,55.0,80.0,56640,59.0
240,0.0,,,,,,48.0,,,,,0,note_off,,80.0,48.0,80.0,56640,59.0
241,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,56640,59.0
242,0.0,,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,56640,59.0
243,0.0,,,,,,47.0,,,,,0,note_on,,95.0,47.0,95.0,56640,59.0
244,0.0,,,,,,57.0,,,,,930,note_on,,95.0,57.0,95.0,57570,59.96875
245,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,57570,59.96875
246,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,57570,59.96875
247,0.0,,,,,,57.0,,,,,29,note_off,,80.0,57.0,80.0,57599,59.998958333333334
248,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,57599,59.998958333333334
249,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,57599,59.998958333333334
250,0.0,,,,,,59.0,,,,,1,note_off,,80.0,59.0,80.0,57600,60.0
251,0.0,,,,,,54.0,,,,,0,note_off,,80.0,54.0,80.0,57600,60.0
252,0.0,,,,,,47.0,,,,,0,note_off,,80.0,47.0,80.0,57600,60.0
253,0.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,57600,60.0
254,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,57600,60.0
255,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,57600,60.0
256,0.0,,,,,,64.0,,,,,720,note_off,,80.0,64.0,80.0,58320,60.75
257,0.0,,,,,,59.0,,,,,0,note_off,,80.0,59.0,80.0,58320,60.75
258,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,58320,60.75
259,1.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,58320,60.75
260,1.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,58320,60.75
261,1.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,58320,60.75
262,1.0,,,,,,,,640.0,,,120,pitchwheel,,,,,58440,60.875
263,1.0,,,,,,,,640.0,,,0,pitchwheel,,,,,58440,60.875
264,1.0,,,,,,,,640.0,,,0,pitchwheel,,,,,58440,60.875
265,1.0,,,,,,,,1408.0,,,60,pitchwheel,,,,,58500,60.9375
266,1.0,,,,,,,,1408.0,,,0,pitchwheel,,,,,58500,60.9375
267,1.0,,,,,,,,1408.0,,,0,pitchwheel,,,,,58500,60.9375
268,1.0,,,,,,64.0,,,,,60,note_off,,80.0,64.0,80.0,58560,61.0
269,1.0,,,,,,,,0.0,,,0,pitchwheel,,,,,58560,61.0
270,1.0,,,,,,59.0,,,,,0,note_off,,80.0,59.0,80.0,58560,61.0
271,1.0,,,,,,,,0.0,,,0,pitchwheel,,,,,58560,61.0
272,1.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,58560,61.0
273,1.0,,,,,,,,0.0,,,0,pitchwheel,,,,,58560,61.0
274,0.0,,,,,,67.0,,,,,0,note_on,,86.0,67.0,86.0,58560,61.0
275,0.0,,,,,,62.0,,,,,0,note_on,,86.0,62.0,86.0,58560,61.0
276,0.0,,,,,,55.0,,,,,0,note_on,,86.0,55.0,86.0,58560,61.0
277,0.0,,,,,,67.0,,,,,240,note_off,,80.0,67.0,80.0,58800,61.25
278,0.0,,,,,,62.0,,,,,0,note_off,,80.0,62.0,80.0,58800,61.25
279,0.0,,,,,,55.0,,,,,0,note_off,,80.0,55.0,80.0,58800,61.25
280,0.0,,,,,,64.0,,,,,120,note_on,,95.0,64.0,95.0,58920,61.375
281,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,58920,61.375
282,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,58920,61.375
283,0.0,,,,,,64.0,,,,,240,note_off,,80.0,64.0,80.0,59160,61.625
284,0.0,,,,,,59.0,,,,,0,note_off,,80.0,59.0,80.0,59160,61.625
285,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,59160,61.625
286,0.0,,,,,,62.0,,,,,120,note_on,,95.0,62.0,95.0,59280,61.75
287,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,59280,61.75
288,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,59280,61.75
289,0.0,,,,,,62.0,,,,,240,note_off,,80.0,62.0,80.0,59520,62.0
290,0.0,,,,,,57.0,,,,,0,note_off,,80.0,57.0,80.0,59520,62.0
291,0.0,,,,,,50.0,,,,,0,note_off,,80.0,50.0,80.0,59520,62.0
292,0.0,,,,,,60.0,,,,,0,note_on,,95.0,60.0,95.0,59520,62.0
293,0.0,,,,,,55.0,,,,,0,note_on,,95.0,55.0,95.0,59520,62.0
294,0.0,,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,59520,62.0
295,0.0,,,,,,60.0,,,,,960,note_off,,80.0,60.0,80.0,60480,63.0
296,0.0,,,,,,55.0,,,,,0,note_off,,80.0,55.0,80.0,60480,63.0
297,0.0,,,,,,48.0,,,,,0,note_off,,80.0,48.0,80.0,60480,63.0
298,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,60480,63.0
299,0.0,,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,60480,63.0
300,0.0,,,,,,47.0,,,,,0,note_on,,95.0,47.0,95.0,60480,63.0
301,0.0,,,,,,57.0,,,,,930,note_on,,95.0,57.0,95.0,61410,63.96875
302,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,61410,63.96875
303,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,61410,63.96875
304,0.0,,,,,,57.0,,,,,29,note_off,,80.0,57.0,80.0,61439,63.998958333333334
305,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,61439,63.998958333333334
306,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,61439,63.998958333333334
307,0.0,,,,,,59.0,,,,,1,note_off,,80.0,59.0,80.0,61440,64.0
308,0.0,,,,,,54.0,,,,,0,note_off,,80.0,54.0,80.0,61440,64.0
309,0.0,,,,,,47.0,,,,,0,note_off,,80.0,47.0,80.0,61440,64.0
310,0.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,61440,64.0
311,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,61440,64.0
312,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,61440,64.0
