,channel,clocks_per_click,control,denominator,name,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds
1023,0.0,,,,,,67.0,,,,,0,note_on,,86.0,67.0,86.0,146880,153.0
1024,0.0,,,,,,62.0,,,,,0,note_on,,86.0,62.0,86.0,146880,153.0
1025,0.0,,,,,,55.0,,,,,0,note_on,,86.0,55.0,86.0,146880,153.0
1026,0.0,,,,,,67.0,,,,,240,note_off,,80.0,67.0,80.0,147120,153.25
1027,0.0,,,,,,62.0,,,,,0,note_off,,80.0,62.0,80.0,147120,153.25
1028,0.0,,,,,,55.0,,,,,0,note_off,,80.0,55.0,80.0,147120,153.25
1029,0.0,,,,,,64.0,,,,,120,note_on,,95.0,64.0,95.0,147240,153.375
1030,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,147240,153.375
1031,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,147240,153.375
1032,0.0,,,,,,64.0,,,,,240,note_off,,80.0,64.0,80.0,147480,153.625
1033,0.0,,,,,,59.0,,,,,0,note_off,,80.0,59.0,80.0,147480,153.625
1034,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,147480,153.625
1035,0.0,,,,,,62.0,,,,,120,note_on,,95.0,62.0,95.0,147600,153.75
1036,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,147600,153.75
1037,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,147600,153.75
1038,0.0,,,,,,62.0,,,,,240,note_off,,80.0,62.0,80.0,147840,154.0
1039,0.0,,,,,,57.0,,,,,0,note_off,,80.0,57.0,80.0,147840,154.0
1040,0.0,,,,,,50.0,,,,,0,note_off,,80.0,50.0,80.0,147840,154.0
1041,0.0,,,,,,60.0,,,,,0,note_on,,95.0,60.0,95.0,147840,154.0
1042,0.0,,,,,,55.0,,,,,0,note_on,,95.0,55.0,95.0,147840,154.0
1043,0.0,,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,147840,154.0
1044,0.0,,,,,,60.0,,,,,360,note_off,,80.0,60.0,80.0,148200,154.375
1045,0.0,,,,,,55.0,,,,,0,note_off,,80.0,55.0,80.0,148200,154.375
1046,0.0,,,,,,48.0,,,,,0,note_off,,80.0,48.0,80.0,148200,154.375
1047,0.0,,,,,,62.0,,,,,0,note_on,,95.0,62.0,95.0,148200,154.375
1048,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,148200,154.375
1049,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,148200,154.375
1050,0.0,,,,,,62.0,,,,,360,note_off,,80.0,62.0,80.0,148560,154.75
1051,0.0,,,,,,57.0,,,,,0,note_off,,80.0,57.0,80.0,148560,154.75
1052,0.0,,,,,,50.0,,,,,0,note_off,,80.0,50.0,80.0,148560,154.75
1053,0.0,,,,,,60.0,,,,,0,note_on,,95.0,60.0,95.0,148560,154.75
1054,0.0,,,,,,55.0,,,,,0,note_on,,95.0,55.0,95.0,148560,154.75
1055,0.0,,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,148560,154.75
1056,0.0,,,,,,60.0,,,,,240,note_off,,80.0,60.0,80.0,148800,155.0
1057,0.0,,,,,,55.0,,,,,0,note_off,,80.0,55.0,80.0,148800,155.0
1058,0.0,,,,,,48.0,,,,,0,note_off,,80.0,48.0,80.0,148800,155.0
1059,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,148800,155.0
1060,0.0,,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,148800,155.0
1061,0.0,,,,,,47.0,,,,,0,note_on,,95.0,47.0,95.0,148800,155.0
1062,0.0,,,,,,59.0,,,,,960,note_off,,80.0,59.0,80.0,149760,156.0
1063,0.0,,,,,,54.0,,,,,0,note_off,,80.0,54.0,80.0,149760,156.0
1064,0.0,,,,,,47.0,,,,,0,note_off,,80.0,47.0,80.0,149760,156.0
1065,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,149760,156.0
1066,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,149760,156.0
1067,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,150000,156.25
1068,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,150000,156.25
1069,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,150000,156.25
1070,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,150000,156.25
1071,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,150240,156.5
1072,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,150240,156.5
1073,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,150240,156.5
1074,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,150240,156.5
1075,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,150480,156.75
1076,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,150480,156.75
1077,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,150480,156.75
1078,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,150480,156.75
1079,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,150720,157.0
1080,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,150720,157.0
1081,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,150720,157.0
1082,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,150720,157.0
1083,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,150960,157.25
1084,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,150960,157.25
1085,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,150960,157.25
1086,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,150960,157.25
1087,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,151200,157.5
1088,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,151200,157.5
1089,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,151200,157.5
1090,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,151200,157.5
1091,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,151440,157.75
1092,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,151440,157.75
1093,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,151440,157.75
1094,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,151440,157.75
1095,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,151680,158.0
1096,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,151680,158.0
1097,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,151680,158.0
1098,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,151680,158.0
1099,0.0,,,,,,45.0,,,,,240,note_off,,80.0,45.0,80.0,151920,158.25
1100,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,151920,158.25
1101,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,151920,158.25
1102,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,151920,158.25
1103,0.0,,,,,,45.0,,,,,240,note_off,,80.0,45.0,80.0,152160,158.5
1104,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,152160,158.5
1105,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,152160,158.5
1106,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,152160,158.5
1107,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,152160,158.5
1108,0.0,,,,,,52.0,,,,,240,note_off,,80.0,52.0,80.0,152400,158.75
1109,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,152400,158.75
1110,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,152400,158.75
1111,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,152400,158.75
1112,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,152400,158.75
1113,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,152400,158.75
1114,0.0,,,,,,52.0,,,,,240,note_off,,80.0,52.0,80.0,152640,159.0
1115,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,152640,159.0
1116,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,152640,159.0
1117,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,152640,159.0
1118,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,152640,159.0
1119,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,152640,159.0
1120,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,152640,159.0
1121,0.0,,,,,,57.0,,,,,240,note_off,,80.0,57.0,80.0,152880,159.25
1122,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,152880,159.25
1123,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,152880,159.25
1124,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,152880,159.25
1125,0.0,,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,152880,159.25
1126,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,152880,159.25
1127,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,152880,159.25
1128,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,152880,159.25
1129,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,152880,159.25
1130,0.0,,,,,,61.0,,,,,240,note_off,,80.0,61.0,80.0,153120,159.5
1131,0.0,,,,,,57.0,,,,,0,note_off,,80.0,57.0,80.0,153120,159.5
1132,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,153120,159.5
1133,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,153120,159.5
1134,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,153120,159.5
1135,0.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,153120,159.5
1136,0.0,,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,153120,159.5
1137,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,153120,159.5
1138,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,153120,159.5
1139,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,153120,159.5
1140,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,153120,159.5
1141,0.0,,,,,,64.0,,,,,240,note_off,,80.0,64.0,80.0,153360,159.75
1142,0.0,,,,,,61.0,,,,,0,note_off,,80.0,61.0,80.0,153360,159.75
1143,0.0,,,,,,57.0,,,,,0,note_off,,80.0,57.0,80.0,153360,159.75
1144,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,153360,159.75
1145,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,153360,159.75
1146,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,153360,159.75
1147,0.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,153360,159.75
1148,0.0,,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,153360,159.75
1149,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,153360,159.75
1150,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,153360,159.75
1151,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,153360,159.75
1152,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,153360,159.75
1153,0.0,,,,,,64.0,,,,,240,note_off,,80.0,64.0,80.0,153600,160.0
1154,0.0,,,,,,61.0,,,,,0,note_off,,80.0,61.0,80.0,153600,160.0
1155,0.0,,,,,,57.0,,,,,0,note_off,,80.0,57.0,80.0,153600,160.0
1156,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,153600,160.0
1157,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,153600,160.0
1158,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,153600,160.0
1159,0.0,,,,,,50.0,,,,,42240,note_on,,95.0,50.0,95.0,195840,204.0
1160,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,195840,204.0
1161,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,196080,204.25
1162,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,196080,204.25
1163,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,196080,204.25
1164,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,196080,204.25
1165,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,196320,204.5
1166,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,196320,204.5
1167,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,196320,204.5
1168,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,196320,204.5
1169,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,196560,204.75
1170,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,196560,204.75
1171,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,196560,204.75
1172,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,196560,204.75
1173,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,196800,205.0
1174,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,196800,205.0
1175,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,196800,205.0
1176,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,196800,205.0
1177,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,197040,205.25
1178,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,197040,205.25
1179,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,197040,205.25
1180,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,197040,205.25
1181,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,197280,205.5
1182,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,197280,205.5
1183,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,197280,205.5
1184,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,197280,205.5
1185,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,197520,205.75
1186,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,197520,205.75
1187,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,197520,205.75
1188,0.0,,,,,,43.0,,,,,0,note_on,,95.0,43.0,95.0,197520,205.75
1189,0.0,,,,,,50.0,,,,,240,note_off,,80.0,50.0,80.0,197760,206.0
1190,0.0,,,,,,43.0,,,,,0,note_off,,80.0,43.0,80.0,197760,206.0
1191,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,197760,206.0
1192,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,197760,206.0
1193,0.0,,,,,,45.0,,,,,240,note_off,,80.0,45.0,80.0,198000,206.25
1194,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,198000,206.25
1195,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,198000,206.25
1196,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,198000,206.25
1197,0.0,,,,,,45.0,,,,,240,note_off,,80.0,45.0,80.0,198240,206.5
1198,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,198240,206.5
1199,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,198240,206.5
1200,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,198240,206.5
1201,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,198240,206.5
1202,0.0,,,,,,52.0,,,,,240,note_off,,80.0,52.0,80.0,198480,206.75
1203,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,198480,206.75
1204,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,198480,206.75
1205,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,198480,206.75
1206,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,198480,206.75
1207,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,198480,206.75
1208,0.0,,,,,,52.0,,,,,240,note_off,,80.0,52.0,80.0,198720,207.0
1209,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,198720,207.0
1210,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,198720,207.0
1211,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,198720,207.0
1212,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,198720,207.0
1213,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,198720,207.0
1214,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,198720,207.0
1215,0.0,,,,,,57.0,,,,,240,note_off,,80.0,57.0,80.0,198960,207.25
1216,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,198960,207.25
1217,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,198960,207.25
1218,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,198960,207.25
1219,0.0,,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,198960,207.25
1220,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,198960,207.25
1221,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,198960,207.25
1222,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,198960,207.25
1223,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,198960,207.25
1224,0.0,,,,,,61.0,,,,,240,note_off,,80.0,61.0,80.0,199200,207.5
1225,0.0,,,,,,57.0,,,,,0,note_off,,80.0,57.0,80.0,199200,207.5
1226,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,199200,207.5
1227,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,199200,207.5
1228,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,199200,207.5
1229,0.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,199200,207.5
1230,0.0,,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,199200,207.5
1231,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,199200,207.5
1232,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,199200,207.5
1233,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,199200,207.5
1234,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,199200,207.5
1235,0.0,,,,,,64.0,,,,,240,note_off,,80.0,64.0,80.0,199440,207.75
1236,0.0,,,,,,61.0,,,,,0,note_off,,80.0,61.0,80.0,199440,207.75
1237,0.0,,,,,,57.0,,,,,0,note_off,,80.0,57.0,80.0,199440,207.75
1238,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,199440,207.75
1239,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,199440,207.75
1240,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,199440,207.75
1241,0.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,199440,207.75
1242,0.0,,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,199440,207.75
1243,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,199440,207.75
1244,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,199440,207.75
1245,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,199440,207.75
1246,0.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,199440,207.75
1247,0.0,,,,,,57.0,,,,,210,note_on,,95.0,57.0,95.0,199650,207.96875
1248,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,199650,207.96875
1249,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,199650,207.96875
1250,0.0,,,,,,57.0,,,,,29,note_off,,80.0,57.0,80.0,199679,207.99895833333332
1251,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,199679,207.99895833333332
1252,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,199679,207.99895833333332
1253,0.0,,,,,,64.0,,,,,1,note_off,,80.0,64.0,80.0,199680,208.0
1254,0.0,,,,,,61.0,,,,,0,note_off,,80.0,61.0,80.0,199680,208.0
1255,0.0,,,,,,57.0,,,,,0,note_off,,80.0,57.0,80.0,199680,208.0
1256,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,199680,208.0
1257,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,199680,208.0
1258,0.0,,,,,,40.0,,,,,0,note_off,,80.0,40.0,80.0,199680,208.0
1259,0.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,199680,208.0
1260,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,199680,208.0
1261,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,199680,208.0
1262,0.0,,,,,,64.0,,,,,720,note_off,,80.0,64.0,80.0,200400,208.75
1263,0.0,,,,,,59.0,,,,,0,note_off,,80.0,59.0,80.0,200400,208.75
1264,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,200400,208.75
1265,1.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,200400,208.75
1266,1.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,200400,208.75
1267,1.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,200400,208.75
1268,1.0,,,,,,,,640.0,,,120,pitchwheel,,,,,200520,208.875
1269,1.0,,,,,,,,640.0,,,0,pitchwheel,,,,,200520,208.875
1270,1.0,,,,,,,,640.0,,,0,pitchwheel,,,,,200520,208.875
1271,1.0,,,,,,,,1408.0,,,60,pitchwheel,,,,,200580,208.9375
1272,1.0,,,,,,,,1408.0,,,0,pitchwheel,,,,,200580,208.9375
1273,1.0,,,,,,,,1408.0,,,0,pitchwheel,,,,,200580,208.9375
1274,1.0,,,,,,64.0,,,,,60,note_off,,80.0,64.0,80.0,200640,209.0
1275,1.0,,,,,,,,0.0,,,0,pitchwheel,,,,,200640,209.0
1276,1.0,,,,,,59.0,,,,,0,note_off,,80.0,59.0,80.0,200640,209.0
1277,1.0,,,,,,,,0.0,,,0,pitchwheel,,,,,200640,209.0
1278,1.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,200640,209.0
1279,1.0,,,,,,,,0.0,,,0,pitchwheel,,,,,200640,209.0
1280,0.0,,,,,,67.0,,,,,0,note_on,,86.0,67.0,86.0,200640,209.0
1281,0.0,,,,,,62.0,,,,,0,note_on,,86.0,62.0,86.0,200640,209.0
1282,0.0,,,,,,55.0,,,,,0,note_on,,86.0,55.0,86.0,200640,209.0
1283,0.0,,,,,,67.0,,,,,240,note_off,,80.0,67.0,80.0,200880,209.25
1284,0.0,,,,,,62.0,,,,,0,note_off,,80.0,62.0,80.0,200880,209.25
1285,0.0,,,,,,55.0,,,,,0,note_off,,80.0,55.0,80.0,200880,209.25
1286,0.0,,,,,,64.0,,,,,120,note_on,,95.0,64.0,95.0,201000,209.375
1287,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,201000,209.375
1288,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,201000,209.375
1289,0.0,,,,,,64.0,,,,,240,note_off,,80.0,64.0,80.0,201240,209.625
1290,0.0,,,,,,59.0,,,,,0,note_off,,80.0,59.0,80.0,201240,209.625
1291,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,201240,209.625
1292,0.0,,,,,,62.0,,,,,120,note_on,,95.0,62.0,95.0,201360,209.75
1293,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,201360,209.75
1294,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,201360,209.75
1295,0.0,,,,,,62.0,,,,,240,note_off,,80.0,62.0,80.0,201600,210.0
1296,0.0,,,,,,57.0,,,,,0,note_off,,80.0,57.0,80.0,201600,210.0
1297,0.0,,,,,,50.0,,,,,0,note_off,,80.0,50.0,80.0,201600,210.0
1298,0.0,,,,,,60.0,,,,,0,note_on,,95.0,60.0,95.0,201600,210.0
1299,0.0,,,,,,55.0,,,,,0,note_on,,95.0,55.0,95.0,201600,210.0
1300,0.0,,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,201600,210.0
1301,0.0,,,,,,60.0,,,,,960,note_off,,80.0,60.0,80.0,202560,211.0
1302,0.0,,,,,,55.0,,,,,0,note_off,,80.0,55.0,80.0,202560,211.0
1303,0.0,,,,,,48.0,,,,,0,note_off,,80.0,48.0,80.0,202560,211.0
1304,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,202560,211.0
1305,0.0,,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,202560,211.0
1306,0.0,,,,,,47.0,,,,,0,note_on,,95.0,47.0,95.0,202560,211.0
1307,0.0,,,,,,57.0,,,,,930,note_on,,95.0,57.0,95.0,203490,211.96875
1308,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,203490,211.96875
1309,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,203490,211.96875
1310,0.0,,,,,,57.0,,,,,29,note_off,,80.0,57.0,80.0,203519,211.99895833333332
1311,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,203519,211.99895833333332
1312,0.0,,,,,,45.0,,,,,0,note_off,,80.0,45.0,80.0,203519,211.99895833333332
1313,0.0,,,,,,59.0,,,,,1,note_off,,80.0,59.0,80.0,203520,212.0
1314,0.0,,,,,,54.0,,,,,0,note_off,,80.0,54.0,80.0,203520,212.0
1315,0.0,,,,,,47.0,,,,,0,note_off,,80.0,47.0,80.0,203520,212.0
1316,0.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,203520,212.0
1317,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,203520,212.0
1318,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,203520,212.0
1319,0.0,,,,,,64.0,,,,,720,note_off,,80.0,64.0,80.0,204240,212.75
1320,0.0,,,,,,59.0,,,,,0,note_off,,80.0,59.0,80.0,204240,212.75
1321,0.0,,,,,,52.0,,,,,0,note_off,,80.0,52.0,80.0,204240,212.75
1322,1.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,204240,212.75
1323,1.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,204240,212.75
1324,1.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,204240,212.75
1325,1.0,,,,,,,,640.0,,,120,pitchwheel,,,,,204360,212.875
