,channel,clocks_per_click,control,denominator,key,name,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,text,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,octave,note_value,note_value_nmd,note_name,angle
8575,9.0,,,,,,,28.0,,,,,,0,note_on,,127.0,28.0,127.0,252480,131.5,2.0,4.0,4,E,120
8576,11.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,252480,131.5,5.0,7.0,1,C#,210
8577,11.0,,,,,,,72.0,,,,,,0,note_on,,127.0,72.0,127.0,252480,131.5,6.0,0.0,0,C,0
8578,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,252480,131.5,5.0,3.0,9,A,90
8586,9.0,,,,,,,44.0,,,,,,9,note_on,,75.0,44.0,75.0,252720,131.625,3.0,8.0,8,G#,240
8591,3.0,,,,,,,79.0,,,,,,0,note_on,,127.0,79.0,127.0,252960,131.75,6.0,7.0,1,C#,210
8592,8.0,,,,,,,87.0,,,,,,0,note_on,,45.0,87.0,45.0,252960,131.75,7.0,3.0,9,A,90
8593,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,252960,131.75,3.0,6.0,6,F#,180
8594,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,252960,131.75,5.0,10.0,10,A#,300
8595,10.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,252960,131.75,5.0,7.0,1,C#,210
8596,10.0,,,,,,,72.0,,,,,,0,note_on,,127.0,72.0,127.0,252960,131.75,6.0,0.0,0,C,0
8597,10.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,252960,131.75,5.0,3.0,9,A,90
8598,11.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,252960,131.75,5.0,7.0,1,C#,210
8599,11.0,,,,,,,70.0,,,,,,0,note_on,,118.0,70.0,118.0,252960,131.75,5.0,10.0,10,A#,300
8600,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,252960,131.75,5.0,3.0,9,A,90
8607,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,253200,131.875,3.0,8.0,8,G#,240
8615,7.0,,,,,,,82.0,,,,,,0,note_on,,127.0,82.0,127.0,253440,132.0,6.0,10.0,10,A#,300
8616,8.0,,,,,,,70.0,,,,,,0,note_on,,127.0,70.0,127.0,253440,132.0,5.0,10.0,10,A#,300
8617,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,253440,132.0,3.0,6.0,6,F#,180
8618,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,253440,132.0,5.0,10.0,10,A#,300
8619,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,253440,132.0,3.0,0.0,0,C,0
8620,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,253440,132.0,2.0,11.0,5,F,330
8621,10.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,253440,132.0,5.0,7.0,1,C#,210
8622,10.0,,,,,,,70.0,,,,,,0,note_on,,118.0,70.0,118.0,253440,132.0,5.0,10.0,10,A#,300
8623,10.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,253440,132.0,5.0,3.0,9,A,90
8624,12.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,253440,132.0,5.0,7.0,1,C#,210
8625,12.0,,,,,,,72.0,,,,,,0,note_on,,127.0,72.0,127.0,253440,132.0,6.0,0.0,0,C,0
8626,12.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,253440,132.0,5.0,3.0,9,A,90
8632,9.0,,,,,,,44.0,,,,,,16,note_on,,75.0,44.0,75.0,253680,132.125,3.0,8.0,8,G#,240
8640,3.0,,,,,,,77.0,,,,,,0,note_on,,127.0,77.0,127.0,253920,132.25,6.0,5.0,11,B,150
8641,8.0,,,,,,,87.0,,,,,,0,note_on,,45.0,87.0,45.0,253920,132.25,7.0,3.0,9,A,90
8642,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,253920,132.25,3.0,6.0,6,F#,180
8643,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,253920,132.25,5.0,10.0,10,A#,300
8644,12.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,253920,132.25,5.0,7.0,1,C#,210
8645,12.0,,,,,,,70.0,,,,,,0,note_on,,118.0,70.0,118.0,253920,132.25,5.0,10.0,10,A#,300
8646,12.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,253920,132.25,5.0,3.0,9,A,90
8653,8.0,,,,,,,87.0,,,,,,0,note_on,,45.0,87.0,45.0,254160,132.375,7.0,3.0,9,A,90
8654,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,254160,132.375,3.0,8.0,8,G#,240
8655,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,254160,132.375,3.0,0.0,0,C,0
8656,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,254160,132.375,2.0,11.0,5,F,330
8664,7.0,,,,,,,75.0,,,,,,0,note_on,,127.0,75.0,127.0,254400,132.5,6.0,3.0,9,A,90
8665,8.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,254400,132.5,5.0,3.0,9,A,90
8666,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,254400,132.5,3.0,6.0,6,F#,180
8667,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,254400,132.5,5.0,10.0,10,A#,300
8668,9.0,,,,,,,39.0,,,,,,0,note_on,,125.0,39.0,125.0,254400,132.5,3.0,3.0,9,A,90
8669,9.0,,,,,,,28.0,,,,,,0,note_on,,127.0,28.0,127.0,254400,132.5,2.0,4.0,4,E,120
8674,3.0,,,,,,,82.0,,,,,,16,note_on,,127.0,82.0,127.0,254640,132.625,6.0,10.0,10,A#,300
8675,8.0,,,,,,,87.0,,,,,,0,note_on,,45.0,87.0,45.0,254640,132.625,7.0,3.0,9,A,90
8676,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,254640,132.625,3.0,8.0,8,G#,240
8682,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,254880,132.75,3.0,6.0,6,F#,180
8683,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,254880,132.75,5.0,10.0,10,A#,300
8684,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,254880,132.75,3.0,0.0,0,C,0
8685,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,254880,132.75,2.0,11.0,5,F,330
8692,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,255120,132.875,3.0,8.0,8,G#,240
8694,7.0,,,,,,,77.0,,,,,,0,note_on,,127.0,77.0,127.0,255360,133.0,6.0,5.0,11,B,150
8695,8.0,,,,,,,87.0,,,,,,0,note_on,,45.0,87.0,45.0,255360,133.0,7.0,3.0,9,A,90
8696,8.0,,,,,,,65.0,,,,,,0,note_on,,127.0,65.0,127.0,255360,133.0,5.0,5.0,11,B,150
8697,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,255360,133.0,3.0,6.0,6,F#,180
8698,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,255360,133.0,5.0,10.0,10,A#,300
8701,9.0,,,,,,,44.0,,,,,,16,note_on,,75.0,44.0,75.0,255600,133.125,3.0,8.0,8,G#,240
8703,8.0,,,,,,,87.0,,,,,,0,note_on,,45.0,87.0,45.0,255840,133.25,7.0,3.0,9,A,90
8704,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,255840,133.25,3.0,6.0,6,F#,180
8705,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,255840,133.25,5.0,10.0,10,A#,300
8706,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,255840,133.25,3.0,0.0,0,C,0
8707,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,255840,133.25,2.0,11.0,5,F,330
8716,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,256080,133.375,3.0,8.0,8,G#,240
8718,3.0,,,,,,,75.0,,,,,,0,note_on,,127.0,75.0,127.0,256320,133.5,6.0,3.0,9,A,90
8719,7.0,,,,,,,75.0,,,,,,0,note_on,,127.0,75.0,127.0,256320,133.5,6.0,3.0,9,A,90
8720,8.0,,,,,,,87.0,,,,,,0,note_on,,45.0,87.0,45.0,256320,133.5,7.0,3.0,9,A,90
8721,8.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,256320,133.5,5.0,3.0,9,A,90
8722,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,256320,133.5,3.0,6.0,6,F#,180
8723,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,256320,133.5,5.0,10.0,10,A#,300
8724,9.0,,,,,,,39.0,,,,,,0,note_on,,127.0,39.0,127.0,256320,133.5,3.0,3.0,9,A,90
8725,9.0,,,,,,,28.0,,,,,,0,note_on,,127.0,28.0,127.0,256320,133.5,2.0,4.0,4,E,120
8733,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,256560,133.625,3.0,8.0,8,G#,240
8735,8.0,,,,,,,87.0,,,,,,0,note_on,,45.0,87.0,45.0,256800,133.75,7.0,3.0,9,A,90
8736,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,256800,133.75,3.0,6.0,6,F#,180
8737,9.0,,,,,,,61.0,,,,,,0,note_on,,100.0,61.0,100.0,256800,133.75,5.0,1.0,7,G,30
8738,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,256800,133.75,5.0,10.0,10,A#,300
8743,9.0,,,,,,,61.0,,,,,,6,note_on,,100.0,61.0,100.0,256920,133.8125,5.0,1.0,7,G,30
8751,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,257040,133.875,3.0,8.0,8,G#,240
8752,9.0,,,,,,,61.0,,,,,,0,note_on,,100.0,61.0,100.0,257040,133.875,5.0,1.0,7,G,30
8754,9.0,,,,,,,61.0,,,,,,6,note_on,,100.0,61.0,100.0,257160,133.9375,5.0,1.0,7,G,30
8756,5.0,,,,,,,60.0,,,,,,23,note_on,,104.0,60.0,104.0,257226,133.971875,5.0,0.0,0,C,0
8758,5.0,,,,,,,55.0,,,,,,3,note_on,,74.0,55.0,74.0,257230,133.97395833333334,4.0,7.0,1,C#,210
8759,5.0,,,,,,,63.0,,,,,,5,note_on,,106.0,63.0,106.0,257235,133.9765625,5.0,3.0,9,A,90
8762,1.0,,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,257280,134.0,3.0,0.0,0,C,0
8763,3.0,,,,,,,79.0,,,,,,0,note_on,,127.0,79.0,127.0,257280,134.0,6.0,7.0,1,C#,210
8764,7.0,,,,,,,82.0,,,,,,0,note_on,,127.0,82.0,127.0,257280,134.0,6.0,10.0,10,A#,300
8765,8.0,,,,,,,48.0,,,,,,0,note_on,,126.0,48.0,126.0,257280,134.0,4.0,0.0,0,C,0
8766,8.0,,,,,,,70.0,,,,,,0,note_on,,127.0,70.0,127.0,257280,134.0,5.0,10.0,10,A#,300
8767,9.0,,,,,,,61.0,,,,,,0,note_on,,100.0,61.0,100.0,257280,134.0,5.0,1.0,7,G,30
8768,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,257280,134.0,3.0,6.0,6,F#,180
8769,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,257280,134.0,5.0,10.0,10,A#,300
8770,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,257280,134.0,3.0,0.0,0,C,0
8771,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,257280,134.0,2.0,11.0,5,F,330
8772,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,257280,134.0,5.0,3.0,9,A,90
8773,11.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,257280,134.0,5.0,0.0,0,C,0
8774,11.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,257280,134.0,5.0,7.0,1,C#,210
8781,8.0,,,,,,,87.0,,,,,,16,note_on,,45.0,87.0,45.0,257520,134.125,7.0,3.0,9,A,90
8782,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,257520,134.125,3.0,8.0,8,G#,240
8788,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,257760,134.25,3.0,6.0,6,F#,180
8789,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,257760,134.25,5.0,10.0,10,A#,300
8790,10.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,257760,134.25,5.0,3.0,9,A,90
8791,10.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,257760,134.25,5.0,0.0,0,C,0
8792,10.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,257760,134.25,5.0,7.0,1,C#,210
8798,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,258000,134.375,3.0,8.0,8,G#,240
8799,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,258000,134.375,3.0,0.0,0,C,0
8800,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,258000,134.375,2.0,11.0,5,F,330
8807,3.0,,,,,,,77.0,,,,,,0,note_on,,127.0,77.0,127.0,258240,134.5,6.0,5.0,11,B,150
8808,7.0,,,,,,,75.0,,,,,,0,note_on,,127.0,75.0,127.0,258240,134.5,6.0,3.0,9,A,90
8809,7.0,,,,,,,78.0,,,,,,0,note_on,,72.0,78.0,72.0,258240,134.5,6.0,6.0,6,F#,180
8810,8.0,,,,,,,87.0,,,,,,0,note_on,,45.0,87.0,45.0,258240,134.5,7.0,3.0,9,A,90
8811,8.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,258240,134.5,5.0,3.0,9,A,90
8812,8.0,,,,,,,66.0,,,,,,0,note_on,,72.0,66.0,72.0,258240,134.5,5.0,6.0,6,F#,180
8813,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,258240,134.5,3.0,6.0,6,F#,180
8814,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,258240,134.5,5.0,10.0,10,A#,300
8815,9.0,,,,,,,39.0,,,,,,0,note_on,,125.0,39.0,125.0,258240,134.5,3.0,3.0,9,A,90
8816,9.0,,,,,,,28.0,,,,,,0,note_on,,127.0,28.0,127.0,258240,134.5,2.0,4.0,4,E,120
8817,12.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,258240,134.5,5.0,3.0,9,A,90
8818,12.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,258240,134.5,5.0,0.0,0,C,0
8819,12.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,258240,134.5,5.0,7.0,1,C#,210
8828,9.0,,,,,,,44.0,,,,,,16,note_on,,75.0,44.0,75.0,258480,134.625,3.0,8.0,8,G#,240
8833,8.0,,,,,,,87.0,,,,,,0,note_on,,45.0,87.0,45.0,258720,134.75,7.0,3.0,9,A,90
8834,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,258720,134.75,3.0,6.0,6,F#,180
8835,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,258720,134.75,5.0,10.0,10,A#,300
8836,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,258720,134.75,3.0,0.0,0,C,0
8837,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,258720,134.75,2.0,11.0,5,F,330
8846,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,258960,134.875,3.0,8.0,8,G#,240
8848,3.0,,,,,,,79.0,,,,,,0,note_on,,127.0,79.0,127.0,259200,135.0,6.0,7.0,1,C#,210
8849,7.0,,,,,,,77.0,,,,,,0,note_on,,127.0,77.0,127.0,259200,135.0,6.0,5.0,11,B,150
8850,8.0,,,,,,,65.0,,,,,,0,note_on,,127.0,65.0,127.0,259200,135.0,5.0,5.0,11,B,150
8851,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,259200,135.0,3.0,6.0,6,F#,180
8852,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,259200,135.0,5.0,10.0,10,A#,300
8856,8.0,,,,,,,87.0,,,,,,16,note_on,,45.0,87.0,45.0,259440,135.125,7.0,3.0,9,A,90
8857,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,259440,135.125,3.0,8.0,8,G#,240
8860,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,259680,135.25,3.0,6.0,6,F#,180
8861,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,259680,135.25,5.0,10.0,10,A#,300
8862,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,259680,135.25,3.0,0.0,0,C,0
8863,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,259680,135.25,2.0,11.0,5,F,330
8871,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,259920,135.375,3.0,8.0,8,G#,240
8873,3.0,,,,,,,77.0,,,,,,0,note_on,,127.0,77.0,127.0,260160,135.5,6.0,5.0,11,B,150
8874,7.0,,,,,,,70.0,,,,,,0,note_on,,127.0,70.0,127.0,260160,135.5,5.0,10.0,10,A#,300
8875,8.0,,,,,,,87.0,,,,,,0,note_on,,45.0,87.0,45.0,260160,135.5,7.0,3.0,9,A,90
8876,8.0,,,,,,,58.0,,,,,,0,note_on,,127.0,58.0,127.0,260160,135.5,4.0,10.0,10,A#,300
8877,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,260160,135.5,3.0,6.0,6,F#,180
8878,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,260160,135.5,5.0,10.0,10,A#,300
8879,9.0,,,,,,,39.0,,,,,,0,note_on,,127.0,39.0,127.0,260160,135.5,3.0,3.0,9,A,90
8880,9.0,,,,,,,28.0,,,,,,0,note_on,,127.0,28.0,127.0,260160,135.5,2.0,4.0,4,E,120
8881,11.0,,,,,,,68.0,,,,,,0,note_on,,127.0,68.0,127.0,260160,135.5,5.0,8.0,8,G#,240
8882,11.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,260160,135.5,5.0,0.0,0,C,0
8883,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,260160,135.5,5.0,3.0,9,A,90
8890,9.0,,,,,,,44.0,,,,,,16,note_on,,75.0,44.0,75.0,260400,135.625,3.0,8.0,8,G#,240
8895,8.0,,,,,,,87.0,,,,,,0,note_on,,45.0,87.0,45.0,260640,135.75,7.0,3.0,9,A,90
8896,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,260640,135.75,3.0,6.0,6,F#,180
8897,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,260640,135.75,5.0,10.0,10,A#,300
8898,10.0,,,,,,,68.0,,,,,,0,note_on,,127.0,68.0,127.0,260640,135.75,5.0,8.0,8,G#,240
8899,10.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,260640,135.75,5.0,0.0,0,C,0
8900,10.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,260640,135.75,5.0,3.0,9,A,90
8901,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,260640,135.75,5.0,3.0,9,A,90
8902,11.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,260640,135.75,5.0,0.0,0,C,0
8903,11.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,260640,135.75,5.0,7.0,1,C#,210
8910,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,260880,135.875,3.0,8.0,8,G#,240
8918,3.0,,,,,,,79.0,,,,,,0,note_on,,127.0,79.0,127.0,261120,136.0,6.0,7.0,1,C#,210
8919,7.0,,,,,,,82.0,,,,,,0,note_on,,127.0,82.0,127.0,261120,136.0,6.0,10.0,10,A#,300
8920,8.0,,,,,,,70.0,,,,,,0,note_on,,127.0,70.0,127.0,261120,136.0,5.0,10.0,10,A#,300
8921,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,261120,136.0,3.0,6.0,6,F#,180
8922,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,261120,136.0,5.0,10.0,10,A#,300
8923,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,261120,136.0,3.0,0.0,0,C,0
8924,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,261120,136.0,2.0,11.0,5,F,330
8925,10.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,261120,136.0,5.0,3.0,9,A,90
8926,10.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,261120,136.0,5.0,0.0,0,C,0
8927,10.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,261120,136.0,5.0,7.0,1,C#,210
8928,12.0,,,,,,,68.0,,,,,,0,note_on,,127.0,68.0,127.0,261120,136.0,5.0,8.0,8,G#,240
8929,12.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,261120,136.0,5.0,0.0,0,C,0
8930,12.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,261120,136.0,5.0,3.0,9,A,90
8936,8.0,,,,,,,87.0,,,,,,16,note_on,,45.0,87.0,45.0,261360,136.125,7.0,3.0,9,A,90
8937,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,261360,136.125,3.0,8.0,8,G#,240
8946,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,261600,136.25,3.0,6.0,6,F#,180
8947,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,261600,136.25,5.0,10.0,10,A#,300
8948,12.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,261600,136.25,5.0,3.0,9,A,90
8949,12.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,261600,136.25,5.0,0.0,0,C,0
8950,12.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,261600,136.25,5.0,7.0,1,C#,210
8956,8.0,,,,,,,87.0,,,,,,0,note_on,,45.0,87.0,45.0,261840,136.375,7.0,3.0,9,A,90
8957,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,261840,136.375,3.0,8.0,8,G#,240
8958,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,261840,136.375,3.0,0.0,0,C,0
8959,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,261840,136.375,2.0,11.0,5,F,330
8967,3.0,,,,,,,77.0,,,,,,0,note_on,,127.0,77.0,127.0,262080,136.5,6.0,5.0,11,B,150
8968,7.0,,,,,,,75.0,,,,,,0,note_on,,127.0,75.0,127.0,262080,136.5,6.0,3.0,9,A,90
8969,8.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,262080,136.5,5.0,3.0,9,A,90
8970,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,262080,136.5,3.0,6.0,6,F#,180
8971,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,262080,136.5,5.0,10.0,10,A#,300
8972,9.0,,,,,,,39.0,,,,,,0,note_on,,125.0,39.0,125.0,262080,136.5,3.0,3.0,9,A,90
8973,9.0,,,,,,,28.0,,,,,,0,note_on,,127.0,28.0,127.0,262080,136.5,2.0,4.0,4,E,120
8979,8.0,,,,,,,87.0,,,,,,16,note_on,,45.0,87.0,45.0,262320,136.625,7.0,3.0,9,A,90
8980,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,262320,136.625,3.0,8.0,8,G#,240
8984,3.0,,,,,,,84.0,,,,,,0,note_on,,127.0,84.0,127.0,262560,136.75,7.0,0.0,0,C,0
8985,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,262560,136.75,3.0,6.0,6,F#,180
8986,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,262560,136.75,5.0,10.0,10,A#,300
8987,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,262560,136.75,3.0,0.0,0,C,0
8988,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,262560,136.75,2.0,11.0,5,F,330
8997,8.0,,,,,,,87.0,,,,,,0,note_on,,45.0,87.0,45.0,262800,136.875,7.0,3.0,9,A,90
8998,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,262800,136.875,3.0,8.0,8,G#,240
9001,7.0,,,,,,,77.0,,,,,,0,note_on,,127.0,77.0,127.0,263040,137.0,6.0,5.0,11,B,150
9002,8.0,,,,,,,65.0,,,,,,0,note_on,,127.0,65.0,127.0,263040,137.0,5.0,5.0,11,B,150
9003,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,263040,137.0,3.0,6.0,6,F#,180
9004,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,263040,137.0,5.0,10.0,10,A#,300
9006,8.0,,,,,,,87.0,,,,,,16,note_on,,45.0,87.0,45.0,263280,137.125,7.0,3.0,9,A,90
9007,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,263280,137.125,3.0,8.0,8,G#,240
9010,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,263520,137.25,3.0,6.0,6,F#,180
9011,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,263520,137.25,5.0,10.0,10,A#,300
9012,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,263520,137.25,3.0,0.0,0,C,0
9013,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,263520,137.25,2.0,11.0,5,F,330
9021,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,263760,137.375,3.0,8.0,8,G#,240
9022,3.0,,,,,,,75.0,,,,,,234,note_on,,127.0,75.0,127.0,263994,137.496875,6.0,3.0,9,A,90
9025,7.0,,,,,,,75.0,,,,,,0,note_on,,127.0,75.0,127.0,264000,137.5,6.0,3.0,9,A,90
9026,8.0,,,,,,,87.0,,,,,,0,note_on,,45.0,87.0,45.0,264000,137.5,7.0,3.0,9,A,90
9027,8.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,264000,137.5,5.0,3.0,9,A,90
9028,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,264000,137.5,3.0,6.0,6,F#,180
9029,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,264000,137.5,5.0,10.0,10,A#,300
9030,9.0,,,,,,,39.0,,,,,,0,note_on,,127.0,39.0,127.0,264000,137.5,3.0,3.0,9,A,90
9031,9.0,,,,,,,28.0,,,,,,0,note_on,,127.0,28.0,127.0,264000,137.5,2.0,4.0,4,E,120
