,channel,clocks_per_click,control,denominator,key,name,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,text,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,octave,note_value,note_value_nmd,note_name,angle
29,3.0,,,,,,,3.0,,,,,,0,note_on,,1.0,3.0,1.0,0,0.0,0.0,3.0,9,A,90
107,3.0,,,,,,,3.0,,,,,,1680,note_on,,1.0,3.0,1.0,1920,1.0,0.0,3.0,9,A,90
115,3.0,,,,,,,3.0,,,,,,1,note_on,,1.0,3.0,1.0,3840,2.0,0.0,3.0,9,A,90
116,11.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,3840,2.0,5.0,7.0,1,C#,210
117,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,3840,2.0,5.0,3.0,9,A,90
118,11.0,,,,,,,70.0,,,,,,0,note_on,,126.0,70.0,126.0,3840,2.0,5.0,10.0,10,A#,300
129,10.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,4320,2.25,5.0,7.0,1,C#,210
130,10.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,4320,2.25,5.0,3.0,9,A,90
131,10.0,,,,,,,70.0,,,,,,0,note_on,,126.0,70.0,126.0,4320,2.25,5.0,10.0,10,A#,300
138,12.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,4800,2.5,5.0,7.0,1,C#,210
139,12.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,4800,2.5,5.0,3.0,9,A,90
140,12.0,,,,,,,70.0,,,,,,0,note_on,,126.0,70.0,126.0,4800,2.5,5.0,10.0,10,A#,300
144,3.0,,,,,,,3.0,,,,,,501,note_on,,1.0,3.0,1.0,5760,3.0,0.0,3.0,9,A,90
148,11.0,,,,,,,67.0,,,,,,720,note_on,,127.0,67.0,127.0,6720,3.5,5.0,7.0,1,C#,210
149,11.0,,,,,,,72.0,,,,,,0,note_on,,127.0,72.0,127.0,6720,3.5,6.0,0.0,0,C,0
150,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,6720,3.5,5.0,3.0,9,A,90
154,10.0,,,,,,,67.0,,,,,,92,note_on,,127.0,67.0,127.0,7200,3.75,5.0,7.0,1,C#,210
155,10.0,,,,,,,72.0,,,,,,0,note_on,,127.0,72.0,127.0,7200,3.75,6.0,0.0,0,C,0
156,10.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,7200,3.75,5.0,3.0,9,A,90
157,11.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,7200,3.75,5.0,7.0,1,C#,210
158,11.0,,,,,,,70.0,,,,,,0,note_on,,118.0,70.0,118.0,7200,3.75,5.0,10.0,10,A#,300
159,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,7200,3.75,5.0,3.0,9,A,90
166,3.0,,,,,,,3.0,,,,,,51,note_on,,1.0,3.0,1.0,7680,4.0,0.0,3.0,9,A,90
167,10.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,7680,4.0,5.0,7.0,1,C#,210
168,10.0,,,,,,,70.0,,,,,,0,note_on,,118.0,70.0,118.0,7680,4.0,5.0,10.0,10,A#,300
169,10.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,7680,4.0,5.0,3.0,9,A,90
170,12.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,7680,4.0,5.0,7.0,1,C#,210
171,12.0,,,,,,,72.0,,,,,,0,note_on,,127.0,72.0,127.0,7680,4.0,6.0,0.0,0,C,0
172,12.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,7680,4.0,5.0,3.0,9,A,90
182,12.0,,,,,,,67.0,,,,,,51,note_on,,127.0,67.0,127.0,8160,4.25,5.0,7.0,1,C#,210
183,12.0,,,,,,,70.0,,,,,,0,note_on,,118.0,70.0,118.0,8160,4.25,5.0,10.0,10,A#,300
184,12.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,8160,4.25,5.0,3.0,9,A,90
188,3.0,,,,,,,75.0,,,,,,51,note_on,,127.0,75.0,127.0,8640,4.5,6.0,3.0,9,A,90
190,3.0,,,,,,,77.0,,,,,,480,note_on,,113.0,77.0,113.0,9120,4.75,6.0,5.0,11,B,150
193,3.0,,,,,,,79.0,,,,,,420,note_on,,116.0,79.0,116.0,9600,5.0,6.0,7.0,1,C#,210
196,3.0,,,,,,,77.0,,,,,,391,note_on,,99.0,77.0,99.0,10080,5.25,6.0,5.0,11,B,150
199,3.0,,,,,,,75.0,,,,,,344,note_on,,127.0,75.0,127.0,10560,5.5,6.0,3.0,9,A,90
202,3.0,,,,,,,74.0,,,,,,334,note_on,,94.0,74.0,94.0,11040,5.75,6.0,2.0,2,D,60
205,3.0,,,,,,,72.0,,,,,,458,note_on,,127.0,72.0,127.0,11520,6.0,6.0,0.0,0,C,0
206,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,11520,6.0,5.0,3.0,9,A,90
207,11.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,11520,6.0,5.0,0.0,0,C,0
208,11.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,11520,6.0,5.0,7.0,1,C#,210
214,10.0,,,,,,,63.0,,,,,,38,note_on,,127.0,63.0,127.0,12000,6.25,5.0,3.0,9,A,90
215,10.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,12000,6.25,5.0,0.0,0,C,0
216,10.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,12000,6.25,5.0,7.0,1,C#,210
221,12.0,,,,,,,63.0,,,,,,38,note_on,,127.0,63.0,127.0,12480,6.5,5.0,3.0,9,A,90
222,12.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,12480,6.5,5.0,0.0,0,C,0
223,12.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,12480,6.5,5.0,7.0,1,C#,210
227,11.0,,,,,,,68.0,,,,,,1478,note_on,,127.0,68.0,127.0,14400,7.5,5.0,8.0,8,G#,240
228,11.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,14400,7.5,5.0,0.0,0,C,0
229,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,14400,7.5,5.0,3.0,9,A,90
233,10.0,,,,,,,68.0,,,,,,72,note_on,,127.0,68.0,127.0,14880,7.75,5.0,8.0,8,G#,240
234,10.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,14880,7.75,5.0,0.0,0,C,0
235,10.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,14880,7.75,5.0,3.0,9,A,90
236,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,14880,7.75,5.0,3.0,9,A,90
237,11.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,14880,7.75,5.0,0.0,0,C,0
238,11.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,14880,7.75,5.0,7.0,1,C#,210
245,10.0,,,,,,,63.0,,,,,,54,note_on,,127.0,63.0,127.0,15360,8.0,5.0,3.0,9,A,90
246,10.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,15360,8.0,5.0,0.0,0,C,0
247,10.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,15360,8.0,5.0,7.0,1,C#,210
248,12.0,,,,,,,68.0,,,,,,0,note_on,,127.0,68.0,127.0,15360,8.0,5.0,8.0,8,G#,240
249,12.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,15360,8.0,5.0,0.0,0,C,0
250,12.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,15360,8.0,5.0,3.0,9,A,90
257,12.0,,,,,,,63.0,,,,,,54,note_on,,127.0,63.0,127.0,15840,8.25,5.0,3.0,9,A,90
258,12.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,15840,8.25,5.0,0.0,0,C,0
259,12.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,15840,8.25,5.0,7.0,1,C#,210
263,3.0,,,,,,,75.0,,,,,,54,note_on,,127.0,75.0,127.0,16320,8.5,6.0,3.0,9,A,90
265,3.0,,,,,,,77.0,,,,,,480,note_on,,118.0,77.0,118.0,16800,8.75,6.0,5.0,11,B,150
268,3.0,,,,,,,79.0,,,,,,479,note_on,,111.0,79.0,111.0,17280,9.0,6.0,7.0,1,C#,210
271,3.0,,,,,,,77.0,,,,,,393,note_on,,105.0,77.0,105.0,17760,9.25,6.0,5.0,11,B,150
274,3.0,,,,,,,75.0,,,,,,390,note_on,,127.0,75.0,127.0,18240,9.5,6.0,3.0,9,A,90
277,3.0,,,,,,,77.0,,,,,,460,note_on,,116.0,77.0,116.0,18720,9.75,6.0,5.0,11,B,150
280,3.0,,,,,,,75.0,,,,,,464,note_on,,127.0,75.0,127.0,19200,10.0,6.0,3.0,9,A,90
281,11.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,19200,10.0,5.0,0.0,0,C,0
282,11.0,,,,,,,56.0,,,,,,0,note_on,,127.0,56.0,127.0,19200,10.0,4.0,8.0,8,G#,240
283,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,19200,10.0,5.0,3.0,9,A,90
288,10.0,,,,,,,60.0,,,,,,24,note_on,,127.0,60.0,127.0,19680,10.25,5.0,0.0,0,C,0
289,10.0,,,,,,,56.0,,,,,,0,note_on,,127.0,56.0,127.0,19680,10.25,4.0,8.0,8,G#,240
290,10.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,19680,10.25,5.0,3.0,9,A,90
294,3.0,,,,,,,72.0,,,,,,24,note_on,,125.0,72.0,125.0,20160,10.5,6.0,0.0,0,C,0
295,12.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,20160,10.5,5.0,0.0,0,C,0
296,12.0,,,,,,,56.0,,,,,,0,note_on,,127.0,56.0,127.0,20160,10.5,4.0,8.0,8,G#,240
297,12.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,20160,10.5,5.0,3.0,9,A,90
305,11.0,,,,,,,60.0,,,,,,1189,note_on,,127.0,60.0,127.0,22080,11.5,5.0,0.0,0,C,0
306,11.0,,,,,,,65.0,,,,,,0,note_on,,127.0,65.0,127.0,22080,11.5,5.0,5.0,11,B,150
307,11.0,,,,,,,56.0,,,,,,0,note_on,,127.0,56.0,127.0,22080,11.5,4.0,8.0,8,G#,240
311,10.0,,,,,,,60.0,,,,,,65,note_on,,127.0,60.0,127.0,22560,11.75,5.0,0.0,0,C,0
312,10.0,,,,,,,65.0,,,,,,0,note_on,,127.0,65.0,127.0,22560,11.75,5.0,5.0,11,B,150
313,10.0,,,,,,,56.0,,,,,,0,note_on,,127.0,56.0,127.0,22560,11.75,4.0,8.0,8,G#,240
314,11.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,22560,11.75,5.0,0.0,0,C,0
315,11.0,,,,,,,56.0,,,,,,0,note_on,,124.0,56.0,124.0,22560,11.75,4.0,8.0,8,G#,240
316,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,22560,11.75,5.0,3.0,9,A,90
321,10.0,,,,,,,60.0,,,,,,19,note_on,,127.0,60.0,127.0,23040,12.0,5.0,0.0,0,C,0
322,10.0,,,,,,,56.0,,,,,,0,note_on,,124.0,56.0,124.0,23040,12.0,4.0,8.0,8,G#,240
323,10.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,23040,12.0,5.0,3.0,9,A,90
324,12.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,23040,12.0,5.0,0.0,0,C,0
325,12.0,,,,,,,65.0,,,,,,0,note_on,,127.0,65.0,127.0,23040,12.0,5.0,5.0,11,B,150
326,12.0,,,,,,,56.0,,,,,,0,note_on,,127.0,56.0,127.0,23040,12.0,4.0,8.0,8,G#,240
333,12.0,,,,,,,60.0,,,,,,19,note_on,,127.0,60.0,127.0,23520,12.25,5.0,0.0,0,C,0
334,12.0,,,,,,,56.0,,,,,,0,note_on,,124.0,56.0,124.0,23520,12.25,4.0,8.0,8,G#,240
335,12.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,23520,12.25,5.0,3.0,9,A,90
339,3.0,,,,,,,75.0,,,,,,12,note_on,,127.0,75.0,127.0,23993,12.496354166666666,6.0,3.0,9,A,90
343,3.0,,,,,,,77.0,,,,,,469,note_on,,108.0,77.0,108.0,24489,12.7546875,6.0,5.0,11,B,150
347,3.0,,,,,,,79.0,,,,,,22,note_on,,110.0,79.0,110.0,24928,12.983333333333333,6.0,7.0,1,C#,210
349,3.0,,,,,,,77.0,,,,,,484,note_on,,104.0,77.0,104.0,25412,13.235416666666666,6.0,5.0,11,B,150
352,3.0,,,,,,,75.0,,,,,,467,note_on,,125.0,75.0,125.0,25979,13.530729166666667,6.0,3.0,9,A,90
355,3.0,,,,,,,77.0,,,,,,392,note_on,,108.0,77.0,108.0,26447,13.774479166666666,6.0,5.0,11,B,150
358,11.0,,,,,,,62.0,,,,,,364,note_on,,127.0,62.0,127.0,26880,14.0,5.0,2.0,2,D,60
359,11.0,,,,,,,58.0,,,,,,0,note_on,,127.0,58.0,127.0,26880,14.0,4.0,10.0,10,A#,300
360,11.0,,,,,,,65.0,,,,,,0,note_on,,127.0,65.0,127.0,26880,14.0,5.0,5.0,11,B,150
361,3.0,,,,,,,75.0,,,,,,84,note_on,,120.0,75.0,120.0,26964,14.04375,6.0,3.0,9,A,90
365,10.0,,,,,,,62.0,,,,,,6,note_on,,127.0,62.0,127.0,27360,14.25,5.0,2.0,2,D,60
366,10.0,,,,,,,58.0,,,,,,0,note_on,,127.0,58.0,127.0,27360,14.25,4.0,10.0,10,A#,300
367,10.0,,,,,,,65.0,,,,,,0,note_on,,127.0,65.0,127.0,27360,14.25,5.0,5.0,11,B,150
370,3.0,,,,,,,74.0,,,,,,242,note_on,,93.0,74.0,93.0,27651,14.401562499999999,6.0,2.0,2,D,60
374,12.0,,,,,,,62.0,,,,,,6,note_on,,127.0,62.0,127.0,27840,14.5,5.0,2.0,2,D,60
375,12.0,,,,,,,58.0,,,,,,0,note_on,,127.0,58.0,127.0,27840,14.5,4.0,10.0,10,A#,300
376,12.0,,,,,,,65.0,,,,,,0,note_on,,127.0,65.0,127.0,27840,14.5,5.0,5.0,11,B,150
382,3.0,,,,,,,72.0,,,,,,40,note_on,,116.0,72.0,116.0,28409,14.796354166666667,6.0,0.0,0,C,0
385,3.0,,,,,,,74.0,,,,,,770,note_on,,102.0,74.0,102.0,29208,15.2125,6.0,2.0,2,D,60
388,11.0,,,,,,,62.0,,,,,,482,note_on,,127.0,62.0,127.0,29760,15.5,5.0,2.0,2,D,60
389,11.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,29760,15.5,5.0,7.0,1,C#,210
390,11.0,,,,,,,58.0,,,,,,0,note_on,,127.0,58.0,127.0,29760,15.5,4.0,10.0,10,A#,300
391,3.0,,,,,,,72.0,,,,,,220,note_on,,103.0,72.0,103.0,29980,15.614583333333334,6.0,0.0,0,C,0
397,10.0,,,,,,,62.0,,,,,,66,note_on,,127.0,62.0,127.0,30240,15.75,5.0,2.0,2,D,60
398,10.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,30240,15.75,5.0,7.0,1,C#,210
399,10.0,,,,,,,58.0,,,,,,0,note_on,,127.0,58.0,127.0,30240,15.75,4.0,10.0,10,A#,300
400,11.0,,,,,,,62.0,,,,,,0,note_on,,127.0,62.0,127.0,30240,15.75,5.0,2.0,2,D,60
401,11.0,,,,,,,58.0,,,,,,0,note_on,,118.0,58.0,118.0,30240,15.75,4.0,10.0,10,A#,300
402,11.0,,,,,,,65.0,,,,,,0,note_on,,127.0,65.0,127.0,30240,15.75,5.0,5.0,11,B,150
403,3.0,,,,,,,70.0,,,,,,363,note_on,,105.0,70.0,105.0,30603,15.9390625,5.0,10.0,10,A#,300
412,10.0,,,,,,,62.0,,,,,,53,note_on,,127.0,62.0,127.0,30720,16.0,5.0,2.0,2,D,60
413,10.0,,,,,,,58.0,,,,,,0,note_on,,118.0,58.0,118.0,30720,16.0,4.0,10.0,10,A#,300
414,10.0,,,,,,,65.0,,,,,,0,note_on,,127.0,65.0,127.0,30720,16.0,5.0,5.0,11,B,150
415,12.0,,,,,,,62.0,,,,,,0,note_on,,127.0,62.0,127.0,30720,16.0,5.0,2.0,2,D,60
416,12.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,30720,16.0,5.0,7.0,1,C#,210
417,12.0,,,,,,,58.0,,,,,,0,note_on,,127.0,58.0,127.0,30720,16.0,4.0,10.0,10,A#,300
424,12.0,,,,,,,62.0,,,,,,53,note_on,,127.0,62.0,127.0,31200,16.25,5.0,2.0,2,D,60
425,12.0,,,,,,,58.0,,,,,,0,note_on,,118.0,58.0,118.0,31200,16.25,4.0,10.0,10,A#,300
426,12.0,,,,,,,65.0,,,,,,0,note_on,,127.0,65.0,127.0,31200,16.25,5.0,5.0,11,B,150
430,11.0,,,,,,,63.0,,,,,,53,note_on,,100.0,63.0,100.0,31680,16.5,5.0,3.0,9,A,90
431,11.0,,,,,,,56.0,,,,,,0,note_on,,127.0,56.0,127.0,31680,16.5,4.0,8.0,8,G#,240
432,11.0,,,,,,,62.0,,,,,,0,note_on,,126.0,62.0,126.0,31680,16.5,5.0,2.0,2,D,60
433,11.0,,,,,,,53.0,,,,,,0,note_on,,127.0,53.0,127.0,31680,16.5,4.0,5.0,11,B,150
434,11.0,,,,,,,58.0,,,,,,0,note_on,,127.0,58.0,127.0,31680,16.5,4.0,10.0,10,A#,300
436,10.0,,,,,,,63.0,,,,,,261,note_on,,100.0,63.0,100.0,32160,16.75,5.0,3.0,9,A,90
437,10.0,,,,,,,56.0,,,,,,0,note_on,,127.0,56.0,127.0,32160,16.75,4.0,8.0,8,G#,240
438,10.0,,,,,,,62.0,,,,,,0,note_on,,126.0,62.0,126.0,32160,16.75,5.0,2.0,2,D,60
439,10.0,,,,,,,53.0,,,,,,0,note_on,,127.0,53.0,127.0,32160,16.75,4.0,5.0,11,B,150
440,10.0,,,,,,,58.0,,,,,,0,note_on,,127.0,58.0,127.0,32160,16.75,4.0,10.0,10,A#,300
441,12.0,,,,,,,63.0,,,,,,480,note_on,,100.0,63.0,100.0,32640,17.0,5.0,3.0,9,A,90
442,12.0,,,,,,,56.0,,,,,,0,note_on,,127.0,56.0,127.0,32640,17.0,4.0,8.0,8,G#,240
443,12.0,,,,,,,62.0,,,,,,0,note_on,,126.0,62.0,126.0,32640,17.0,5.0,2.0,2,D,60
444,12.0,,,,,,,53.0,,,,,,0,note_on,,127.0,53.0,127.0,32640,17.0,4.0,5.0,11,B,150
445,12.0,,,,,,,58.0,,,,,,0,note_on,,127.0,58.0,127.0,32640,17.0,4.0,10.0,10,A#,300
447,3.0,,,,,,,75.0,,,,,,0,note_on,,127.0,75.0,127.0,33120,17.25,6.0,3.0,9,A,90
448,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,33120,17.25,5.0,3.0,9,A,90
456,3.0,,,,,,,82.0,,,,,,0,note_on,,127.0,82.0,127.0,33600,17.5,6.0,10.0,10,A#,300
457,9.0,,,,,,,46.0,,,,,,0,note_on,,127.0,46.0,127.0,33600,17.5,3.0,10.0,10,A#,300
459,10.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,33600,17.5,5.0,3.0,9,A,90
464,3.0,,,,,,,79.0,,,,,,0,note_on,,127.0,79.0,127.0,34080,17.75,6.0,7.0,1,C#,210
465,12.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,34080,17.75,5.0,3.0,9,A,90
476,9.0,,,,,,,57.0,,,,,,1,note_on,,100.0,57.0,100.0,34560,18.0,4.0,9.0,3,D#,270
477,3.0,,,,,,,77.0,,,,,,0,note_on,,127.0,77.0,127.0,34560,18.0,6.0,5.0,11,B,150
478,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,34560,18.0,5.0,10.0,10,A#,300
479,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,34560,18.0,2.0,11.0,5,F,330
480,11.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,34560,18.0,5.0,7.0,1,C#,210
481,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,34560,18.0,5.0,3.0,9,A,90
482,11.0,,,,,,,70.0,,,,,,0,note_on,,126.0,70.0,126.0,34560,18.0,5.0,10.0,10,A#,300
483,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,34560,18.0,3.0,0.0,0,C,0
484,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,34560,18.0,3.0,6.0,6,F#,180
505,10.0,,,,,,,70.0,,,,,,1,note_on,,126.0,70.0,126.0,35040,18.25,5.0,10.0,10,A#,300
506,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,35040,18.25,5.0,10.0,10,A#,300
507,10.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,35040,18.25,5.0,3.0,9,A,90
509,10.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,35040,18.25,5.0,7.0,1,C#,210
514,3.0,,,,,,,79.0,,,,,,3,note_on,,127.0,79.0,127.0,35280,18.375,6.0,7.0,1,C#,210
515,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,35280,18.375,3.0,0.0,0,C,0
516,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,35280,18.375,2.0,11.0,5,F,330
527,9.0,,,,,,,70.0,,,,,,1,note_on,,40.0,70.0,40.0,35520,18.5,5.0,10.0,10,A#,300
528,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,35520,18.5,3.0,6.0,6,F#,180
529,9.0,,,,,,,39.0,,,,,,0,note_on,,125.0,39.0,125.0,35520,18.5,3.0,3.0,9,A,90
530,9.0,,,,,,,28.0,,,,,,0,note_on,,127.0,28.0,127.0,35520,18.5,2.0,4.0,4,E,120
531,12.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,35520,18.5,5.0,7.0,1,C#,210
532,12.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,35520,18.5,5.0,3.0,9,A,90
533,12.0,,,,,,,70.0,,,,,,0,note_on,,126.0,70.0,126.0,35520,18.5,5.0,10.0,10,A#,300
546,9.0,,,,,,,70.0,,,,,,21,note_on,,40.0,70.0,40.0,36000,18.75,5.0,10.0,10,A#,300
547,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,36000,18.75,3.0,0.0,0,C,0
548,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,36000,18.75,2.0,11.0,5,F,330
555,6.0,,,,,,,70.0,,,,,,0,note_on,,127.0,70.0,127.0,36480,19.0,5.0,10.0,10,A#,300
556,6.0,,,,,,,75.0,,,,,,0,note_on,,127.0,75.0,127.0,36480,19.0,6.0,3.0,9,A,90
557,6.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,36480,19.0,5.0,7.0,1,C#,210
558,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,36480,19.0,3.0,6.0,6,F#,180
559,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,36480,19.0,5.0,10.0,10,A#,300
563,3.0,,,,,,,75.0,,,,,,29,note_on,,127.0,75.0,127.0,36960,19.25,6.0,3.0,9,A,90
564,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,36960,19.25,5.0,10.0,10,A#,300
565,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,36960,19.25,3.0,0.0,0,C,0
566,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,36960,19.25,2.0,11.0,5,F,330
574,3.0,,,,,,,82.0,,,,,,256,note_on,,119.0,82.0,119.0,37440,19.5,6.0,10.0,10,A#,300
575,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,37440,19.5,3.0,6.0,6,F#,180
576,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,37440,19.5,5.0,10.0,10,A#,300
577,9.0,,,,,,,39.0,,,,,,0,note_on,,127.0,39.0,127.0,37440,19.5,3.0,3.0,9,A,90
578,9.0,,,,,,,28.0,,,,,,0,note_on,,127.0,28.0,127.0,37440,19.5,2.0,4.0,4,E,120
579,11.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,37440,19.5,5.0,7.0,1,C#,210
580,11.0,,,,,,,72.0,,,,,,0,note_on,,127.0,72.0,127.0,37440,19.5,6.0,0.0,0,C,0
581,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,37440,19.5,5.0,3.0,9,A,90
591,3.0,,,,,,,79.0,,,,,,92,note_on,,127.0,79.0,127.0,37920,19.75,6.0,7.0,1,C#,210
592,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,37920,19.75,5.0,10.0,10,A#,300
593,10.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,37920,19.75,5.0,7.0,1,C#,210
594,10.0,,,,,,,72.0,,,,,,0,note_on,,127.0,72.0,127.0,37920,19.75,6.0,0.0,0,C,0
595,10.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,37920,19.75,5.0,3.0,9,A,90
596,11.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,37920,19.75,5.0,7.0,1,C#,210
597,11.0,,,,,,,70.0,,,,,,0,note_on,,118.0,70.0,118.0,37920,19.75,5.0,10.0,10,A#,300
598,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,37920,19.75,5.0,3.0,9,A,90
608,3.0,,,,,,,77.0,,,,,,51,note_on,,127.0,77.0,127.0,38400,20.0,6.0,5.0,11,B,150
609,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,38400,20.0,3.0,6.0,6,F#,180
610,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,38400,20.0,5.0,10.0,10,A#,300
611,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,38400,20.0,3.0,0.0,0,C,0
612,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,38400,20.0,2.0,11.0,5,F,330
613,10.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,38400,20.0,5.0,7.0,1,C#,210
614,10.0,,,,,,,70.0,,,,,,0,note_on,,118.0,70.0,118.0,38400,20.0,5.0,10.0,10,A#,300
615,10.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,38400,20.0,5.0,3.0,9,A,90
616,12.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,38400,20.0,5.0,7.0,1,C#,210
617,12.0,,,,,,,72.0,,,,,,0,note_on,,127.0,72.0,127.0,38400,20.0,6.0,0.0,0,C,0
618,12.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,38400,20.0,5.0,3.0,9,A,90
630,9.0,,,,,,,70.0,,,,,,51,note_on,,40.0,70.0,40.0,38880,20.25,5.0,10.0,10,A#,300
