,channel,clocks_per_click,control,denominator,name,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,octave,note_value,note_value_nmd,note_name,angle
3867,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,683040,711.5,3.0,8.0,8,G#,240
3868,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,683040,711.5,3.0,5.0,11,B,150
3869,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,683040,711.5,3.0,0.0,0,C,0
3873,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,683520,712.0,3.0,8.0,8,G#,240
3874,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,683520,712.0,3.0,5.0,11,B,150
3875,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,683520,712.0,3.0,0.0,0,C,0
3879,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,684000,712.5,3.0,8.0,8,G#,240
3880,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,684000,712.5,3.0,5.0,11,B,150
3881,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,684000,712.5,3.0,0.0,0,C,0
3885,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,684480,713.0,3.0,8.0,8,G#,240
3886,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,684480,713.0,3.0,5.0,11,B,150
3887,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,684480,713.0,3.0,0.0,0,C,0
3891,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,684960,713.5,3.0,8.0,8,G#,240
3892,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,684960,713.5,3.0,5.0,11,B,150
3893,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,684960,713.5,3.0,0.0,0,C,0
3897,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,685440,714.0,3.0,8.0,8,G#,240
3898,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,685440,714.0,3.0,5.0,11,B,150
3899,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,685440,714.0,3.0,0.0,0,C,0
3903,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,685920,714.5,3.0,8.0,8,G#,240
3904,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,685920,714.5,3.0,5.0,11,B,150
3905,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,685920,714.5,3.0,0.0,0,C,0
3909,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,686400,715.0,3.0,8.0,8,G#,240
3910,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,686400,715.0,3.0,5.0,11,B,150
3911,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,686400,715.0,3.0,0.0,0,C,0
3915,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,686880,715.5,3.0,8.0,8,G#,240
3916,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,686880,715.5,3.0,5.0,11,B,150
3917,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,686880,715.5,3.0,0.0,0,C,0
3921,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,687360,716.0,3.0,8.0,8,G#,240
3922,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,687360,716.0,3.0,5.0,11,B,150
3923,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,687360,716.0,3.0,0.0,0,C,0
3927,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,687840,716.5,3.0,8.0,8,G#,240
3928,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,687840,716.5,3.0,5.0,11,B,150
3929,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,687840,716.5,3.0,0.0,0,C,0
3933,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,688320,717.0,3.0,8.0,8,G#,240
3934,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,688320,717.0,3.0,5.0,11,B,150
3935,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,688320,717.0,3.0,0.0,0,C,0
3939,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,688800,717.5,3.0,8.0,8,G#,240
3940,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,688800,717.5,3.0,5.0,11,B,150
3941,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,688800,717.5,3.0,0.0,0,C,0
3945,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,689280,718.0,3.0,8.0,8,G#,240
3946,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,689280,718.0,3.0,5.0,11,B,150
3947,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,689280,718.0,3.0,0.0,0,C,0
3951,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,689760,718.5,3.0,8.0,8,G#,240
3952,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,689760,718.5,3.0,5.0,11,B,150
3953,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,689760,718.5,3.0,0.0,0,C,0
3957,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,690240,719.0,3.0,8.0,8,G#,240
3958,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,690240,719.0,3.0,5.0,11,B,150
3959,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,690240,719.0,3.0,0.0,0,C,0
3963,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,690720,719.5,3.0,8.0,8,G#,240
3964,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,690720,719.5,3.0,5.0,11,B,150
3965,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,690720,719.5,3.0,0.0,0,C,0
3969,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,691200,720.0,3.0,8.0,8,G#,240
3970,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,691200,720.0,3.0,5.0,11,B,150
3971,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,691200,720.0,3.0,0.0,0,C,0
3975,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,691680,720.5,3.0,8.0,8,G#,240
3976,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,691680,720.5,3.0,5.0,11,B,150
3977,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,691680,720.5,3.0,0.0,0,C,0
3981,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,692160,721.0,3.0,8.0,8,G#,240
3982,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,692160,721.0,3.0,5.0,11,B,150
3983,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,692160,721.0,3.0,0.0,0,C,0
3987,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,692640,721.5,3.0,8.0,8,G#,240
3988,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,692640,721.5,3.0,5.0,11,B,150
3989,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,692640,721.5,3.0,0.0,0,C,0
3993,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,693120,722.0,3.0,8.0,8,G#,240
3994,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,693120,722.0,3.0,5.0,11,B,150
3995,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,693120,722.0,3.0,0.0,0,C,0
3999,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,693600,722.5,3.0,8.0,8,G#,240
4000,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,693600,722.5,3.0,5.0,11,B,150
4001,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,693600,722.5,3.0,0.0,0,C,0
4005,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,694080,723.0,3.0,8.0,8,G#,240
4006,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,694080,723.0,3.0,5.0,11,B,150
4007,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,694080,723.0,3.0,0.0,0,C,0
4011,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,694560,723.5,3.0,8.0,8,G#,240
4012,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,694560,723.5,3.0,5.0,11,B,150
4013,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,694560,723.5,3.0,0.0,0,C,0
4017,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,695040,724.0,3.0,8.0,8,G#,240
4018,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,695040,724.0,3.0,0.0,0,C,0
4021,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,695520,724.5,3.0,8.0,8,G#,240
4022,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,695520,724.5,3.0,2.0,2,D,60
4025,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,696000,725.0,3.0,8.0,8,G#,240
4026,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,696000,725.0,3.0,0.0,0,C,0
4029,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,696480,725.5,3.0,8.0,8,G#,240
4030,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,696480,725.5,3.0,2.0,2,D,60
4033,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,696960,726.0,3.0,8.0,8,G#,240
4034,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,696960,726.0,3.0,0.0,0,C,0
4037,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,697440,726.5,3.0,8.0,8,G#,240
4038,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,697440,726.5,3.0,2.0,2,D,60
4041,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,697920,727.0,3.0,8.0,8,G#,240
4042,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,697920,727.0,3.0,0.0,0,C,0
4045,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,698400,727.5,3.0,8.0,8,G#,240
4046,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,698400,727.5,3.0,2.0,2,D,60
4049,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,698880,728.0,3.0,8.0,8,G#,240
4050,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,698880,728.0,3.0,0.0,0,C,0
4053,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,699360,728.5,3.0,8.0,8,G#,240
4054,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,699360,728.5,3.0,2.0,2,D,60
4057,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,699840,729.0,3.0,8.0,8,G#,240
4058,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,699840,729.0,3.0,0.0,0,C,0
4061,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,700320,729.5,3.0,8.0,8,G#,240
4062,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,700320,729.5,3.0,2.0,2,D,60
4065,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,700800,730.0,3.0,8.0,8,G#,240
4066,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,700800,730.0,3.0,0.0,0,C,0
4069,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,701280,730.5,3.0,8.0,8,G#,240
4070,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,701280,730.5,3.0,2.0,2,D,60
4073,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,701760,731.0,3.0,8.0,8,G#,240
4074,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,701760,731.0,3.0,0.0,0,C,0
4077,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,702240,731.5,3.0,8.0,8,G#,240
4078,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,702240,731.5,3.0,2.0,2,D,60
4081,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,702720,732.0,3.0,8.0,8,G#,240
4082,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,702720,732.0,3.0,0.0,0,C,0
4085,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,703200,732.5,3.0,8.0,8,G#,240
4086,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,703200,732.5,3.0,2.0,2,D,60
4089,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,703680,733.0,3.0,8.0,8,G#,240
4090,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,703680,733.0,3.0,0.0,0,C,0
4093,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,704160,733.5,3.0,8.0,8,G#,240
4094,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,704160,733.5,3.0,2.0,2,D,60
4097,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,704640,734.0,3.0,8.0,8,G#,240
4098,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,704640,734.0,3.0,0.0,0,C,0
4101,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,705120,734.5,3.0,8.0,8,G#,240
4102,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,705120,734.5,3.0,2.0,2,D,60
4105,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,705600,735.0,3.0,8.0,8,G#,240
4106,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,705600,735.0,3.0,0.0,0,C,0
4109,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,706080,735.5,3.0,8.0,8,G#,240
4110,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,706080,735.5,3.0,2.0,2,D,60
4113,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,706560,736.0,3.0,8.0,8,G#,240
4114,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,706560,736.0,3.0,0.0,0,C,0
4117,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,707040,736.5,3.0,8.0,8,G#,240
4118,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,707040,736.5,3.0,2.0,2,D,60
4121,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,707520,737.0,3.0,8.0,8,G#,240
4122,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,707520,737.0,3.0,0.0,0,C,0
4125,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,708000,737.5,3.0,8.0,8,G#,240
4126,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,708000,737.5,3.0,2.0,2,D,60
4129,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,708480,738.0,3.0,8.0,8,G#,240
4130,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,708480,738.0,3.0,0.0,0,C,0
4133,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,708960,738.5,3.0,8.0,8,G#,240
4134,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,708960,738.5,3.0,2.0,2,D,60
4137,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,709440,739.0,3.0,8.0,8,G#,240
4138,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,709440,739.0,3.0,0.0,0,C,0
4141,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,709920,739.5,3.0,8.0,8,G#,240
4142,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,709920,739.5,3.0,2.0,2,D,60
4145,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,710400,740.0,4.0,9.0,3,D#,270
4146,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,710400,740.0,3.0,0.0,0,C,0
4149,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,710880,740.5,3.0,6.0,6,F#,180
4151,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,711360,741.0,3.0,6.0,6,F#,180
4153,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,711840,741.5,3.0,6.0,6,F#,180
4155,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,712320,742.0,4.0,9.0,3,D#,270
4156,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,712320,742.0,3.0,0.0,0,C,0
4159,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,712800,742.5,3.0,6.0,6,F#,180
4161,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,713280,743.0,3.0,6.0,6,F#,180
4163,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,713760,743.5,3.0,6.0,6,F#,180
4165,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,714240,744.0,4.0,9.0,3,D#,270
4166,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,714240,744.0,3.0,0.0,0,C,0
4169,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,714720,744.5,4.0,9.0,3,D#,270
4170,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,714720,744.5,3.0,2.0,2,D,60
4173,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,715200,745.0,4.0,9.0,3,D#,270
4174,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,715200,745.0,3.0,0.0,0,C,0
4177,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,715680,745.5,4.0,9.0,3,D#,270
4178,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,715680,745.5,3.0,2.0,2,D,60
4181,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,716160,746.0,4.0,9.0,3,D#,270
4182,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,716160,746.0,3.0,0.0,0,C,0
4185,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,716640,746.5,4.0,9.0,3,D#,270
4186,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,716640,746.5,3.0,2.0,2,D,60
4189,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,717120,747.0,4.0,9.0,3,D#,270
4190,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,717120,747.0,3.0,0.0,0,C,0
4193,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,717600,747.5,4.0,9.0,3,D#,270
4194,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,717600,747.5,3.0,2.0,2,D,60
4197,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,718080,748.0,4.0,9.0,3,D#,270
4198,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,718080,748.0,3.0,0.0,0,C,0
4201,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,718560,748.5,4.0,9.0,3,D#,270
4202,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,718560,748.5,3.0,2.0,2,D,60
4204,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,718800,748.75,3.0,0.0,0,C,0
4207,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,719040,749.0,4.0,9.0,3,D#,270
4208,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,719040,749.0,3.0,0.0,0,C,0
4211,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,719520,749.5,4.0,9.0,3,D#,270
4212,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,719520,749.5,3.0,0.0,0,C,0
4214,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,719760,749.75,3.0,2.0,2,D,60
4217,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,720000,750.0,4.0,9.0,3,D#,270
4218,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,720000,750.0,3.0,0.0,0,C,0
4221,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,720480,750.5,4.0,9.0,3,D#,270
4222,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,720480,750.5,3.0,2.0,2,D,60
4225,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,720960,751.0,4.0,9.0,3,D#,270
4226,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,720960,751.0,3.0,0.0,0,C,0
4229,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,721440,751.5,4.0,9.0,3,D#,270
4230,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,721440,751.5,3.0,2.0,2,D,60
4233,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,721920,752.0,4.0,9.0,3,D#,270
4234,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,721920,752.0,3.0,0.0,0,C,0
4237,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,722400,752.5,4.0,9.0,3,D#,270
4238,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,722400,752.5,3.0,2.0,2,D,60
4241,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,722880,753.0,4.0,9.0,3,D#,270
4242,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,722880,753.0,3.0,0.0,0,C,0
4245,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,723360,753.5,4.0,9.0,3,D#,270
4246,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,723360,753.5,3.0,2.0,2,D,60
4249,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,723840,754.0,4.0,9.0,3,D#,270
4250,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,723840,754.0,3.0,0.0,0,C,0
4253,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,724320,754.5,4.0,9.0,3,D#,270
4254,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,724320,754.5,3.0,2.0,2,D,60
4257,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,724800,755.0,4.0,9.0,3,D#,270
4258,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,724800,755.0,3.0,0.0,0,C,0
4261,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,725280,755.5,4.0,9.0,3,D#,270
4262,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,725280,755.5,3.0,2.0,2,D,60
4265,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,725760,756.0,4.0,9.0,3,D#,270
4266,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,725760,756.0,3.0,0.0,0,C,0
4269,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,726240,756.5,4.0,9.0,3,D#,270
4270,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,726240,756.5,3.0,2.0,2,D,60
4272,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,726480,756.75,3.0,0.0,0,C,0
4275,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,726720,757.0,4.0,9.0,3,D#,270
4276,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,726720,757.0,3.0,0.0,0,C,0
4279,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,727200,757.5,4.0,9.0,3,D#,270
4280,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,727200,757.5,3.0,0.0,0,C,0
4282,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,727440,757.75,3.0,2.0,2,D,60
4285,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,727680,758.0,4.0,9.0,3,D#,270
4286,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,727680,758.0,3.0,0.0,0,C,0
4289,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,728160,758.5,4.0,9.0,3,D#,270
4290,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,728160,758.5,3.0,2.0,2,D,60
4293,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,728640,759.0,4.0,9.0,3,D#,270
4294,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,728640,759.0,3.0,0.0,0,C,0
4297,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,729120,759.5,4.0,9.0,3,D#,270
4298,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,729120,759.5,3.0,2.0,2,D,60
4301,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,729600,760.0,4.0,9.0,3,D#,270
4302,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,729600,760.0,3.0,0.0,0,C,0
4305,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,730080,760.5,4.0,9.0,3,D#,270
4306,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,730080,760.5,3.0,2.0,2,D,60
4309,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,730560,761.0,4.0,9.0,3,D#,270
4310,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,730560,761.0,3.0,0.0,0,C,0
4313,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,731040,761.5,4.0,9.0,3,D#,270
4314,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,731040,761.5,3.0,2.0,2,D,60
4317,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,731520,762.0,4.0,9.0,3,D#,270
4318,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,731520,762.0,3.0,0.0,0,C,0
4321,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,732000,762.5,4.0,9.0,3,D#,270
4322,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,732000,762.5,3.0,2.0,2,D,60
