,channel,clocks_per_click,control,denominator,name,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,octave,note_value,note_value_nmd,note_name,angle
2936,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,550080,573.0,2.0,11.0,5,F,330
2938,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,551040,574.0,3.0,4.0,4,E,120
2940,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,551760,574.75,3.0,4.0,4,E,120
2942,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,552000,575.0,3.0,7.0,1,C#,210
2944,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,552360,575.375,3.0,4.0,4,E,120
2946,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,552720,575.75,3.0,2.0,2,D,60
2948,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,552960,576.0,3.0,0.0,0,C,0
2950,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,553920,577.0,2.0,11.0,5,F,330
2952,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,554880,578.0,3.0,4.0,4,E,120
2954,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,555600,578.75,3.0,4.0,4,E,120
2956,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,555840,579.0,3.0,7.0,1,C#,210
2958,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,556200,579.375,3.0,4.0,4,E,120
2960,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,556560,579.75,3.0,2.0,2,D,60
2962,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,556800,580.0,3.0,0.0,0,C,0
2964,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,557760,581.0,2.0,11.0,5,F,330
2966,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,558720,582.0,3.0,4.0,4,E,120
2968,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,559440,582.75,3.0,4.0,4,E,120
2970,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,559680,583.0,3.0,7.0,1,C#,210
2972,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,560040,583.375,3.0,4.0,4,E,120
2974,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,560400,583.75,3.0,2.0,2,D,60
2976,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,560640,584.0,3.0,0.0,0,C,0
2978,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,561600,585.0,2.0,11.0,5,F,330
2980,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,562560,586.0,3.0,4.0,4,E,120
2982,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,563280,586.75,3.0,4.0,4,E,120
2984,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,563520,587.0,3.0,7.0,1,C#,210
2986,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,563880,587.375,3.0,4.0,4,E,120
2988,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,564240,587.75,3.0,2.0,2,D,60
2990,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,564480,588.0,3.0,0.0,0,C,0
2992,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,565440,589.0,2.0,11.0,5,F,330
2994,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,566400,590.0,3.0,4.0,4,E,120
2996,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,567120,590.75,3.0,4.0,4,E,120
2998,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,567360,591.0,3.0,7.0,1,C#,210
3000,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,567720,591.375,3.0,4.0,4,E,120
3002,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,568080,591.75,3.0,2.0,2,D,60
3004,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,568320,592.0,3.0,0.0,0,C,0
3006,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,569280,593.0,2.0,11.0,5,F,330
3008,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,570240,594.0,3.0,4.0,4,E,120
3010,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,570960,594.75,3.0,4.0,4,E,120
3012,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,571200,595.0,3.0,7.0,1,C#,210
3014,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,571560,595.375,3.0,4.0,4,E,120
3016,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,571920,595.75,3.0,2.0,2,D,60
3018,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,572160,596.0,3.0,0.0,0,C,0
3020,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,573120,597.0,2.0,11.0,5,F,330
3022,4.0,,,,,,31.0,,,,,0,note_on,,95.0,31.0,95.0,574080,598.0,2.0,7.0,1,C#,210
3024,4.0,,,,,,31.0,,,,,0,note_on,,95.0,31.0,95.0,574320,598.25,2.0,7.0,1,C#,210
3026,4.0,,,,,,31.0,,,,,0,note_on,,95.0,31.0,95.0,574560,598.5,2.0,7.0,1,C#,210
3028,4.0,,,,,,31.0,,,,,0,note_on,,95.0,31.0,95.0,574800,598.75,2.0,7.0,1,C#,210
3030,4.0,,,,,,31.0,,,,,0,note_on,,95.0,31.0,95.0,575040,599.0,2.0,7.0,1,C#,210
3032,4.0,,,,,,31.0,,,,,0,note_on,,95.0,31.0,95.0,575280,599.25,2.0,7.0,1,C#,210
3034,4.0,,,,,,31.0,,,,,0,note_on,,95.0,31.0,95.0,575520,599.5,2.0,7.0,1,C#,210
3036,4.0,,,,,,31.0,,,,,0,note_on,,95.0,31.0,95.0,575760,599.75,2.0,7.0,1,C#,210
3038,4.0,,,,,,33.0,,,,,0,note_on,,95.0,33.0,95.0,576000,600.0,2.0,9.0,3,D#,270
3040,4.0,,,,,,33.0,,,,,0,note_on,,95.0,33.0,95.0,576240,600.25,2.0,9.0,3,D#,270
3042,4.0,,,,,,33.0,,,,,0,note_on,,95.0,33.0,95.0,576480,600.5,2.0,9.0,3,D#,270
3044,4.0,,,,,,33.0,,,,,0,note_on,,95.0,33.0,95.0,576720,600.75,2.0,9.0,3,D#,270
3046,4.0,,,,,,33.0,,,,,0,note_on,,95.0,33.0,95.0,576960,601.0,2.0,9.0,3,D#,270
3048,4.0,,,,,,33.0,,,,,0,note_on,,95.0,33.0,95.0,577200,601.25,2.0,9.0,3,D#,270
3050,4.0,,,,,,33.0,,,,,0,note_on,,95.0,33.0,95.0,577440,601.5,2.0,9.0,3,D#,270
3052,4.0,,,,,,33.0,,,,,0,note_on,,95.0,33.0,95.0,577680,601.75,2.0,9.0,3,D#,270
3054,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,577920,602.0,3.0,4.0,4,E,120
3056,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,578640,602.75,3.0,4.0,4,E,120
3058,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,578880,603.0,3.0,7.0,1,C#,210
3060,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,579240,603.375,3.0,4.0,4,E,120
3062,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,579600,603.75,3.0,2.0,2,D,60
3064,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,579840,604.0,3.0,0.0,0,C,0
3066,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,580800,605.0,2.0,11.0,5,F,330
3068,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,581760,606.0,3.0,4.0,4,E,120
3070,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,582480,606.75,3.0,4.0,4,E,120
3072,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,582720,607.0,3.0,7.0,1,C#,210
3074,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,583080,607.375,3.0,4.0,4,E,120
3076,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,583440,607.75,3.0,2.0,2,D,60
3078,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,583680,608.0,3.0,0.0,0,C,0
3080,4.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,584040,608.375,3.0,2.0,2,D,60
3082,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,584400,608.75,3.0,0.0,0,C,0
3084,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,584640,609.0,2.0,11.0,5,F,330
3086,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,585600,610.0,3.0,4.0,4,E,120
3088,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,586320,610.75,3.0,4.0,4,E,120
3090,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,586560,611.0,3.0,7.0,1,C#,210
3092,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,586920,611.375,3.0,4.0,4,E,120
3094,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,587280,611.75,3.0,2.0,2,D,60
3096,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,587520,612.0,3.0,0.0,0,C,0
3098,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,588480,613.0,2.0,11.0,5,F,330
3100,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,589440,614.0,3.0,4.0,4,E,120
3102,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,590160,614.75,3.0,4.0,4,E,120
3104,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,590400,615.0,3.0,7.0,1,C#,210
3106,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,590760,615.375,3.0,4.0,4,E,120
3108,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,591120,615.75,3.0,2.0,2,D,60
3110,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,591360,616.0,3.0,0.0,0,C,0
3112,4.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,591720,616.375,3.0,2.0,2,D,60
3114,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,592080,616.75,3.0,0.0,0,C,0
3116,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,592320,617.0,2.0,11.0,5,F,330
3118,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,593280,618.0,3.0,4.0,4,E,120
3133,9.0,,,,,,44.0,,,,,7680,note_on,,95.0,44.0,95.0,602880,628.0,3.0,8.0,8,G#,240
3134,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,602880,628.0,3.0,5.0,11,B,150
3135,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,602880,628.0,3.0,0.0,0,C,0
3139,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,603360,628.5,3.0,8.0,8,G#,240
3140,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,603360,628.5,3.0,5.0,11,B,150
3141,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,603360,628.5,3.0,0.0,0,C,0
3145,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,603840,629.0,3.0,8.0,8,G#,240
3146,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,603840,629.0,3.0,5.0,11,B,150
3147,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,603840,629.0,3.0,0.0,0,C,0
3151,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,604320,629.5,3.0,8.0,8,G#,240
3152,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,604320,629.5,3.0,5.0,11,B,150
3153,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,604320,629.5,3.0,0.0,0,C,0
3157,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,604800,630.0,3.0,8.0,8,G#,240
3158,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,604800,630.0,3.0,5.0,11,B,150
3159,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,604800,630.0,3.0,0.0,0,C,0
3163,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,605280,630.5,3.0,8.0,8,G#,240
3164,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,605280,630.5,3.0,5.0,11,B,150
3165,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,605280,630.5,3.0,0.0,0,C,0
3169,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,605760,631.0,3.0,8.0,8,G#,240
3170,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,605760,631.0,3.0,5.0,11,B,150
3171,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,605760,631.0,3.0,0.0,0,C,0
3175,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,606240,631.5,3.0,8.0,8,G#,240
3176,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,606240,631.5,3.0,5.0,11,B,150
3177,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,606240,631.5,3.0,0.0,0,C,0
3181,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,606720,632.0,3.0,8.0,8,G#,240
3182,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,606720,632.0,3.0,5.0,11,B,150
3183,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,606720,632.0,3.0,0.0,0,C,0
3187,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,607200,632.5,3.0,8.0,8,G#,240
3188,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,607200,632.5,3.0,5.0,11,B,150
3189,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,607200,632.5,3.0,0.0,0,C,0
3193,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,607680,633.0,3.0,8.0,8,G#,240
3194,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,607680,633.0,3.0,5.0,11,B,150
3195,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,607680,633.0,3.0,0.0,0,C,0
3199,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,608160,633.5,3.0,8.0,8,G#,240
3200,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,608160,633.5,3.0,5.0,11,B,150
3201,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,608160,633.5,3.0,0.0,0,C,0
3205,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,608640,634.0,3.0,8.0,8,G#,240
3206,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,608640,634.0,3.0,5.0,11,B,150
3207,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,608640,634.0,3.0,0.0,0,C,0
3211,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,609120,634.5,3.0,8.0,8,G#,240
3212,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,609120,634.5,3.0,5.0,11,B,150
3213,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,609120,634.5,3.0,0.0,0,C,0
3217,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,609600,635.0,3.0,8.0,8,G#,240
3218,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,609600,635.0,3.0,5.0,11,B,150
3219,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,609600,635.0,3.0,0.0,0,C,0
3223,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,610080,635.5,3.0,8.0,8,G#,240
3224,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,610080,635.5,3.0,5.0,11,B,150
3225,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,610080,635.5,3.0,0.0,0,C,0
3229,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,610560,636.0,3.0,8.0,8,G#,240
3230,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,610560,636.0,3.0,5.0,11,B,150
3231,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,610560,636.0,3.0,0.0,0,C,0
3235,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,611040,636.5,3.0,8.0,8,G#,240
3236,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,611040,636.5,3.0,5.0,11,B,150
3237,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,611040,636.5,3.0,0.0,0,C,0
3241,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,611520,637.0,3.0,8.0,8,G#,240
3242,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,611520,637.0,3.0,5.0,11,B,150
3243,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,611520,637.0,3.0,0.0,0,C,0
3247,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,612000,637.5,3.0,8.0,8,G#,240
3248,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,612000,637.5,3.0,5.0,11,B,150
3249,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,612000,637.5,3.0,0.0,0,C,0
3253,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,612480,638.0,3.0,8.0,8,G#,240
3254,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,612480,638.0,3.0,5.0,11,B,150
3255,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,612480,638.0,3.0,0.0,0,C,0
3259,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,612960,638.5,3.0,8.0,8,G#,240
3260,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,612960,638.5,3.0,5.0,11,B,150
3261,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,612960,638.5,3.0,0.0,0,C,0
3265,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,613440,639.0,3.0,8.0,8,G#,240
3266,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,613440,639.0,3.0,5.0,11,B,150
3267,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,613440,639.0,3.0,0.0,0,C,0
3271,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,613920,639.5,3.0,8.0,8,G#,240
3272,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,613920,639.5,3.0,5.0,11,B,150
3273,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,613920,639.5,3.0,0.0,0,C,0
3277,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,614400,640.0,3.0,8.0,8,G#,240
3278,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,614400,640.0,3.0,5.0,11,B,150
3279,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,614400,640.0,3.0,0.0,0,C,0
3283,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,614880,640.5,3.0,8.0,8,G#,240
3284,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,614880,640.5,3.0,5.0,11,B,150
3285,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,614880,640.5,3.0,0.0,0,C,0
3289,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,615360,641.0,3.0,8.0,8,G#,240
3290,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,615360,641.0,3.0,5.0,11,B,150
3291,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,615360,641.0,3.0,0.0,0,C,0
3295,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,615840,641.5,3.0,8.0,8,G#,240
3296,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,615840,641.5,3.0,5.0,11,B,150
3297,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,615840,641.5,3.0,0.0,0,C,0
3301,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,616320,642.0,3.0,8.0,8,G#,240
3302,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,616320,642.0,3.0,5.0,11,B,150
3303,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,616320,642.0,3.0,0.0,0,C,0
3307,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,616800,642.5,3.0,8.0,8,G#,240
3308,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,616800,642.5,3.0,5.0,11,B,150
3309,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,616800,642.5,3.0,0.0,0,C,0
3313,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,617280,643.0,3.0,8.0,8,G#,240
3314,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,617280,643.0,3.0,5.0,11,B,150
3315,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,617280,643.0,3.0,0.0,0,C,0
3319,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,617760,643.5,3.0,8.0,8,G#,240
3320,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,617760,643.5,3.0,5.0,11,B,150
3321,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,617760,643.5,3.0,0.0,0,C,0
3325,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,618240,644.0,3.0,8.0,8,G#,240
3326,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,618240,644.0,3.0,5.0,11,B,150
3327,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,618240,644.0,3.0,0.0,0,C,0
3331,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,618720,644.5,3.0,8.0,8,G#,240
3332,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,618720,644.5,3.0,5.0,11,B,150
3333,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,618720,644.5,3.0,0.0,0,C,0
3337,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,619200,645.0,3.0,8.0,8,G#,240
3338,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,619200,645.0,3.0,5.0,11,B,150
3339,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,619200,645.0,3.0,0.0,0,C,0
3343,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,619680,645.5,3.0,8.0,8,G#,240
3344,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,619680,645.5,3.0,5.0,11,B,150
3345,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,619680,645.5,3.0,0.0,0,C,0
3349,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,620160,646.0,3.0,8.0,8,G#,240
3350,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,620160,646.0,3.0,5.0,11,B,150
3351,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,620160,646.0,3.0,0.0,0,C,0
3355,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,620640,646.5,3.0,8.0,8,G#,240
3356,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,620640,646.5,3.0,5.0,11,B,150
3357,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,620640,646.5,3.0,0.0,0,C,0
3361,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,621120,647.0,3.0,8.0,8,G#,240
3362,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,621120,647.0,3.0,5.0,11,B,150
3363,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,621120,647.0,3.0,0.0,0,C,0
3367,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,621600,647.5,3.0,8.0,8,G#,240
3368,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,621600,647.5,3.0,5.0,11,B,150
3369,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,621600,647.5,3.0,0.0,0,C,0
3373,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,622080,648.0,3.0,8.0,8,G#,240
3374,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,622080,648.0,3.0,5.0,11,B,150
3375,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,622080,648.0,3.0,0.0,0,C,0
3379,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,622560,648.5,3.0,8.0,8,G#,240
3380,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,622560,648.5,3.0,5.0,11,B,150
3381,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,622560,648.5,3.0,0.0,0,C,0
3385,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,623040,649.0,3.0,8.0,8,G#,240
3386,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,623040,649.0,3.0,5.0,11,B,150
3387,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,623040,649.0,3.0,0.0,0,C,0
3391,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,623520,649.5,3.0,8.0,8,G#,240
3392,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,623520,649.5,3.0,5.0,11,B,150
3393,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,623520,649.5,3.0,0.0,0,C,0
3397,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,624000,650.0,3.0,8.0,8,G#,240
3398,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,624000,650.0,3.0,5.0,11,B,150
3399,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,624000,650.0,3.0,0.0,0,C,0
3403,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,624480,650.5,3.0,8.0,8,G#,240
3404,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,624480,650.5,3.0,5.0,11,B,150
3405,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,624480,650.5,3.0,0.0,0,C,0
